target,prediction
2,7.862454
25,27.81954
8,6.647894
7,6.225058
11,10.850258
0,0.20831224
5,2.7902136
0,3.146885
30,34.54762
0,0.023748407
0,0.0007585683
24,23.293932
0,0.045968894
7,9.029985
9,8.468362
18,20.362646
0,13.174461
0,0.06416705
3,4.0663285
0,0.055079497
7,11.043981
5,4.155511
0,0.058432594
1,3.8255663
17,25.928629
0,0.08992531
21,23.84819
12,16.063782
0,0.00010054238
8,12.119313
2,4.0180354
4,8.300733
0,0.17790507
0,0.08610427
18,23.061218
0,0.018920776
3,4.92642
22,23.714527
15,25.117598
7,18.41289
9,10.793907
0,2.9603343
0,0.075382255
0,1.9370421
10,11.562041
1,4.444048
1,3.9889593
15,20.268738
6,6.3717246
0,0.0015047237
3,6.7371693
6,6.4739103
6,10.822124
0,8.814216
0,1.292979
0,0.0540777
18,30.481857
0,0.06598672
13,12.618237
7,8.530451
6,10.053446
1,3.6657784
0,1.4563535
4,8.89806
16,16.903685
27,35.405033
15,15.333943
17,27.963428
0,0.0007701298
0,14.216384
0,12.3311
9,21.245977
0,0.08024833
0,0.04634008
0,1.292979
26,48.44571
18,26.115204
14,18.193525
0,0.3963745
29,34.89633
5,8.081472
2,4.1011105
11,8.315759
5,5.4171634
2,4.047323
0,3.5258002
0,3.416146e-05
0,14.317431
4,2.8072677
9,14.498906
0,7.866385e-05
0,0.055925936
0,0.019256225
0,0.0018885401
2,7.862454
25,42.12801
0,3.2837095e-05
11,21.30117
0,8.449782
6,8.682663
18,16.914408
23,23.573711
7,6.9023347
9,7.914028
26,35.936687
9,18.452568
18,26.0494
12,13.954903
0,0.08331142
23,23.433065
12,12.397194
0,0.038723018
12,21.144411
0,3.5519638
15,20.268738
6,6.9287434
0,0.23925437
7,11.043981
11,16.015308
9,18.665483
0,0.0035484922
16,16.903685
0,0.08174163
0,0.020670768
8,8.523652
0,0.22364943
8,17.480686
14,16.373943
22,23.573036
7,8.530451
11,13.999296
11,20.935009
0,0.053850435
0,0.22912546
16,25.743853
13,19.291403
14,20.81562
8,18.625345
3,5.851439
27,34.967476
5,5.7330394
19,26.280355
9,7.178215
13,14.164667
6,7.691062
13,21.19909
0,1.0070134
3,4.0558577
0,0.05488838
10,12.3328085
5,9.136036
6,8.005268
12,17.576944
6,7.788777
17,23.505259
2,5.8849206
0,0.9648546
13,20.59994
0,1.0070134
7,6.870387
0,8.576928e-05
10,14.594295
9,8.538467
26,35.936687
8,7.729655
5,9.811637
18,16.297731
13,17.070992
13,15.042504
0,0.0035705199
7,11.930354
5,6.191908
17,25.928629
0,3.0757445e-05
12,13.8072
0,1.0510142
0,11.689089
28,35.702248
9,13.29935
11,14.091105
0,12.506494
12,19.191519
3,7.541706
0,0.37956128
0,1.9198043
21,23.84819
0,0.2548059
20,37.291035
5,8.118087
0,7.866385e-05
1,4.4030256
0,7.9599204
0,0.0019301292
2,4.930508
0,0.020747248
8,9.61231
30,33.232185
0,0.20186934
2,4.930508
15,25.563068
7,8.937159
3,8.068802
14,22.962643
16,20.480957
0,0.0033106213
0,0.017928738
6,5.8122993
2,6.714399
25,28.031416
8,13.1520815
8,7.729655
9,10.544545
14,20.43366
12,11.44646
4,6.1970687
4,4.104924
15,20.6476
11,17.540642
15,13.936286
4,2.6076653
28,35.702248
1,3.9600933
0,0.077474624
5,2.7732632
16,27.471195
0,0.037011806
4,5.13469
0,0.022136403
7,6.4773717
0,3.3501408
0,0.019256225
0,11.689089
0,0.05278146
14,13.909969
0,3.2453077e-05
9,10.793907
0,0.05143129
4,6.256957
3,4.085421
26,35.513287
0,0.06750278
3,4.5235577
29,35.529743
9,13.29935
