Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
9,88,0.45,0.09391675560298826,2,1,1,0.2,0
9,105,0.45,0.11205976520811099,2,1,2,0.2,0
9,101,0.45,0.10779082177161152,2,1,3,0.2,0
9,99,0.45,0.1056563500533618,2,1,4,0.2,0
9,58,0.45,0.061899679829242264,2,1,5,0.2,0
10,108,0.5,0.1152614727854856,2,2,1,0.2,0
10,75,0.5,0.08004268943436499,2,2,2,0.2,0
9,107,0.45,0.11419423692636073,2,2,3,0.2,0
10,65,0.5,0.06937033084311633,2,2,4,0.2,0
9,93,0.45,0.09925293489861259,2,2,5,0.2,0
9,103,0.45,0.10992529348986126,2,3,1,0.2,0
9,100,0.45,0.10672358591248667,2,3,2,0.2,0
9,91,0.45,0.09711846318036287,2,3,3,0.2,0
9,102,0.45,0.10885805763073639,2,3,4,0.2,0
9,102,0.45,0.10885805763073639,2,3,5,0.2,0
9,100,0.45,0.10672358591248667,2,4,1,0.2,0
9,89,0.45,0.09498399146211313,2,4,2,0.2,0
9,116,0.45,0.12379935965848453,2,4,3,0.2,0
9,101,0.45,0.10779082177161152,2,4,4,0.2,0
9,79,0.45,0.08431163287086446,2,4,5,0.2,0
9,128,0.45,0.13660618996798293,2,5,1,0.2,0
9,114,0.45,0.12166488794023479,2,5,2,0.2,0
10,78,0.5,0.0832443970117396,2,5,3,0.2,0
10,69,0.5,0.0736392742796158,2,5,4,0.2,0
10,85,0.5,0.09071504802561366,2,5,5,0.2,0
10,101,0.5,0.10779082177161152,2,6,1,0.2,0
8,117,0.4,0.1248665955176094,2,6,2,0.2,0
9,103,0.45,0.10992529348986126,2,6,3,0.2,0
9,83,0.45,0.08858057630736393,2,6,4,0.2,0
9,119,0.45,0.12700106723585913,2,6,5,0.2,0
9,82,0.45,0.08751334044823907,2,7,1,0.2,0
9,86,0.45,0.09178228388473852,2,7,2,0.2,0
8,108,0.4,0.1152614727854856,2,7,3,0.2,0
9,113,0.45,0.12059765208110992,2,7,4,0.2,0
9,96,0.45,0.10245464247598719,2,7,5,0.2,0
9,99,0.45,0.1056563500533618,2,8,1,0.2,0
9,88,0.45,0.09391675560298826,2,8,2,0.2,0
9,104,0.45,0.11099252934898612,2,8,3,0.2,0
9,106,0.45,0.11312700106723586,2,8,4,0.2,0
9,105,0.45,0.11205976520811099,2,8,5,0.2,0
9,97,0.45,0.10352187833511206,2,9,1,0.2,0
9,87,0.45,0.09284951974386339,2,9,2,0.2,0
10,110,0.5,0.11739594450373532,2,9,3,0.2,0
9,86,0.45,0.09178228388473852,2,9,4,0.2,0
9,95,0.45,0.10138740661686232,2,9,5,0.2,0
9,85,0.45,0.09071504802561366,2,10,1,0.2,0
9,97,0.45,0.10352187833511206,2,10,2,0.2,0
9,97,0.45,0.10352187833511206,2,10,3,0.2,0
9,71,0.45,0.07577374599786553,2,10,4,0.2,0
9,94,0.45,0.10032017075773746,2,10,5,0.2,0
8,99,0.4,0.1056563500533618,2,11,1,0.2,0
9,120,0.45,0.128068303094984,2,11,2,0.2,0
9,110,0.45,0.11739594450373532,2,11,3,0.2,0
9,91,0.45,0.09711846318036287,2,11,4,0.2,0
9,104,0.45,0.11099252934898612,2,11,5,0.2,0
