Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
9.6,89.6,0.48,0.09562433297758804,2.0,2.0,3.0,0.2,0.0
9.0,99.6,0.45,0.10629669156883673,2.0,3.0,3.0,0.2,0.0
9.0,97.0,0.45,0.10352187833511206,2.0,4.0,3.0,0.2,0.0
9.6,94.8,0.48,0.10117395944503735,2.0,5.0,3.0,0.2,0.0
9.0,104.6,0.45,0.11163287086446103,2.0,6.0,3.0,0.2,0.0
8.8,97.0,0.44000000000000006,0.10352187833511206,2.0,7.0,3.0,0.2,0.0
9.0,100.4,0.45,0.1071504802561366,2.0,8.0,3.0,0.2,0.0
9.2,95.0,0.45999999999999996,0.10138740661686232,2.0,9.0,3.0,0.2,0.0
9.0,88.8,0.45,0.09477054429028815,2.0,10.0,3.0,0.2,0.0
8.8,104.8,0.44000000000000006,0.11184631803628602,2.0,11.0,3.0,0.2,0.0
