Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.0,175.8,0.75,0.18762006403415155,1.0,2.0,3.0,0.2,0.0
6.0,181.0,0.75,0.19316969050160085,1.0,3.0,3.0,0.2,0.0
6.0,188.2,0.75,0.20085378868729992,1.0,4.0,3.0,0.2,0.0
6.0,174.8,0.75,0.18655282817502666,1.0,5.0,3.0,0.2,0.0
6.0,172.2,0.75,0.18377801494130203,1.0,6.0,3.0,0.2,0.0
6.0,192.6,0.75,0.20554962646744931,1.0,7.0,3.0,0.2,0.0
6.0,173.0,0.75,0.1846318036286019,1.0,8.0,3.0,0.2,0.0
6.0,172.8,0.75,0.18441835645677696,1.0,9.0,3.0,0.2,0.0
6.0,175.2,0.75,0.18697972251867662,1.0,10.0,3.0,0.2,0.0
6.0,182.8,0.75,0.1950907150480256,1.0,11.0,3.0,0.2,0.0
