Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.283333333,0.291666667,0.383333333,0.408333333,0.425,0.458333333
1,0.258333333,0.283333333,0.391666667,0.408333333,0.45,0.466666667
2,0.266666667,0.275,0.375,0.408333333,0.441666667,0.466666667
3,0.25,0.283333333,0.383333333,0.408333333,0.441666667,0.491666667
4,0.275,0.258333333,0.383333333,0.4,0.425,0.475
5,0.266666667,0.3,0.383333333,0.4,0.433333333,0.475
6,0.283333333,0.266666667,0.366666667,0.383333333,0.441666667,0.466666667
7,0.275,0.275,0.4,0.391666667,0.466666667,0.466666667
8,0.275,0.283333333,0.366666667,0.366666667,0.458333333,0.45
