epoch,train_loss,val_loss
1,-9.545784950256348,-12.255162239074707
2,-11.862431526184082,-13.038330078125
3,-12.466377258300781,-13.033218383789062
4,-12.45483684539795,-13.416300773620605
5,-12.736959457397461,-13.474262237548828
6,-12.703643798828125,-13.530435562133789
7,-13.0348482131958,-13.848485946655273
8,-12.971631050109863,-13.877418518066406
9,-13.18576431274414,-14.03359603881836
10,-13.377819061279297,-13.686068534851074
11,-13.09398365020752,-14.157745361328125
12,-13.168012619018555,-14.25365924835205
13,-13.204183578491211,-14.003327369689941
14,-13.708338737487793,-14.510899543762207
15,-13.975393295288086,-14.510429382324219
16,-13.839426040649414,-14.754039764404297
17,-14.244478225708008,-14.69262409210205
18,-14.294352531433105,-14.795415878295898
19,-14.423922538757324,-14.895245552062988
20,-14.501852989196777,-14.746098518371582
21,-14.392611503601074,-15.101248741149902
22,-14.624313354492188,-14.880234718322754
23,-14.630382537841797,-15.262104988098145
24,-14.681986808776855,-14.615779876708984
25,-14.258991241455078,-15.116049766540527
26,-14.791882514953613,-15.223258018493652
27,-14.93007755279541,-15.300457954406738
28,-14.919039726257324,-14.69890308380127
29,-14.714166641235352,-15.433675765991211
30,-14.733672142028809,-15.493020057678223
31,-15.03792953491211,-15.25255012512207
32,-15.095352172851562,-15.441368103027344
33,-15.130049705505371,-15.556719779968262
34,-14.968701362609863,-15.666350364685059
35,-15.24962043762207,-15.326379776000977
36,-15.200390815734863,-15.641221046447754
37,-15.385095596313477,-15.542860984802246
38,-15.306623458862305,-15.66430950164795
39,-15.354171752929688,-15.722105979919434
40,-15.183701515197754,-15.648244857788086
41,-15.458043098449707,-15.820782661437988
42,-15.535758972167969,-16.016027450561523
43,-15.411445617675781,-15.947864532470703
44,-15.227485656738281,-15.962793350219727
45,-15.535856246948242,-15.600616455078125
46,-15.401189804077148,-15.709636688232422
47,-15.626386642456055,-16.14000701904297
48,-15.775205612182617,-16.169891357421875
49,-15.757173538208008,-15.985204696655273
50,-15.628206253051758,-15.621456146240234
