Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
9,59,0.5625,0.06296691568836713,2,1,1,0.2,0
9,87,0.5625,0.09284951974386339,2,1,2,0.2,0
10,91,0.625,0.09711846318036287,2,1,3,0.2,0
10,100,0.625,0.10672358591248667,2,1,4,0.2,0
9,78,0.5625,0.0832443970117396,2,1,5,0.2,0
10,80,0.625,0.08537886872998933,2,2,1,0.2,0
10,83,0.625,0.08858057630736393,2,2,2,0.2,0
9,84,0.5625,0.08964781216648879,2,2,3,0.2,0
10,99,0.625,0.1056563500533618,2,2,4,0.2,0
9,72,0.5625,0.0768409818569904,2,2,5,0.2,0
9,72,0.5625,0.0768409818569904,2,3,1,0.2,0
10,68,0.625,0.07257203842049093,2,3,2,0.2,0
9,73,0.5625,0.07790821771611527,2,3,3,0.2,0
9,88,0.5625,0.09391675560298826,2,3,4,0.2,0
9,94,0.5625,0.10032017075773746,2,3,5,0.2,0
9,96,0.5625,0.10245464247598719,2,4,1,0.2,0
9,84,0.5625,0.08964781216648879,2,4,2,0.2,0
10,73,0.625,0.07790821771611527,2,4,3,0.2,0
10,70,0.625,0.07470651013874066,2,4,4,0.2,0
9,90,0.5625,0.096051227321238,2,4,5,0.2,0
9,88,0.5625,0.09391675560298826,2,5,1,0.2,0
9,71,0.5625,0.07577374599786553,2,5,2,0.2,0
10,71,0.625,0.07577374599786553,2,5,3,0.2,0
10,64,0.625,0.06830309498399147,2,5,4,0.2,0
10,61,0.625,0.06510138740661686,2,5,5,0.2,0
10,83,0.625,0.08858057630736393,2,6,1,0.2,0
9,107,0.5625,0.11419423692636073,2,6,2,0.2,0
10,113,0.625,0.12059765208110992,2,6,3,0.2,0
9,81,0.5625,0.0864461045891142,2,6,4,0.2,0
11,51,0.6875,0.054429028815368194,2,6,5,0.2,0
9,68,0.5625,0.07257203842049093,2,7,1,0.2,0
10,97,0.625,0.10352187833511206,2,7,2,0.2,0
9,125,0.5625,0.13340448239060831,2,7,3,0.2,0
9,65,0.5625,0.06937033084311633,2,7,4,0.2,0
10,92,0.625,0.09818569903948772,2,7,5,0.2,0
10,67,0.625,0.07150480256136606,2,8,1,0.2,0
9,79,0.5625,0.08431163287086446,2,8,2,0.2,0
9,78,0.5625,0.0832443970117396,2,8,3,0.2,0
9,72,0.5625,0.0768409818569904,2,8,4,0.2,0
9,86,0.5625,0.09178228388473852,2,8,5,0.2,0
9,66,0.5625,0.07043756670224119,2,9,1,0.2,0
9,72,0.5625,0.0768409818569904,2,9,2,0.2,0
10,73,0.625,0.07790821771611527,2,9,3,0.2,0
9,95,0.5625,0.10138740661686232,2,9,4,0.2,0
9,89,0.5625,0.09498399146211313,2,9,5,0.2,0
9,89,0.5625,0.09498399146211313,2,10,1,0.2,0
9,74,0.5625,0.07897545357524013,2,10,2,0.2,0
9,96,0.5625,0.10245464247598719,2,10,3,0.2,0
10,77,0.625,0.08217716115261472,2,10,4,0.2,0
9,71,0.5625,0.07577374599786553,2,10,5,0.2,0
9,110,0.5625,0.11739594450373532,2,11,1,0.2,0
9,71,0.5625,0.07577374599786553,2,11,2,0.2,0
9,97,0.5625,0.10352187833511206,2,11,3,0.2,0
10,80,0.625,0.08537886872998933,2,11,4,0.2,0
10,105,0.625,0.11205976520811099,2,11,5,0.2,0
