Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
12.0,65.0,0.6,0.06937033084311632,2.0,2.0,3.0,0.2,0.0
12.0,58.4,0.6,0.0623265741728922,2.0,3.0,3.0,0.2,0.0
12.0,55.4,0.6,0.05912486659551761,2.0,4.0,3.0,0.2,0.0
12.0,59.4,0.6,0.06339381003201708,2.0,5.0,3.0,0.2,0.0
12.0,54.6,0.6,0.058271077908217714,2.0,6.0,3.0,0.2,0.0
12.0,66.8,0.6,0.0712913553895411,2.0,7.0,3.0,0.2,0.0
12.0,59.4,0.6,0.06339381003201708,2.0,8.0,3.0,0.2,0.0
12.0,49.8,0.6,0.05314834578441836,2.0,9.0,3.0,0.2,0.0
12.0,53.4,0.6,0.05699039487726788,2.0,10.0,3.0,0.2,0.0
12.0,57.4,0.6,0.061259338313767356,2.0,11.0,3.0,0.2,0.0
