Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,388.6,0.76,0.4147278548559232,1.0,2.0,3.0,0.2,0.0
7.8,398.8,0.78,0.42561366061899675,1.0,3.0,3.0,0.2,0.0
7.6,398.2,0.76,0.4249733191035219,1.0,4.0,3.0,0.2,0.0
8.0,401.4,0.8,0.4283884738527214,1.0,5.0,3.0,0.2,0.0
7.8,403.4,0.7799999999999999,0.43052294557097115,1.0,6.0,3.0,0.2,0.0
7.6,383.6,0.76,0.4093916755602988,1.0,7.0,3.0,0.2,0.0
7.6,391.6,0.76,0.4179295624332977,1.0,8.0,3.0,0.2,0.0
7.4,401.4,0.74,0.4283884738527215,1.0,9.0,3.0,0.2,0.0
7.2,387.8,0.72,0.4138740661686232,1.0,10.0,3.0,0.2,0.0
7.8,370.0,0.7799999999999999,0.39487726787620064,1.0,11.0,3.0,0.2,0.0
