Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,607.4,0.76,0.648239060832444,1.0,2.0,3.0,0.2,0.0
7.8,622.4,0.78,0.6642475987193169,1.0,3.0,3.0,0.2,0.0
7.6,605.0,0.76,0.6456776947705443,1.0,4.0,3.0,0.2,0.0
8.0,615.0,0.8,0.6563500533617929,1.0,5.0,3.0,0.2,0.0
7.8,588.8,0.7799999999999999,0.6283884738527215,1.0,6.0,3.0,0.2,0.0
7.6,609.6,0.76,0.6505869797225188,1.0,7.0,3.0,0.2,0.0
7.6,607.6,0.76,0.6484525080042689,1.0,8.0,3.0,0.2,0.0
7.4,604.4,0.74,0.6450373532550694,1.0,9.0,3.0,0.2,0.0
7.2,614.2,0.72,0.6554962646744931,1.0,10.0,3.0,0.2,0.0
7.8,579.8,0.7799999999999999,0.6187833511205976,1.0,11.0,3.0,0.2,0.0
