Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,556,0.8,0.5933831376734259,1,1,1,0.2,0
8,594,0.8,0.6339381003201707,1,1,2,0.2,0
8,640,0.8,0.6830309498399146,1,1,3,0.2,0
8,616,0.8,0.6574172892209178,1,1,4,0.2,0
8,622,0.8,0.663820704375667,1,1,5,0.2,0
8,608,0.8,0.6488794023479189,1,2,1,0.2,0
8,605,0.8,0.6456776947705443,1,2,2,0.2,0
7,608,0.7,0.6488794023479189,1,2,3,0.2,0
8,633,0.8,0.6755602988260405,1,2,4,0.2,0
7,583,0.7,0.6221985058697972,1,2,5,0.2,0
8,604,0.8,0.6446104589114194,1,3,1,0.2,0
8,613,0.8,0.6542155816435432,1,3,2,0.2,0
8,591,0.8,0.6307363927427961,1,3,3,0.2,0
7,655,0.7,0.6990394877267876,1,3,4,0.2,0
8,649,0.8,0.6926360725720384,1,3,5,0.2,0
7,587,0.7,0.6264674493062967,1,4,1,0.2,0
8,597,0.8,0.6371398078975453,1,4,2,0.2,0
8,591,0.8,0.6307363927427961,1,4,3,0.2,0
8,592,0.8,0.6318036286019211,1,4,4,0.2,0
7,658,0.7,0.7022411953041622,1,4,5,0.2,0
8,609,0.8,0.6499466382070438,1,5,1,0.2,0
8,574,0.8,0.6125933831376734,1,5,2,0.2,0
8,639,0.8,0.6819637139807898,1,5,3,0.2,0
8,634,0.8,0.6766275346851655,1,5,4,0.2,0
8,619,0.8,0.6606189967982924,1,5,5,0.2,0
8,562,0.8,0.5997865528281751,1,6,1,0.2,0
7,604,0.7,0.6446104589114194,1,6,2,0.2,0
8,599,0.8,0.6392742796157951,1,6,3,0.2,0
8,589,0.8,0.6286019210245464,1,6,4,0.2,0
8,590,0.8,0.6296691568836713,1,6,5,0.2,0
7,604,0.7,0.6446104589114194,1,7,1,0.2,0
8,617,0.8,0.6584845250800427,1,7,2,0.2,0
7,583,0.7,0.6221985058697972,1,7,3,0.2,0
8,618,0.8,0.6595517609391676,1,7,4,0.2,0
8,626,0.8,0.6680896478121665,1,7,5,0.2,0
8,576,0.8,0.6147278548559232,1,8,1,0.2,0
7,636,0.7,0.6787620064034151,1,8,2,0.2,0
7,630,0.7,0.6723585912486659,1,8,3,0.2,0
8,596,0.8,0.6360725720384205,1,8,4,0.2,0
8,600,0.8,0.6403415154749199,1,8,5,0.2,0
7,589,0.7,0.6286019210245464,1,9,1,0.2,0
8,593,0.8,0.6328708644610459,1,9,2,0.2,0
8,626,0.8,0.6680896478121665,1,9,3,0.2,0
7,610,0.7,0.6510138740661686,1,9,4,0.2,0
7,604,0.7,0.6446104589114194,1,9,5,0.2,0
7,638,0.7,0.6808964781216649,1,10,1,0.2,0
7,618,0.7,0.6595517609391676,1,10,2,0.2,0
7,618,0.7,0.6595517609391676,1,10,3,0.2,0
8,605,0.8,0.6456776947705443,1,10,4,0.2,0
7,592,0.7,0.6318036286019211,1,10,5,0.2,0
7,626,0.7,0.6680896478121665,1,11,1,0.2,0
8,559,0.8,0.5965848452508005,1,11,2,0.2,0
8,596,0.8,0.6360725720384205,1,11,3,0.2,0
8,589,0.8,0.6286019210245464,1,11,4,0.2,0
8,529,0.8,0.5645677694770544,1,11,5,0.2,0
