epoch,train_loss,val_loss
1,-118.95812225341797,-118.30210876464844
2,-120.81576538085938,-118.5443115234375
3,-121.09481811523438,-119.19892120361328
4,-121.59273529052734,-118.71827697753906
5,-121.74195861816406,-119.46015930175781
6,-121.927490234375,-119.6496810913086
7,-122.04122161865234,-119.58415985107422
8,-122.11910247802734,-119.77559661865234
9,-122.22099304199219,-119.88731384277344
10,-122.30769348144531,-119.78303527832031
11,-122.32306671142578,-120.02301788330078
12,-122.49383544921875,-119.9231948852539
13,-122.48001861572266,-120.18193817138672
14,-122.54735565185547,-120.22721862792969
15,-122.61688232421875,-120.0556869506836
16,-122.70214080810547,-119.99776458740234
17,-122.8348159790039,-120.32347869873047
18,-122.88713836669922,-120.34226989746094
19,-122.81015014648438,-119.99937438964844
20,-122.7911605834961,-120.663330078125
21,-122.98681640625,-120.64044952392578
22,-123.01277923583984,-120.7552490234375
23,-123.1349868774414,-120.75489807128906
24,-123.17444610595703,-120.21820831298828
25,-122.87664794921875,-120.63887786865234
26,-123.26322174072266,-120.80595397949219
27,-123.32988739013672,-120.92996215820312
28,-123.42103576660156,-120.82233428955078
29,-123.4712905883789,-121.04801940917969
30,-123.37866973876953,-120.67799377441406
31,-123.49837493896484,-121.10272979736328
32,-123.50675201416016,-120.85801696777344
33,-123.59371185302734,-121.22763061523438
34,-123.6368637084961,-121.11357879638672
35,-123.70269775390625,-121.25179290771484
36,-123.72716522216797,-121.07369995117188
37,-123.64032745361328,-121.38506317138672
38,-123.84871673583984,-121.34466552734375
39,-123.9088134765625,-121.4819107055664
40,-123.8301010131836,-121.20602416992188
41,-124.00093841552734,-121.3773422241211
42,-123.92549896240234,-120.71722412109375
43,-123.56138610839844,-121.4388656616211
44,-124.05032348632812,-121.43656158447266
45,-124.14202117919922,-121.5321273803711
46,-124.19000244140625,-121.62683868408203
47,-124.18099975585938,-121.61196899414062
48,-124.15206146240234,-121.51592254638672
49,-124.22394561767578,-121.68399047851562
50,-124.22795104980469,-121.56471252441406
