epoch,train_loss,val_loss
1,-176.79124450683594,-175.63621520996094
2,-179.0765838623047,-175.9228973388672
3,-179.24444580078125,-176.04183959960938
4,-179.41522216796875,-176.1207275390625
5,-179.522216796875,-176.19520568847656
6,-179.5348358154297,-176.26768493652344
7,-179.63233947753906,-176.22605895996094
8,-179.65003967285156,-176.3695526123047
9,-179.7166748046875,-176.0780029296875
10,-179.6568603515625,-176.30963134765625
11,-179.7598876953125,-176.42608642578125
12,-179.80894470214844,-176.22068786621094
13,-179.84027099609375,-176.47850036621094
14,-179.85548400878906,-176.494140625
15,-179.89346313476562,-176.51463317871094
16,-179.90087890625,-176.56317138671875
17,-179.94786071777344,-176.5724334716797
18,-179.9489288330078,-176.56512451171875
19,-179.97772216796875,-176.61904907226562
20,-179.9934844970703,-176.53521728515625
21,-179.9619903564453,-176.5953826904297
22,-179.98289489746094,-176.50904846191406
23,-180.05442810058594,-176.48004150390625
24,-180.03057861328125,-176.675048828125
25,-180.0740509033203,-176.4763641357422
26,-180.0653839111328,-176.6406707763672
27,-180.07162475585938,-176.53074645996094
28,-180.07130432128906,-176.69644165039062
29,-180.11404418945312,-176.54417419433594
30,-180.0980224609375,-176.7442169189453
31,-180.1699676513672,-176.78872680664062
32,-180.18321228027344,-176.5867462158203
33,-180.17071533203125,-176.69158935546875
34,-180.17503356933594,-176.7301483154297
35,-180.1985321044922,-176.7796630859375
36,-180.20095825195312,-176.7215118408203
37,-180.1815185546875,-176.60293579101562
38,-180.21826171875,-176.82525634765625
39,-180.21408081054688,-176.59593200683594
40,-180.1845703125,-176.8894805908203
41,-180.253173828125,-176.86627197265625
42,-180.26571655273438,-176.87759399414062
43,-180.27760314941406,-176.6807403564453
44,-180.18521118164062,-176.8776092529297
45,-180.26646423339844,-176.76722717285156
46,-180.2493896484375,-176.8615264892578
47,-180.3107147216797,-176.9155731201172
48,-180.30496215820312,-176.87367248535156
49,-180.2754364013672,-176.46395874023438
50,-180.26583862304688,-176.93136596679688
