target,prediction
19,20.771328
17,20.572393
60,43.171635
40,62.50999
93,50.63594
90,67.49589
77,75.18832
31,27.555632
116,91.65435
14,68.00866
20,58.40892
60,51.970074
4,47.500656
15,20.428442
7,43.237465
57,45.389633
43,29.770975
40,38.360935
21,27.163506
14,28.735535
63,81.64526
8,38.694126
26,18.538322
10,48.80106
87,63.348373
96,67.419586
70,83.94353
40,27.797832
36,38.78663
5,35.332554
60,27.248602
97,94.86826
115,90.51495
17,30.369797
133,83.88815
87,49.839935
57,24.304647
33,33.75731
22,73.1727
74,82.69284
69,38.78429
17,71.97923
81,87.17989
1,16.820995
9,17.269894
76,52.141632
20,11.600352
28,25.97581
18,21.18632
35,40.262623
92,68.45471
6,35.721916
33,32.944046
17,32.39208
31,43.00651
72,72.70637
109,75.64337
0,4.40832
45,45.16162
12,27.026112
0,17.80236
6,23.201435
39,42.912487
8,5.489057
11,20.54136
43,60.281986
37,42.689133
105,63.486263
17,17.879244
80,91.883644
46,25.405285
61,37.32099
0,15.096134
52,45.41675
8,30.95719
4,22.025581
20,8.703601
95,71.50768
0,4.2203126
10,12.351727
12,78.91904
39,57.45982
7,15.317497
67,63.864403
9,17.531898
39,31.908943
85,96.56143
20,38.7925
47,43.217575
108,164.79794
4,21.34819
85,27.862812
56,83.61395
125,45.532726
31,19.511044
38,26.300268
39,24.786058
9,15.304265
88,58.74026
27,14.28984
15,46.742935
35,22.881777
73,96.12175
14,27.216534
63,44.679573
68,75.39507
9,22.517904
3,16.27932
61,47.235733
99,127.56677
109,60.71401
10,38.75036
35,32.746178
61,41.01174
51,62.65747
15,51.345394
27,35.18276
1,26.769863
57,58.387814
0,32.027447
100,129.85356
59,60.91805
3,24.637793
105,62.485195
5,29.843754
26,37.094658
19,40.298668
74,48.048252
98,47.534462
53,81.72534
28,34.789993
65,61.984417
12,37.819782
30,42.343655
21,7.332268
11,12.878035
34,14.393135
71,51.160084
4,14.846631
8,22.007162
1,19.757725
75,29.68467
21,27.915487
2,54.16085
19,31.224003
71,44.861214
50,63.33484
40,49.721188
49,75.99435
10,12.664347
9,10.582311
0,39.34112
70,93.38215
41,27.530743
92,68.9148
83,31.439327
85,33.92628
43,37.16994
14,9.302762
11,31.79097
83,110.056564
1,24.553345
10,24.845888
16,31.896461
15,19.397402
136,98.81574
62,72.11336
5,19.104774
90,86.11066
25,22.365154
57,43.72623
19,20.19354
8,23.48708
7,16.249498
19,93.7155
42,24.016697
61,71.252754
43,61.096867
14,22.343441
19,24.398611
101,46.451885
82,56.572983
130,66.21079
77,101.056786
9,41.10906
1,12.559317
56,65.52775
91,110.056564
4,17.404135
15,26.206898
103,77.798645
7,41.006187
51,48.52086
35,26.954027
25,20.836634
123,73.691376
6,54.865788
11,14.30269
51,35.161217
68,37.04418
31,37.484825
155,81.697136
27,24.260695
35,37.91562
19,21.447008
80,94.52725
93,87.90572
87,36.15263
44,38.313343
23,26.172619
23,57.12579
8,17.522827
41,20.61
38,31.043873
3,23.57642
27,61.883003
47,51.69769
0,24.683472
19,56.28016
133,53.337936
4,17.553593
14,12.649451
121,88.528206
63,81.64526
58,77.41309
17,39.43672
