target,prediction
84,138.4781
80,112.2941
99,157.85576
2,27.336876
1,30.270853
30,58.986813
61,67.73987
85,134.03607
126,141.2515
32,66.03337
15,41.263107
46,51.2532
100,131.7449
45,78.75551
46,69.13434
35,66.36963
35,65.680214
111,132.3079
59,123.64078
62,97.79023
9,31.029745
17,34.100452
130,148.68991
85,112.30481
48,74.66829
32,58.685665
53,118.54344
16,20.023504
57,74.13973
27,43.90632
14,47.423855
44,73.45685
14,50.325653
0,15.146693
27,59.868824
84,115.12773
43,90.97431
108,127.50985
96,138.19247
104,132.3616
21,46.223484
124,139.33386
128,156.16786
65,92.20409
107,107.24414
25,27.112986
32,66.03337
98,144.39227
67,97.66483
47,93.07492
69,110.15721
89,106.796646
5,28.08394
114,131.55757
11,35.022865
71,118.642746
13,34.25566
0,34.958096
52,51.713295
42,101.15996
58,59.77572
44,60.670307
101,132.02916
42,71.42103
60,118.95555
117,154.36125
112,85.700165
1,9.520692
82,76.38325
8,15.743848
29,34.047054
82,146.86067
48,58.35327
50,83.787125
44,82.07029
54,114.60586
76,55.25475
74,70.234566
57,58.98622
24,19.629988
32,67.571014
3,28.701786
10,86.603806
13,44.700596
65,131.23979
110,145.32948
40,78.53744
114,109.80281
28,30.076946
8,28.573267
58,122.50276
31,63.490047
23,45.088623
19,3.2319014
85,131.72505
52,110.60007
47,62.41578
32,59.634907
9,84.3631
78,90.384315
33,69.84185
25,10.077826
104,113.870964
13,49.55152
98,125.48057
73,119.62802
27,61.136356
50,122.41109
41,36.078053
23,14.380232
40,72.927925
63,104.393814
41,40.416275
5,26.526022
88,70.962746
75,118.84534
57,93.20772
58,92.53288
77,109.48577
54,117.87719
20,52.673325
2,25.31065
51,94.01539
8,51.352005
17,53.368416
88,70.962746
67,92.43097
81,75.58572
3,11.648982
64,128.36478
51,66.72321
50,66.19693
8,34.653877
34,34.04135
32,46.87279
3,26.68062
138,146.86067
68,62.425484
11,32.615067
10,43.08745
51,65.50463
8,25.575626
96,120.81477
5,28.02766
77,114.05502
51,77.07827
57,91.421745
87,85.29648
17,49.594105
31,64.31452
44,54.163177
61,95.958626
11,43.261803
139,146.86067
100,114.57214
102,139.51497
0,3.5260448
41,56.43506
75,74.488594
44,54.017746
16,22.795357
92,136.45763
14,51.999683
10,43.08745
14,36.673332
73,120.836266
40,39.212868
16,20.023504
35,20.85176
0,4.0484986
94,156.36092
52,78.574295
18,43.18789
102,134.5019
7,15.89976
135,154.7317
67,95.838776
8,11.067049
49,64.534355
69,63.888554
5,10.298618
49,124.65793
64,107.27698
33,49.72183
48,121.371056
33,39.918335
54,122.561775
23,43.080566
92,136.45763
122,136.70544
70,107.19046
5,11.8801565
34,43.530052
130,199.60252
8,44.827206
60,104.289185
24,71.153275
78,106.324
32,64.55596
7,11.53447
34,34.611916
31,52.28275
111,111.28355
85,134.03607
71,70.90018
79,124.46525
13,35.538437
56,61.723274
114,224.6757
99,146.86067
11,44.773254
88,88.55425
6,24.640942
70,75.19424
15,40.486168
56,99.63727
68,68.2569
114,151.74667
106,98.249306
9,2.947834
11,39.850487
50,127.966805
26,51.054295
33,58.275913
123,196.1052
65,100.80152
79,114.07074
52,78.574295
22,42.280384
10,3.028724
65,101.08604
25,98.28365
55,127.555824
87,126.05094
15,38.07072
30,66.70804
14,46.668106
58,97.163765
116,138.80191
14,47.423855
47,40.352997
82,114.43919
34,92.73072
111,111.28355
0,3.073008
67,105.462875
19,36.992596
17,23.170126
110,146.08429
76,125.35169
2,31.329445
32,49.274353
60,88.02926
73,116.13121
113,130.06004
31,32.517662
44,60.88358
8,40.618595
16,3.9562495
94,123.58903
29,62.01132
76,112.91534
88,116.094284
77,107.04571
100,131.7449
4,36.744347
31,45.94271
80,159.45877
43,75.903336
15,33.865654
11,45.070633
49,66.86323
55,104.60923
6,27.661385
73,35.397808
98,156.52272
129,145.3529
113,141.35526
75,104.747246
31,81.229095
113,86.21143
73,110.3077
0,20.928362
41,87.486305
6,28.697632
2,10.188195
81,110.934616
11,43.595715
52,51.713295
105,150.49887
51,56.439285
4,25.42414
36,64.11014
56,94.844925
84,114.743164
72,95.02523
52,85.90097
26,3.2403464
122,136.70544
69,54.252197
87,87.50512
121,134.87737
93,133.90933
21,41.33896
56,86.5442
1,72.19321
79,96.94159
53,58.290783
84,88.566284
59,115.30145
98,156.52272
96,121.59686
70,73.82661
34,92.73072
56,90.25744
38,79.90728
34,92.73072
29,32.638393
31,52.28275
72,114.79751
46,88.88223
43,81.28904
22,55.063614
82,128.8541
104,199.75926
147,140.70845
29,47.33652
5,39.17009
131,160.58012
66,93.29185
62,63.0408
14,50.325653
30,55.740215
131,129.48178
50,95.545425
120,147.87883
51,84.75745
1,22.380926
38,43.980663
58,119.669044
8,40.78446
7,14.8749895
16,54.281242
109,151.00212
60,84.930435
52,90.05822
70,112.35569
10,19.874905
8,38.699146
56,58.082554
3,22.522114
129,197.47173
99,97.87719
22,42.42124
31,45.94271
73,100.791046
80,78.53991
118,141.48798
95,129.31918
79,74.01557
37,80.392235
90,129.68927
0,23.264427
45,55.035683
1,7.857407
117,117.93858
137,163.11224
50,65.62045
94,148.69289
13,44.354572
30,62.693302
109,114.463264
62,87.15017
64,64.739624
67,95.838776
46,55.901676
95,150.48193
103,61.43856
146,149.32854
2,30.761217
28,61.03639
30,64.85828
12,22.143679
55,87.480255
31,57.50669
53,68.97826
103,142.86856
37,65.26904
53,78.72349
12,22.143679
113,149.28362
53,48.074192
82,146.86067
30,63.33034
53,114.77222
69,106.322426
37,71.44882
135,210.60657
41,40.03708
70,112.162025
3,35.325184
19,25.629143
18,43.4599
96,120.81477
9,40.69898
53,91.45698
136,162.08562
51,110.52731
41,79.44412
34,60.022266
39,49.66097
110,130.20096
26,51.054295
94,105.124374
44,77.82154
140,151.74667
23,56.297256
43,59.871567
58,93.73248
78,136.27621
91,97.68048
0,13.325013
12,40.69102
64,104.19966
102,111.998055
87,140.42613
78,110.39563
110,142.15327
113,108.363525
19,52.19462
38,74.822975
92,148.67899
0,34.958096
90,141.74011
131,148.95305
