target,prediction
19,71.08369
17,56.36132
60,10.141282
40,127.600235
93,87.16027
90,99.73376
77,77.84726
31,76.82304
116,114.842896
14,147.0561
20,91.62184
60,8.630389
4,136.17805
15,15.36989
7,66.94359
57,81.94574
43,49.22737
40,62.54195
21,6.4137306
14,68.16089
63,106.931274
8,34.22748
26,24.704319
10,105.655205
87,129.37495
96,89.569695
70,84.5419
40,76.05416
36,78.38812
5,99.51823
60,20.45266
97,135.70389
115,117.737144
17,85.97227
133,118.90072
87,101.58165
57,8.758667
33,57.785942
22,102.93395
74,8.763832
69,149.7543
17,109.89536
81,27.384556
1,73.093956
9,37.308136
76,25.79738
20,4.1781235
28,34.83218
18,57.202164
35,88.269516
92,87.74203
6,68.948364
33,126.64377
17,114.616135
31,101.173805
72,94.38781
109,109.29131
0,0.4795467
45,87.49411
12,49.471287
0,18.991688
6,80.48605
39,82.48691
8,0.5053672
11,61.591736
43,113.719955
37,93.110085
105,77.106544
17,4.841166
80,106.686356
46,85.48259
61,40.62806
0,28.055813
52,37.204475
8,155.70439
4,63.640022
20,0.9479406
95,90.64781
0,0.21193433
10,40.22554
12,112.93467
39,76.009964
7,4.9774723
67,16.869638
9,12.183426
39,17.350159
85,90.86549
20,99.299515
47,79.3919
108,128.20212
4,51.00889
85,64.412735
56,108.92598
125,92.32477
31,56.010674
38,53.30759
39,14.982055
9,8.563681
88,15.896046
27,10.91819
15,59.599285
35,1.6707529
73,131.3057
14,23.211372
63,166.12904
68,15.759275
9,70.12865
3,50.876854
61,100.47041
99,128.69395
109,36.253513
10,65.907074
35,64.74854
61,77.480965
51,112.17748
15,136.73549
27,3.136449
1,57.33059
57,62.333363
0,10.8518
100,130.04974
59,53.702328
3,44.97572
105,83.09003
5,53.2876
26,45.304646
19,70.533066
74,62.619717
98,124.0418
53,155.45216
28,78.767044
65,81.15937
12,71.34843
30,67.61842
21,0.95726633
11,27.896566
34,106.892685
71,19.735834
4,39.93192
8,48.564663
1,59.401024
75,93.980156
21,113.34549
2,57.226883
19,33.393272
71,78.39582
50,73.493454
40,85.2713
49,119.49159
10,1.2933342
9,47.998466
0,52.94897
70,89.244965
41,32.262207
92,100.081764
83,86.671394
85,40.307354
43,4.9529347
14,43.88226
11,69.793816
83,132.4332
1,57.593655
10,37.412308
16,72.117546
15,54.700115
136,107.58414
62,89.143524
5,92.09059
90,22.232721
25,3.2635262
57,14.471219
19,3.4101055
8,74.399956
7,43.75886
19,107.43716
42,57.061836
61,88.28404
43,124.597374
14,70.89331
19,46.79058
101,71.00773
82,78.86442
130,108.951904
77,123.54666
9,77.90616
1,2.9949877
56,86.1387
91,132.4332
4,3.142709
15,63.277786
103,114.68447
7,95.37282
51,10.307036
35,13.766359
25,9.774722
123,82.91296
6,110.66617
11,94.63414
51,48.23252
68,150.21675
31,73.198975
155,109.20031
27,58.274746
35,170.5252
19,49.63783
80,111.09612
93,129.70863
87,53.951744
44,78.80762
23,65.481674
23,131.93431
8,50.630703
41,15.686017
38,14.687764
3,46.150925
27,75.65621
47,66.487175
0,25.683355
19,77.74985
133,129.44135
4,3.5833917
14,1.0245677
121,87.33401
63,106.931274
58,102.07926
17,61.09806
10,68.152534
41,84.243706
71,104.29983
156,115.03362
41,33.292374
126,89.74669
5,108.799995
11,2.3136497
45,89.74228
75,28.000261
52,79.100784
39,130.93861
4,92.19384
44,73.83819
21,25.540499
15,92.34357
92,20.28195
80,43.287666
11,1.444396
102,95.11676
83,22.550049
17,62.599834
14,91.813354
5,122.19053
73,62.514698
7,4.982633
12,24.335611
7,44.102833
48,84.412994
86,113.191505
10,75.336716
46,4.793514
49,67.93583
8,27.789186
21,34.647602
5,2.490069
7,34.758778
9,44.643265
108,128.20212
16,46.079086
93,104.415474
45,79.12244
46,127.63888
1,115.98428
15,34.93011
5,44.06273
0,46.8984
1,72.545815
29,146.15187
38,12.149031
19,25.19898
45,67.70141
58,14.674807
64,57.051037
64,72.919334
97,45.128967
26,18.434193
16,146.4096
6,92.08097
98,63.58018
51,10.888
62,105.942764
33,66.4815
7,64.17673
7,87.27102
3,90.81065
25,76.26297
24,0.99962
54,98.02557
1,42.05059
57,76.13079
100,169.16339
6,42.225956
74,82.74463
44,45.428925
51,7.8401146
23,47.895985
47,81.7853
69,103.82768
31,42.50769
66,51.881447
40,94.01337
19,55.018917
108,107.43716
18,67.55159
32,120.758965
20,65.68216
0,25.161015
73,51.855515
0,32.67897
94,88.0864
16,106.27544
44,52.937508
27,128.88107
18,106.94571
56,27.639286
24,72.820755
4,39.93192
62,60.218037
0,26.120148
3,39.093586
49,84.96681
102,59.21528
17,25.794884
63,72.32735
1,36.668575
1,42.953197
77,125.38039
69,94.73509
50,123.95382
40,65.57116
33,67.142715
10,56.25416
2,26.478027
5,107.96294
79,127.174065
24,56.553913
1,0.46791607
73,92.141014
8,1.2271379
22,46.45668
70,86.695656
14,103.37226
31,22.006458
53,81.6395
22,33.315483
0,28.055813
95,72.21273
1,44.050144
55,67.62862
0,56.99978
47,96.68551
8,64.1995
27,46.28063
43,60.66915
14,0.5596144
25,60.447525
2,85.76692
17,112.570305
4,52.731277
15,65.024994
41,92.30799
63,90.011375
8,47.933453
20,100.7184
5,59.90512
28,89.31759
27,26.41901
32,57.0829
162,130.2774
1,36.282448
14,40.56767
6,39.3008
12,36.42855
