target,prediction
84,86.76468
80,76.09312
99,99.42242
2,10.661121
1,2.9283836
30,24.003239
61,56.12218
85,78.00198
126,106.85895
32,39.30226
15,8.889252
46,45.14597
100,95.801674
45,41.6208
46,47.90318
35,37.39762
35,38.539185
111,107.74205
59,64.39716
62,66.7319
9,10.06111
17,18.61451
130,134.20888
85,83.46481
48,48.511475
32,41.46659
53,70.89723
16,16.529623
57,56.371048
27,27.827593
14,17.365803
44,47.605675
14,17.208714
0,8.308385
27,29.449083
84,77.079704
43,63.75353
108,89.41419
96,93.948524
104,108.22245
21,19.133934
124,117.0743
128,127.4535
65,67.26949
107,98.45219
25,21.932886
32,39.30226
98,129.94785
67,71.6064
47,43.68884
69,65.22104
89,87.32085
5,10.362091
114,92.41937
11,13.655982
71,89.31082
13,14.427344
0,6.2936063
52,39.714104
42,47.18918
58,52.91433
44,56.975895
101,105.62176
42,41.870667
60,54.53821
117,109.46139
112,111.94557
1,1.8611289
82,74.90318
8,12.701894
29,26.576393
82,131.3057
48,38.756264
50,46.528687
44,41.175858
54,49.877617
76,73.30453
74,67.30774
57,51.51827
24,23.24599
32,34.022316
3,8.036764
10,6.0466537
13,11.708357
65,86.52554
110,106.0749
40,42.36358
114,97.28969
28,17.183151
8,9.774228
58,56.061386
31,33.170242
23,20.887272
19,13.302559
85,102.18748
52,46.917313
47,41.117214
32,28.648392
9,5.7466307
78,74.47176
33,37.55298
25,21.285246
104,88.249275
13,8.561388
98,87.955956
73,74.62362
27,25.271877
50,55.977726
41,28.599003
23,7.9999676
40,40.808384
63,65.13395
41,30.995142
5,2.8193831
88,81.11747
75,73.26665
57,66.752495
58,50.24245
77,79.52735
54,74.23507
20,16.196968
2,10.418284
51,53.708908
8,13.9697695
17,18.860191
88,81.11747
67,67.29452
81,73.90878
3,5.0120225
64,67.724365
51,46.530018
50,44.749424
8,9.323401
34,21.239506
32,30.119034
3,10.403031
138,131.3057
68,66.77962
11,12.143288
10,13.713435
51,45.819504
8,7.875384
96,88.17865
5,6.804626
77,81.53026
51,52.99623
57,54.261097
87,95.86963
17,16.429714
31,29.4721
44,33.366882
61,52.534763
11,14.915062
139,131.3057
100,95.70949
102,96.4017
0,1.03334
41,33.523952
75,70.29353
44,36.285553
16,11.725494
92,92.39056
14,14.994891
10,13.713435
14,24.935444
73,74.52483
40,30.222818
16,16.529623
35,30.840637
0,1.5365311
94,86.876625
52,53.479126
18,18.018274
102,97.511826
7,6.4793057
135,129.4374
67,60.89586
8,6.504246
49,43.979885
69,67.61823
5,3.2487137
49,72.4197
64,68.70491
33,29.515198
48,68.33757
33,27.931978
54,61.808216
23,20.864428
92,92.39056
122,118.58268
70,60.222458
5,3.0770526
34,27.671734
130,121.72338
8,7.186138
60,61.44023
24,36.97757
78,64.0377
32,28.193233
7,4.920053
34,25.282984
31,30.340298
111,96.49166
85,78.00198
71,66.54255
79,77.352684
13,28.716139
56,50.5041
114,107.94034
99,131.3057
11,15.641878
88,73.45958
6,6.761647
70,67.832695
15,15.889138
56,57.843502
68,63.821175
114,128.88107
106,100.17435
9,8.933622
11,13.842835
50,76.50653
26,24.339046
33,29.572992
123,148.6259
65,61.186928
79,86.647095
52,53.479126
22,22.14239
10,9.484264
65,63.13466
25,25.398884
55,69.69228
87,83.25676
15,15.747155
30,29.368912
14,16.219267
58,58.404686
116,113.18957
14,17.365803
47,39.959995
82,77.348335
34,37.28909
111,96.49166
0,2.7236881
67,64.57874
19,20.26898
17,12.4461
110,104.701805
76,77.59677
