current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
104,Drone_61,0.4349999999999995,0.0,0.23769728648009428,23.80183653946863,Charger_8,11,1,0,0
107,Drone_49,0.38499999999999945,0.0,0.18973665961010278,19.005855427394682,Charger_8,10,2,1,0
120,Drone_59,0.3549999999999994,0.0,0.15652475842498528,15.684536832835528,Charger_7,5,1,0,0
125,Drone_50,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,4,1,1,0
127,Drone_54,0.3049999999999994,0.0,0.11401754250991379,11.434114952691775,Charger_8,9,8,1,1
129,Drone_55,0.2999999999999994,0.0,0.2109502310972899,21.13146111897288,Charger_8,8,7,1,2
137,Drone_53,0.25999999999999934,0.0,0.09219544457292887,9.252832275075804,Charger_7,3,3,1,1
145,Drone_62,0.24499999999999933,0.0,0.1414213562373095,14.177992477980444,Charger_7,2,2,1,2
150,Drone_60,0.2049999999999993,0.0,0.2012461179749811,20.16446164221711,Charger_8,8,6,1,2
160,Drone_56,0.14499999999999924,0.0,0.09486832980505139,9.52482771369734,Charger_7,4,1,1,1
161,Drone_63,0.16499999999999926,0.0,0.15,15.0394,Charger_8,6,3,1,2
171,Drone_51,0.08499999999999919,0.0,0.0806225774829855,8.102082651397868,Charger_8,6,1,2,1
258,Drone_59,0.38499999999999945,0.0,0.18973665961010278,19.005855427394682,Charger_8,5,1,0,0
269,Drone_49,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,4,1,0,0
276,Drone_61,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,3,1,1,0
280,Drone_62,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,4,1,0,1
291,Drone_50,0.28999999999999937,0.0,0.11401754250991379,11.434714952691776,Charger_7,2,1,0,2
298,Drone_54,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_8,3,1,1,1
308,Drone_63,0.37999999999999945,0.0,0.18027756377319945,18.059767479870874,Charger_8,3,1,1,1
317,Drone_53,0.27999999999999936,0.0,0.09219544457292887,9.252032275075804,Charger_7,3,1,0,1
324,Drone_55,0.2249999999999993,0.0,0.0806225774829855,8.096482651397869,Charger_8,3,1,1,1
394,Drone_61,0.4349999999999995,0.0,0.23769728648009428,23.80183653946863,Charger_8,6,1,0,0
404,Drone_59,0.38499999999999945,0.0,0.18973665961010278,19.005855427394682,Charger_8,5,1,1,0
430,Drone_49,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,3,1,0,0
434,Drone_62,0.3399999999999994,0.0,0.1414213562373095,14.174192477980444,Charger_7,2,1,1,0
444,Drone_53,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,5,1,0,1
454,Drone_55,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,4,1,1,0
467,Drone_50,0.2199999999999993,0.0,0.0806225774829855,8.096682651397868,Charger_8,3,2,1,1
475,Drone_63,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,3,1,0,0
489,Drone_54,0.16499999999999926,0.0,0.11401754250991379,11.439714952691777,Charger_8,5,1,0,2
