Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
12.0,58.8,0.6,0.06275346851654215,2.0,2.0,3.0,0.2,0.0
12.0,58.4,0.6,0.06232657417289221,2.0,3.0,3.0,0.2,0.0
12.0,60.4,0.6,0.06446104589114195,2.0,4.0,3.0,0.2,0.0
12.0,55.4,0.6,0.05912486659551761,2.0,5.0,3.0,0.2,0.0
12.0,55.2,0.6,0.058911419423692636,2.0,6.0,3.0,0.2,0.0
12.0,51.4,0.6,0.05485592315901814,2.0,7.0,3.0,0.2,0.0
12.0,52.4,0.6,0.05592315901814301,2.0,8.0,3.0,0.2,0.0
12.0,53.8,0.6,0.05741728922091782,2.0,9.0,3.0,0.2,0.0
12.0,52.6,0.6,0.056136606189967984,2.0,10.0,3.0,0.2,0.0
12.0,59.6,0.6,0.06360725720384205,2.0,11.0,3.0,0.2,0.0
