queue_energy_required_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,20
1.1597361662172452,0.1,1.0,1.0,22
1.087164899929717,0.1,1.0,1.0,21
1.1445727430856274,0.1,1.0,1.0,22
0.0,0.1,0.0,0.0,1
0.5050000000000004,0.1,0.0,1.0,19
1.0250000000000008,0.1,1.0,1.0,26
1.5050000000000014,0.1,2.0,1.0,32
0.0,0.1,0.0,0.0,1
0.5000000000000004,0.1,0.0,1.0,19
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
1.0650000000000008,0.1,1.0,1.0,31
1.6700000000000013,0.1,2.0,1.0,35
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.7950000000000007,0.1,1.0,1.0,42
1.6450000000000014,0.1,2.0,1.0,45
1.5100000000000013,0.1,2.0,0.0,32
0.0,0.1,0.0,0.0,1
0.40500000000000036,0.1,0.0,1.0,29
0.8450000000000008,0.1,1.0,1.0,42
1.4000000000000012,0.1,2.0,1.0,56
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5600000000000005,0.1,0.0,1.0,13
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,22
0.623082332016863,0.1,1.0,0.0,13
1.0885725071896362,0.1,1.0,1.0,24
1.4976550751024902,0.1,2.0,1.0,35
0.0,0.1,0.0,0.0,1
0.6100000000000005,0.1,0.0,1.0,8
0.9300000000000009,0.1,1.0,1.0,23
1.2250000000000014,0.1,2.0,1.0,34
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.8450000000000008,0.1,1.0,1.0,43
1.365000000000001,0.1,2.0,1.0,58
2.105000000000002,0.1,2.0,1.0,41
0.0,0.1,0.0,0.0,1
0.40000000000000036,0.1,0.0,1.0,29
0.8550000000000008,0.1,1.0,1.0,41
1.7900000000000016,0.1,2.0,1.0,40
2.0250000000000017,0.1,2.0,1.0,42
0.0,0.1,0.0,0.0,1
0.48500000000000043,0.1,0.0,1.0,21
0.8050000000000012,0.1,1.0,1.0,16
1.180000000000001,0.1,1.0,1.0,21
1.5350000000000015,0.1,2.0,1.0,31
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.6000000000000005,0.1,0.0,1.0,9
0.0,0.1,0.0,0.0,1
0.6100000000000005,0.1,0.0,1.0,8
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,20
1.0997361662172451,0.1,1.0,1.0,24
0.5754901751727733,0.1,0.0,1.0,12
0.9739525809291834,0.1,1.0,1.0,28
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
1.120000000000001,0.1,1.0,1.0,22
1.5350000000000015,0.1,2.0,1.0,34
1.6550000000000016,0.1,2.0,1.0,38
0.0,0.1,0.0,0.0,1
