queue_energy_required_sum,charger_charging_capacity,queue_length,charging_drones,target
0.4200000000000004,0.1,0.0,1.0,27
0.8550000000000008,0.1,1.0,1.0,40
1.6700000000000015,0.1,2.0,1.0,44
2.015000000000002,0.1,3.0,1.0,56
0.0,0.1,0.0,0.0,1
0.49000000000000044,0.1,0.0,1.0,20
0.8900000000000008,0.1,1.0,1.0,31
1.3600000000000012,0.1,2.0,1.0,43
1.9350000000000016,0.1,2.0,1.0,38
0.0,0.1,0.0,0.0,1
0.4200000000000004,0.1,0.0,1.0,27
0.8050000000000007,0.1,1.0,1.0,38
1.4900000000000013,0.1,2.0,1.0,45
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5300000000000005,0.1,0.0,1.0,16
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5500000000000005,0.1,0.0,1.0,14
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,22
1.019736166217245,0.1,1.0,1.0,31
1.4752263413900182,0.1,2.0,1.0,39
1.7076550751024904,0.1,2.0,1.0,37
0.0,0.1,0.0,0.0,1
0.4350000000000004,0.1,0.0,1.0,26
1.115000000000001,0.1,1.0,1.0,26
0.0,0.1,0.0,0.0,1
0.40000000000000036,0.1,0.0,1.0,29
1.245000000000001,0.1,1.0,1.0,28
0.0,0.1,0.0,0.0,1
0.48500000000000043,0.1,0.0,1.0,21
1.0650000000000008,0.1,1.0,1.0,22
1.5200000000000014,0.1,2.0,1.0,32
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.8350000000000007,0.1,1.0,1.0,44
1.325000000000001,0.1,2.0,1.0,59
1.7250000000000014,0.1,1.0,1.0,29
0.0,0.1,0.0,0.0,1
0.5050000000000004,0.1,0.0,1.0,19
1.130000000000001,0.1,1.0,1.0,23
1.185000000000001,0.1,1.0,1.0,22
0.5700000000000005,0.1,0.0,1.0,11
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.6000000000000005,0.1,0.0,1.0,9
0.0,0.1,0.0,0.0,1
0.5900000000000005,0.1,0.0,1.0,10
0.0,0.1,0.0,0.0,1
0.5800000000000005,0.1,0.0,1.0,11
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.4966538342003821,0.1,0.0,1.0,19
1.009736166217245,0.1,1.0,1.0,27
1.4652263413900184,0.1,2.0,1.0,35
1.1345727430856274,0.1,2.0,0.0,27
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
0.9000000000000008,0.1,1.0,1.0,37
1.5450000000000013,0.1,2.0,1.0,41
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5250000000000005,0.1,0.0,1.0,17
1.030000000000001,0.1,1.0,1.0,23
1.040000000000001,0.1,2.0,0.0,29
0.0,0.1,0.0,0.0,1
0.5000000000000004,0.1,0.0,1.0,19
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.8500000000000008,0.1,1.0,1.0,42
1.8200000000000016,0.1,2.0,1.0,43
0.0,0.1,0.0,0.0,1
0.5500000000000005,0.1,0.0,1.0,14
0.9550000000000008,0.1,1.0,1.0,27
0.0,0.1,0.0,0.0,1
0.6000000000000005,0.1,0.0,1.0,9
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5600000000000005,0.1,0.0,1.0,13
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
