timestep,protectingDrones,chargingDrones,deadDrones,allBirds,eatingBirds,allChargers,idleChargers,energyConsumed,damageRate
0,3,0,0,10,0,1,0,0.2,0.0
1,3,0,0,10,0,1,0,0.2,0.0
2,3,0,0,10,0,1,0,0.2,0.0
3,3,0,0,10,0,1,0,0.2,0.0
4,3,0,0,10,0,1,0,0.2,0.0
5,3,0,0,10,0,1,0,0.2,0.0
6,3,0,0,10,0,1,0,0.2,0.0
7,3,0,0,10,0,1,0,0.2,0.0
8,3,0,0,10,0,1,0,0.2,0.0
9,3,0,0,10,0,1,0,0.2,0.0
10,3,0,0,10,0,1,0,0.2,0.0
11,3,0,0,10,0,1,0,0.2,0.0
12,3,0,0,10,0,1,0,0.2,0.1
13,3,0,0,10,0,1,0,0.2,0.1
14,3,0,0,10,0,1,0,0.2,0.1
15,3,0,0,10,0,1,0,0.2,0.1
16,3,0,0,10,1,1,0,0.2,0.2
17,3,0,0,10,1,1,0,0.2,0.3
18,3,0,0,10,1,1,0,0.2,0.4
19,3,0,0,10,1,1,0,0.2,0.5
20,3,0,0,10,1,1,0,0.2,0.6
21,3,0,0,10,1,1,0,0.2,0.7
22,3,0,0,10,1,1,0,0.2,0.8
23,3,0,0,10,1,1,0,0.2,0.9
24,3,0,0,10,1,1,0,0.2,1.0
25,3,0,0,10,0,1,0,0.2,1.1
26,3,0,0,10,0,1,0,0.2,1.2
27,3,0,0,10,0,1,0,0.2,1.2
28,3,0,0,10,0,1,0,0.2,1.2
29,3,0,0,10,0,1,0,0.2,1.2
30,3,0,0,10,0,1,0,0.2,1.2
31,3,0,0,10,0,1,0,0.2,1.2
32,3,0,0,10,0,1,0,0.2,1.2
33,3,0,0,10,0,1,0,0.2,1.2
34,3,0,0,10,0,1,0,0.2,1.2
35,3,0,0,10,0,1,0,0.2,1.2
36,3,0,0,10,1,1,0,0.2,1.3
37,3,0,0,10,1,1,0,0.2,1.4
38,3,0,0,10,1,1,0,0.2,1.5
39,3,0,0,10,1,1,0,0.2,1.6
40,3,0,0,10,1,1,0,0.2,1.7
41,3,0,0,10,1,1,0,0.2,1.9
42,3,0,0,10,1,1,0,0.2,2.0
43,3,0,0,10,1,1,0,0.2,2.1
44,3,0,0,10,1,1,0,0.2,2.2
45,3,0,0,10,2,1,0,0.2,2.4
46,3,0,0,10,3,1,0,0.2,2.7
47,3,0,0,10,2,1,0,0.2,3.0
48,3,0,0,10,2,1,0,0.2,3.2
49,3,0,0,10,2,1,0,0.2,3.4
50,3,0,0,10,2,1,0,0.2,3.6
51,3,0,0,10,3,1,0,0.2,3.9
52,3,0,0,10,3,1,0,0.2,4.2
53,3,0,0,10,3,1,0,0.2,4.5
54,3,0,0,10,3,1,0,0.2,4.9
55,3,0,0,10,4,1,0,0.2,5.3
56,3,0,0,10,4,1,0,0.2,5.7
57,2,0,0,10,4,1,0,0.2,6.1
58,2,0,0,10,3,1,0,0.2,6.5
59,1,0,0,10,3,1,0,0.2,6.8
60,1,0,0,10,2,1,0,0.2,7.1
61,0,0,0,10,2,1,0,0.2,7.3
62,0,0,0,10,2,1,0,0.2,7.5
63,0,0,0,10,2,1,0,0.2,7.7
64,0,0,0,10,2,1,0,0.2,7.9
65,0,0,0,10,1,1,0,0.2,8.1
66,0,0,0,10,0,1,0,0.2,8.1
67,0,0,0,10,0,1,0,0.2,8.1
68,0,0,0,10,0,1,0,0.2,8.1
69,0,0,0,10,0,1,0,0.2,8.1
70,0,0,0,10,1,1,0,0.2,8.2
71,0,0,0,10,0,1,0,0.2,8.3
72,0,0,0,10,1,1,0,0.2,8.4
73,0,0,0,10,1,1,0,0.2,8.6
74,0,0,0,10,0,1,0,0.2,8.7
75,0,0,0,10,3,1,0,0.2,9.0
76,0,1,0,10,3,1,0,0.2,9.3
77,0,1,0,10,3,1,0,0.2,9.7
78,0,1,0,10,3,1,0,0.2,10.0
79,0,1,0,10,3,1,0,0.2,10.3
80,0,1,0,10,3,1,1,0.0,10.6
81,0,0,0,10,3,1,0,0.2,10.9
82,1,0,0,10,2,1,0,0.2,11.2
83,1,0,0,10,2,1,0,0.2,11.4
84,1,0,0,10,3,1,0,0.2,11.7
85,1,0,0,10,4,1,0,0.2,12.1
86,1,0,0,10,3,1,0,0.2,12.5
87,1,0,0,10,2,1,0,0.2,12.8
88,1,0,0,10,2,1,0,0.2,13.0
89,1,1,0,10,2,1,0,0.2,13.2
90,1,1,0,10,1,1,0,0.2,13.5
91,1,1,0,10,1,1,0,0.2,13.6
92,1,1,0,10,1,1,0,0.2,13.7
93,1,1,0,10,1,1,1,0.0,13.8
94,1,0,0,10,1,1,0,0.2,13.9
95,2,0,0,10,1,1,0,0.2,14.0
96,2,0,0,10,1,1,0,0.2,14.1
97,2,0,0,10,1,1,0,0.2,14.2
98,2,1,0,10,2,1,0,0.2,14.4
99,2,1,0,10,2,1,0,0.2,14.6
100,2,1,0,10,1,1,0,0.2,14.8
101,2,1,0,10,1,1,0,0.2,14.9
102,2,1,0,10,1,1,1,0.0,15.0
103,2,0,0,10,2,1,0,0.2,15.2
104,3,0,0,10,2,1,0,0.2,15.5
105,3,0,0,10,1,1,0,0.2,15.7
106,3,0,0,10,0,1,0,0.2,15.8
107,3,0,0,10,0,1,0,0.2,15.8
108,3,0,0,10,1,1,0,0.2,15.9
109,3,0,0,10,1,1,0,0.2,16.0
110,3,0,0,10,1,1,0,0.2,16.1
111,3,0,0,10,0,1,0,0.2,16.2
112,3,0,0,10,0,1,0,0.2,16.2
113,3,0,0,10,1,1,0,0.2,16.3
114,3,0,0,10,1,1,0,0.2,16.4
115,3,0,0,10,1,1,0,0.2,16.5
116,3,0,0,10,1,1,0,0.2,16.6
117,3,0,0,10,2,1,0,0.2,16.8
118,3,0,0,10,1,1,0,0.2,17.0
119,3,0,0,10,1,1,0,0.2,17.1
120,3,0,0,10,0,1,0,0.2,17.2
121,3,0,0,10,0,1,0,0.2,17.2
122,3,0,0,10,0,1,0,0.2,17.2
123,3,0,0,10,0,1,0,0.2,17.2
124,3,0,0,10,0,1,0,0.2,17.2
125,3,0,0,10,0,1,0,0.2,17.2
126,3,0,0,10,0,1,0,0.2,17.2
127,3,0,0,10,0,1,0,0.2,17.2
128,3,0,0,10,2,1,0,0.2,17.4
129,3,0,0,10,2,1,0,0.2,17.6
130,3,0,0,10,3,1,0,0.2,17.9
131,3,0,0,10,2,1,0,0.2,18.2
132,3,0,0,10,2,1,0,0.2,18.5
133,3,0,0,10,2,1,0,0.2,18.7
134,3,0,0,10,1,1,0,0.2,18.9
135,3,0,0,10,1,1,0,0.2,19.0
136,3,0,0,10,0,1,0,0.2,19.1
137,3,0,0,10,0,1,0,0.2,19.1
138,3,0,0,10,0,1,0,0.2,19.1
139,3,0,0,10,0,1,0,0.2,19.2
140,3,0,0,10,0,1,0,0.2,19.2
141,3,0,0,10,1,1,0,0.2,19.3
142,3,0,0,10,0,1,0,0.2,19.4
143,3,0,0,10,0,1,0,0.2,19.4
144,3,0,0,10,0,1,0,0.2,19.4
145,3,0,0,10,0,1,0,0.2,19.4
146,3,0,0,10,0,1,0,0.2,19.4
147,3,0,0,10,0,1,0,0.2,19.4
148,3,0,0,10,0,1,0,0.2,19.4
149,3,0,0,10,0,1,0,0.2,19.4
150,3,0,0,10,0,1,0,0.2,19.4
151,3,0,0,10,0,1,0,0.2,19.5
152,3,0,0,10,0,1,0,0.2,19.5
153,3,0,0,10,0,1,0,0.2,19.6
154,3,0,0,10,0,1,0,0.2,19.6
155,2,0,0,10,1,1,0,0.2,19.7
156,2,0,0,10,1,1,0,0.2,19.8
157,2,0,0,10,1,1,0,0.2,19.9
158,2,0,0,10,1,1,0,0.2,20.0
159,2,0,0,10,1,1,0,0.2,20.2
160,2,0,0,10,3,1,0,0.2,20.5
161,2,0,0,10,2,1,0,0.2,20.8
162,2,0,0,10,3,1,0,0.2,21.1
163,2,0,0,10,3,1,0,0.2,21.4
164,2,0,0,10,3,1,0,0.2,21.7
165,2,0,0,10,1,1,0,0.2,22.0
166,2,0,0,10,1,1,0,0.2,22.1
167,2,0,0,10,1,1,0,0.2,22.2
168,2,0,0,10,1,1,0,0.2,22.3
169,2,0,0,10,1,1,0,0.2,22.4
170,2,0,0,10,1,1,0,0.2,22.6
171,1,0,0,10,2,1,0,0.2,22.8
172,1,0,0,10,2,1,0,0.2,23.0
173,1,0,0,10,2,1,0,0.2,23.2
174,0,0,0,10,3,1,0,0.2,23.5
175,0,0,0,10,3,1,0,0.2,23.8
176,0,0,0,10,3,1,0,0.2,24.1
177,0,0,0,10,3,1,0,0.2,24.4
178,0,0,0,10,2,1,0,0.2,24.7
179,0,1,0,10,1,1,0,0.2,24.9
180,0,1,0,10,1,1,0,0.2,25.0
181,0,1,0,10,1,1,0,0.2,25.1
182,0,1,0,10,2,1,0,0.2,25.3
