id,battery,location.x,location.y,state,distanceToNearestCharger,requestTime,acceptedTime
Drone_56,0.749,772,163,2,72,5033,5033
Drone_52,0.8194999999999999,847,508,2,144,5044,5044
Drone_82,0.6984999999999998,499,830,2,146,5046,5046
Drone_88,0.7469999999999998,793,634,2,253,5062,5062
Drone_99,0.8899999999999999,536,777,2,210,5075,5075
Drone_21,0.799,809,82,2,156,5083,5083
Drone_66,0.9059999999999999,327,120,2,224,5087,5087
Drone_42,0.46049999999999996,756,487,2,108,5094,5094
Drone_46,0.5459999999999999,798,574,2,193,5115,5115
Drone_55,0.7809999999999999,810,506,2,128,5115,5115
Drone_24,0.8839999999999999,283,243,2,232,5136,5136
Drone_71,0.48250000000000004,261,547,2,174,5165,5165
Drone_85,0.6390000000000001,796,113,2,123,5165,5165
Drone_69,0.633,190,562,2,103,5168,5168
Drone_100,0.802,274,565,2,187,5192,5192
Drone_84,0.6795,231,557,2,144,5204,5204
Drone_33,0.5760000000000003,206,561,2,119,5235,5235
Drone_8,0.5595000000000001,702,88,2,165,5239,5239
Drone_45,0.8654999999999999,306,354,2,236,5244,5244
Drone_28,0.876,270,182,2,252,5262,5262
Drone_43,0.3505,832,138,2,111,5280,5280
Drone_80,0.8564999999999999,251,586,2,165,5282,5282
Drone_64,0.45499999999999985,728,496,2,125,5322,5322
Drone_81,0.7595000000000001,810,154,2,87,5323,5323
Drone_75,0.8704999999999999,714,548,2,179,5335,5335
Drone_55,0.852,738,576,2,199,5342,5342
Drone_4,0.4159999999999999,225,557,2,138,5349,5349
Drone_56,0.8019999999999999,802,112,2,125,5350,5350
Drone_76,0.5965,776,90,2,145,5353,5353
Drone_44,0.7719999999999999,816,604,2,226,5364,5364
Drone_13,0.6999999999999998,884,453,2,127,5370,5370
Drone_82,0.8044999999999999,651,734,2,252,5379,5379
Drone_32,0.753,802,128,2,109,5388,5388
Drone_12,0.6685000000000001,262,572,2,175,5398,5398
Drone_27,0.386,253,557,2,166,5403,5403
Drone_16,0.8029999999999999,274,760,2,248,5429,5429
Drone_62,0.4764999999999999,844,503,2,138,5432,5432
Drone_14,0.7239999999999998,737,616,2,238,5439,5439
Drone_99,0.9009999999999999,228,858,2,221,5443,5443
Drone_34,0.6365,800,122,2,115,5450,5450
Drone_66,0.875,335,173,2,193,5454,5454
Drone_22,0.4930000000000004,714,164,2,95,5455,5455
Drone_21,0.7380000000000002,732,150,2,96,5465,5465
Drone_52,0.8249999999999998,704,511,2,150,5499,5499
Drone_73,0.46900000000000014,760,102,2,134,5506,5506
Drone_65,0.6319999999999998,528,764,2,208,5511,5511
Drone_100,0.7785,251,569,2,164,5515,5515
Drone_88,0.7374999999999998,752,623,2,243,5523,5523
Drone_6,0.6224999999999999,819,528,2,152,5534,5534
Drone_30,0.7764999999999999,192,760,2,222,5536,5536
Drone_45,0.8759999999999999,267,243,2,248,5542,5542
Drone_80,0.8464999999999999,240,587,2,154,5577,5577
Drone_79,0.6889999999999998,290,154,2,241,5579,5579
Drone_81,0.8055000000000001,738,108,2,133,5586,5586
Drone_83,0.3565000000000001,239,567,2,152,5614,5614
Drone_69,0.6920000000000002,247,585,2,161,5622,5622
Drone_24,0.816,350,259,2,165,5629,5629
Drone_13,0.7924999999999999,815,598,2,219,5637,5637
Drone_75,0.8859999999999999,744,574,2,196,5640,5640
Drone_26,0.33050000000000007,786,106,2,129,5641,5641
Drone_55,0.8339999999999999,852,547,2,181,5654,5654
Drone_56,0.7775000000000001,778,134,2,101,5666,5666
Drone_57,0.5499999999999998,160,304,2,270,5667,5667
Drone_84,0.6714999999999999,224,567,2,137,5667,5667
Drone_42,0.5934999999999997,852,610,2,240,5674,5674
Drone_32,0.8005000000000001,762,78,2,157,5682,5682
Drone_46,0.5574999999999998,866,567,2,205,5684,5684
Drone_85,0.6170000000000001,788,134,2,101,5729,5729
Drone_5,0.6289999999999997,458,622,2,55,5730,5730
Drone_74,0.5109999999999997,526,794,2,191,5788,5788
Drone_99,0.8689999999999999,360,728,2,190,5808,5808
Drone_28,0.8749999999999999,265,243,2,250,5811,5811
Drone_64,0.5854999999999999,884,614,2,255,5821,5821
Drone_71,0.46250000000000013,240,571,2,153,5823,5823
Drone_44,0.7304999999999999,854,549,2,183,5827,5827
Drone_100,0.7954999999999999,279,563,2,182,5833,5833
Drone_14,0.7439999999999998,820,637,2,259,5880,5880
Drone_52,0.8194999999999999,806,523,2,144,5881,5881
Drone_21,0.7635000000000001,812,118,2,121,5891,5891
Drone_8,0.5025000000000002,796,128,2,108,5897,5897
Drone_80,0.84,231,598,2,147,5906,5906
Drone_45,0.8819999999999999,177,328,2,252,5910,5910
Drone_12,0.6154999999999999,209,567,2,122,5917,5917
Drone_81,0.8039999999999999,810,106,2,132,5917,5917
Drone_82,0.6659999999999998,446,844,2,114,5923,5923
Drone_75,0.838,844,512,2,146,5928,5928
Drone_88,0.7224999999999999,744,607,2,228,5946,5946
Drone_30,0.8189999999999998,644,804,2,266,5963,5963
Drone_34,0.6090000000000002,832,168,2,86,5970,5970
Drone_76,0.5725000000000002,812,118,1,121,5978,5978
Drone_66,0.9009999999999999,186,366,2,221,5981,5981
Drone_32,0.7905,784,88,2,147,5994,5994
Drone_43,0.3809999999999999,742,98,2,141,5997,5997
Drone_16,0.7204999999999998,310,838,2,166,6000,6000
Drone_6,0.7249999999999999,794,637,2,256,6014,6014
Drone_13,0.7569999999999999,804,563,2,183,6018,6018
Drone_62,0.4819999999999999,686,491,2,144,6022,6022
Drone_69,0.6835,241,560,2,154,6033,6033
Drone_56,0.804,714,124,2,128,6045,6045
Drone_33,0.6149999999999999,245,547,2,158,6091,6091
Drone_22,0.5280000000000004,748,108,2,130,6109,6109
Drone_65,0.6339999999999998,558,754,2,210,6116,6116
Drone_24,0.825,356,172,2,174,6118,6118
Drone_84,0.7195,277,571,2,184,6122,6122
Drone_55,0.7689999999999998,858,466,2,116,6132,6132
Drone_99,0.8619999999999999,208,702,2,183,6137,6137
Drone_4,0.38550000000000023,195,557,2,108,6153,6153
Drone_52,0.815,836,509,2,140,6157,6157
Drone_27,0.37249999999999994,240,557,2,153,6165,6165
Drone_42,0.6285,894,633,2,277,6175,6175
Drone_28,0.8724999999999999,266,222,2,249,6192,6192
Drone_80,0.8045,199,547,2,113,6204,6204
Drone_73,0.47150000000000025,802,98,2,139,6208,6208
Drone_21,0.776,756,103,2,133,6209,6209
Drone_79,0.6564999999999999,314,184,2,209,6224,6224
Drone_75,0.8109999999999999,806,497,2,119,6240,6240
Drone_45,0.8769999999999999,269,279,2,248,6247,6247
Drone_82,0.7844999999999999,617,825,2,232,6263,6263
Drone_81,0.7540000000000001,736,164,2,82,6271,6271
Drone_32,0.805,741,78,2,161,6281,6281
Drone_44,0.7749999999999999,783,608,2,227,6285,6285
Drone_85,0.6015000000000001,831,167,2,86,6300,6300
Drone_14,0.6944999999999999,803,589,2,209,6330,6330
Drone_55,0.8789999999999999,764,608,2,227,6342,6342
Drone_83,0.39049999999999985,272,554,2,185,6349,6349
Drone_5,0.7834999999999999,558,754,2,210,6355,6355
Drone_30,0.7709999999999999,262,814,2,217,6356,6356
Drone_34,0.6680000000000001,758,91,2,145,6368,6368
Drone_57,0.5659999999999998,230,215,2,286,6375,6375
Drone_100,0.7555000000000001,229,547,2,143,6377,6377
Drone_12,0.6545000000000001,245,590,2,160,6382,6382
Drone_26,0.3345000000000001,712,118,2,134,6400,6400
Drone_52,0.8775,734,579,2,203,6425,6425
Drone_16,0.7719999999999999,240,844,2,217,6435,6435
Drone_46,0.5384999999999999,738,562,2,185,6446,6446
Drone_88,0.725,888,585,2,231,6446,6446
Drone_13,0.7869999999999998,674,567,2,213,6450,6450
Drone_56,0.7795000000000001,712,154,2,104,6458,6458
Drone_71,0.4605000000000003,235,600,2,152,6465,6465
Drone_64,0.49849999999999983,816,545,2,168,6478,6478
Drone_8,0.49149999999999994,787,138,2,97,6497,6497
Drone_69,0.6824999999999999,240,577,2,153,6507,6507
Drone_74,0.4874999999999998,466,794,2,167,6509,6509
Drone_80,0.8,195,553,2,108,6538,6538
Drone_66,0.9079999999999999,325,383,2,228,6550,6550
Drone_62,0.5944999999999997,860,623,2,255,6560,6560
Drone_28,0.8799999999999999,173,324,2,254,6579,6579
Drone_99,0.8399999999999999,247,564,2,160,6586,6586
Drone_76,0.5490000000000002,762,138,2,98,6589,6589
Drone_24,0.865,334,358,2,214,6601,6601
Drone_75,0.8459999999999999,779,535,2,154,6617,6617
Drone_6,0.5439999999999998,798,453,2,74,6623,6623
Drone_21,0.7715000000000002,753,108,2,129,6627,6627
Drone_81,0.788,741,124,2,117,6628,6628
Drone_45,0.8564999999999999,292,198,2,227,6631,6631
Drone_55,0.8319999999999999,840,549,2,178,6646,6646
Drone_33,0.5990000000000001,229,577,2,142,6661,6661
Drone_84,0.6975,249,553,2,162,6709,6709
Drone_32,0.7610000000000001,774,118,2,117,6715,6715
Drone_52,0.8409999999999999,832,540,2,167,6717,6717
Drone_85,0.6425000000000001,772,108,2,127,6724,6724
Drone_22,0.5245000000000003,713,127,2,126,6729,6729
Drone_80,0.846,239,587,2,153,6758,6758
Drone_42,0.5484999999999998,808,575,2,196,6777,6777
Drone_14,0.7429999999999998,791,638,2,257,6779,6779
Drone_5,0.7404999999999998,361,804,2,166,6791,6791
Drone_100,0.7105000000000001,183,581,2,97,6807,6807
Drone_30,0.8234999999999999,660,824,2,269,6813,6813
Drone_44,0.6709999999999998,810,501,2,123,6814,6814
Drone_79,0.7024999999999999,211,342,2,254,6829,6829
Drone_34,0.6575,750,102,2,135,6830,6830
Drone_43,0.33249999999999985,786,140,2,95,6832,6832
Drone_65,0.5194999999999999,484,880,2,96,6835,6835
Drone_82,0.7469999999999998,340,721,2,195,6839,6839
Drone_73,0.49150000000000016,788,78,2,157,6853,6853
Drone_56,0.7864999999999999,788,124,2,111,6862,6862
Drone_12,0.6465,235,607,2,154,6875,6875
Drone_24,0.8859999999999999,149,336,2,236,6903,6903
Drone_4,0.4294999999999999,239,573,2,152,6907,6907
Drone_16,0.7424999999999998,438,754,2,188,6913,6913
Drone_52,0.8679999999999999,684,550,2,193,6938,6938
Drone_81,0.8235,746,86,2,152,6943,6943
Drone_27,0.356,223,577,2,136,6947,6947
Drone_69,0.7080000000000001,264,555,2,177,6956,6956
Drone_6,0.7120000000000001,828,619,2,242,6971,6971
Drone_75,0.8825,731,566,2,191,6996,6996
Drone_88,0.6809999999999997,780,567,2,186,7023,7023
Drone_21,0.7859999999999999,744,95,2,144,7023,7023
Drone_55,0.8394999999999999,710,553,2,185,7038,7038
Drone_80,0.8459999999999999,241,564,2,154,7050,7050
Drone_28,0.8335,326,332,2,208,7089,7089
Drone_76,0.5890000000000002,760,98,2,138,7094,7094
Drone_45,0.8789999999999999,273,306,2,250,7096,7096
Drone_71,0.47450000000000014,296,586,2,166,7097,7097
Drone_100,0.7575,231,557,2,144,7110,7110
Drone_64,0.5079999999999998,858,540,2,177,7115,7115
Drone_32,0.7530000000000002,802,128,1,109,7120,7120
Drone_66,0.8859999999999999,356,372,2,204,7122,7122
Drone_13,0.7294999999999998,788,536,2,155,7124,7124
Drone_8,0.4735000000000003,760,158,2,79,7125,7125
Drone_46,0.5914999999999998,692,627,2,238,7166,7166
Drone_44,0.7759999999999998,832,605,2,230,7168,7168
Drone_83,0.31250000000000006,194,564,2,107,7179,7179
Drone_62,0.5619999999999998,774,603,2,222,7179,7179
Drone_33,0.6090000000000001,240,554,2,153,7192,7192
Drone_52,0.8469999999999999,860,534,2,173,7193,7193
Drone_57,0.5235,284,320,2,243,7207,7207
Drone_26,0.348,717,103,2,145,7233,7233
Drone_14,0.7139999999999999,865,594,2,229,7245,7245
Drone_84,0.6795000000000003,232,562,2,145,7254,7254
Drone_56,0.7710000000000001,758,141,2,96,7280,7280
Drone_81,0.8225,819,90,2,150,7289,7289
Drone_74,0.4504999999999997,448,828,2,130,7297,7297
Drone_85,0.62,729,144,2,103,7297,7297
Drone_12,0.6555,245,597,2,161,7305,7305
Drone_30,0.6399999999999998,472,884,2,86,7310,7310
Drone_99,0.8719999999999999,575,834,2,193,7326,7326
Drone_65,0.5709999999999998,522,844,2,148,7341,7341
Drone_69,0.7140000000000001,271,571,2,184,7345,7345
Drone_75,0.8459999999999999,779,535,2,154,7345,7345
Drone_66,0.8989999999999999,322,344,2,217,7359,7359
Drone_34,0.6420000000000002,802,118,2,119,7362,7362
Drone_24,0.8839999999999999,203,363,2,232,7363,7363
Drone_5,0.6919999999999998,390,844,2,118,7365,7365
Drone_80,0.8115000000000001,204,537,2,120,7377,7377
Drone_21,0.7740000000000001,716,119,2,131,7411,7411
Drone_45,0.8849999999999999,202,334,2,257,7419,7419
Drone_16,0.7635,349,744,2,209,7422,7422
Drone_79,0.6519999999999998,329,158,2,204,7435,7435
Drone_42,0.48549999999999993,850,493,2,132,7442,7442
Drone_100,0.7944999999999999,282,597,2,181,7461,7461
Drone_32,0.728,797,153,2,84,7465,7465
Drone_22,0.5135,822,128,2,115,7472,7472
Drone_55,0.7939999999999999,772,521,2,140,7486,7486
Drone_6,0.6644999999999998,691,554,2,194,7503,7503
Drone_52,0.8624999999999999,810,566,2,187,7503,7503
Drone_88,0.7499999999999998,837,631,2,256,7521,7521
Drone_73,0.4605,814,113,2,127,7524,7524
Drone_82,0.7179999999999999,392,794,2,166,7544,7544
Drone_99,0.9009999999999999,323,759,2,223,7556,7556
Drone_56,0.8360000000000001,725,85,2,159,7562,7562
Drone_44,0.7789999999999998,848,602,2,231,7564,7564
Drone_30,0.8009999999999999,232,764,2,247,7589,7589
Drone_4,0.4515,292,604,2,173,7601,7601
Drone_28,0.8819999999999999,279,142,2,256,7604,7604
Drone_81,0.7955000000000001,740,118,2,123,7620,7620
Drone_66,0.8905,304,261,2,211,7644,7644
Drone_43,0.3230000000000001,771,150,2,85,7657,7657
Drone_76,0.5785000000000003,732,116,2,127,7673,7673
Drone_27,0.3815,249,565,2,162,7684,7684
Drone_13,0.7869999999999998,674,567,2,213,7684,7684
Drone_75,0.8459999999999999,796,535,2,154,7699,7699
Drone_8,0.5030000000000001,786,126,2,109,7707,7707
Drone_24,0.8714999999999999,336,373,2,221,7714,7714
Drone_33,0.607,239,557,2,152,7758,7758
Drone_5,0.7859999999999999,338,764,2,212,7762,7762
Drone_69,0.7175,273,597,2,188,7768,7768
Drone_71,0.44850000000000023,227,577,2,140,7771,7771
Drone_84,0.6315000000000002,183,566,2,96,7774,7774
Drone_21,0.7400000000000001,784,138,2,97,7794,7794
Drone_32,0.7505000000000001,768,128,2,107,7802,7802
Drone_85,0.6320000000000005,810,122,2,117,7819,7819
Drone_99,0.8719999999999999,317,695,2,192,7819,7819
Drone_100,0.7625000000000001,236,568,2,149,7823,7823
Drone_45,0.8714999999999999,280,306,2,243,7833,7833
Drone_80,0.8009999999999999,194,548,2,108,7841,7841
Drone_64,0.5549999999999999,696,590,2,224,7853,7853
Drone_12,0.6055000000000001,198,569,2,111,7855,7855
Drone_14,0.5889999999999999,825,474,2,103,7858,7858
Drone_52,0.8249999999999998,704,511,2,150,7860,7860
Drone_55,0.7749999999999999,808,500,2,122,7871,7871
Drone_46,0.4794999999999998,798,506,2,126,7876,7876
Drone_34,0.656,754,104,2,133,7890,7890
Drone_42,0.6179999999999998,819,643,2,265,7913,7913
Drone_56,0.762,804,153,2,86,7920,7920
Drone_62,0.5754999999999998,684,645,2,236,7922,7922
Drone_74,0.5184999999999998,350,774,2,198,7931,7931
Drone_81,0.803,832,114,2,132,7958,7958
Drone_6,0.7289999999999999,881,620,2,259,7978,7978
Drone_83,0.3614999999999999,242,587,2,156,7995,7995
Drone_44,0.7779999999999998,683,631,2,231,8001,8001
Drone_75,0.8454999999999999,762,535,2,154,8009,8009
Drone_24,0.8919999999999999,195,348,2,241,8014,8014
Drone_65,0.5124999999999997,440,870,2,88,8036,8036
Drone_57,0.5554999999999999,257,144,2,276,8043,8043
Drone_88,0.6809999999999997,780,568,2,187,8051,8051
Drone_16,0.738,515,794,2,185,8053,8053
Drone_22,0.5315000000000003,729,110,2,134,8062,8062
Drone_80,0.8459999999999999,241,564,2,154,8069,8069
Drone_13,0.816,772,623,2,242,8074,8074
Drone_26,0.32999999999999985,789,108,2,127,8088,8088
Drone_28,0.8789999999999999,273,162,2,255,8093,8093
Drone_66,0.8969999999999999,309,305,2,215,8127,8127
Drone_21,0.7595000000000001,709,140,2,117,8150,8150
Drone_52,0.8369999999999999,779,544,2,163,8164,8164
Drone_69,0.7174999999999999,275,597,2,188,8165,8165
Drone_30,0.7584999999999998,379,754,2,204,8165,8165
Drone_82,0.7074999999999998,508,824,2,156,8168,8168
Drone_56,0.8185,787,94,2,141,8173,8173
Drone_73,0.4555000000000003,816,120,2,121,8174,8174
Drone_79,0.6674999999999998,300,192,2,220,8178,8178
Drone_100,0.754,227,574,2,140,8190,8190
Drone_32,0.7340000000000001,807,149,2,90,8215,8215
Drone_84,0.716,282,594,2,181,8256,8256
Drone_99,0.8779999999999999,553,744,2,199,8257,8257
Drone_76,0.5770000000000001,772,108,2,127,8269,8269
Drone_81,0.8005,724,118,2,128,8279,8279
Drone_33,0.5575000000000003,185,542,2,100,8299,8299
Drone_5,0.7034999999999999,382,834,2,130,8301,8301
Drone_85,0.616,756,138,2,99,8328,8328
Drone_75,0.8749999999999999,694,546,2,185,8334,8334
Drone_4,0.3814999999999999,189,587,2,104,8344,8344
Drone_12,0.6295,223,547,2,137,8365,8365
Drone_55,0.7694999999999999,834,484,2,116,8365,8365
Drone_45,0.8769999999999999,269,202,2,249,8370,8370
Drone_14,0.5839999999999999,814,474,2,99,8374,8374
Drone_8,0.5460000000000004,828,91,2,152,8376,8376
Drone_44,0.7764999999999999,842,602,2,229,8391,8391
Drone_80,0.798,193,577,2,106,8406,8406
Drone_13,0.7909999999999998,841,590,2,218,8416,8416
Drone_34,0.6390000000000001,762,118,2,118,8421,8421
Drone_43,0.33899999999999997,756,138,2,99,8446,8446
Drone_66,0.8939999999999999,303,243,2,212,8470,8470
Drone_56,0.7855,760,128,2,108,8479,8479
Drone_21,0.7690000000000001,810,112,2,127,8484,8484
Drone_27,0.33250000000000013,201,577,2,114,8508,8508
Drone_28,0.8769999999999999,269,192,2,251,8521,8521
Drone_42,0.5864999999999998,842,606,2,233,8527,8527
Drone_71,0.41550000000000015,193,581,2,107,8530,8530
Drone_46,0.47999999999999987,760,508,2,128,8530,8530
Drone_32,0.7575000000000001,738,128,2,114,8542,8542
Drone_64,0.45349999999999985,774,504,2,123,8543,8543
Drone_69,0.7180000000000001,275,538,2,188,8551,8551
Drone_6,0.5874999999999999,793,499,2,118,8554,8554
Drone_62,0.5894999999999997,740,629,2,251,8557,8557
Drone_99,0.87,370,734,2,190,8567,8567
Drone_16,0.7384999999999999,370,780,2,185,8576,8576
Drone_52,0.7949999999999999,752,500,2,122,8576,8576
Drone_100,0.7425,216,577,2,129,8586,8586
Drone_82,0.7535,296,803,2,201,8595,8595
Drone_88,0.6889999999999997,772,576,2,195,8596,8596
Drone_81,0.7665000000000001,771,140,2,95,8649,8649
Drone_24,0.8839999999999999,87,332,2,232,8653,8653
Drone_22,0.5320000000000003,764,100,2,135,8688,8688
Drone_75,0.8454999999999999,836,525,2,154,8693,8693
Drone_84,0.6670000000000001,219,559,2,132,8704,8704
Drone_65,0.4984999999999996,441,884,2,74,8747,8747
Drone_66,0.8939999999999999,303,254,2,212,8760,8760
Drone_80,0.8475,239,597,2,155,8763,8763
Drone_79,0.6429999999999998,324,196,2,196,8766,8766
Drone_13,0.7909999999999998,841,590,2,218,8770,8770
Drone_55,0.7724999999999999,832,489,2,120,8785,8785
Drone_85,0.6555000000000002,820,102,2,139,8788,8788
Drone_52,0.8805,744,583,1,205,8792,8792
Drone_57,0.49849999999999994,296,232,2,219,8823,8823
Drone_74,0.4864999999999997,528,824,2,167,8831,8831
Drone_21,0.7915,728,94,2,149,8832,8832
Drone_56,0.7710000000000001,832,158,2,94,8845,8845
Drone_44,0.7224999999999999,745,553,2,175,8847,8847
Drone_83,0.31650000000000006,197,572,2,110,8849,8849
Drone_5,0.7655,265,854,2,191,8852,8852
Drone_45,0.846,306,298,2,216,8858,8858
Drone_12,0.5915,184,572,2,97,8868,8868
Drone_76,0.5580000000000002,819,136,2,107,8902,8902
Drone_26,0.29000000000000015,785,148,2,87,8916,8916
Drone_81,0.8255,808,84,2,153,8922,8922
Drone_28,0.8839999999999999,203,332,2,259,8922,8922
Drone_73,0.4585000000000003,768,111,2,124,8927,8927
Drone_14,0.6619999999999999,694,536,2,176,8933,8933
Drone_33,0.5815000000000002,211,567,2,124,8946,8946
Drone_34,0.6505000000000001,715,123,2,128,8959,8959
Drone_75,0.8565,764,546,2,165,8977,8977
Drone_30,0.7779999999999998,309,732,2,224,8981,8981
Drone_100,0.7285000000000001,197,597,2,114,8993,8993
Drone_99,0.8544999999999999,512,734,2,174,9008,9008
Drone_80,0.8614999999999999,256,556,2,169,9009,9009
Drone_16,0.7549999999999999,276,824,2,200,9015,9015
Drone_66,0.8939999999999999,303,243,2,212,9022,9022
Drone_69,0.648,202,541,2,117,9039,9039
Drone_32,0.762,762,118,2,118,9052,9052
Drone_52,0.8469999999999999,858,534,2,172,9054,9054
Drone_8,0.5515000000000001,770,78,2,157,9058,9058
Drone_88,0.6484999999999999,784,536,2,155,9069,9069
Drone_4,0.4445000000000001,255,577,2,168,9100,9100
Drone_84,0.719,272,572,2,185,9102,9102
Drone_6,0.6769999999999997,685,566,2,207,9103,9103
Drone_82,0.7484999999999998,566,734,2,197,9108,9108
Drone_13,0.8034999999999999,806,610,2,230,9112,9112
Drone_55,0.7719999999999999,820,493,2,119,9128,9128
Drone_42,0.5829999999999997,875,591,2,230,9163,9163
Drone_62,0.5474999999999999,704,577,2,209,9169,9169
Drone_56,0.7815,718,148,2,105,9172,9172
Drone_65,0.6839999999999998,640,758,2,261,9180,9180
Drone_43,0.38500000000000023,716,102,2,146,9193,9193
Drone_45,0.8849999999999999,202,334,2,257,9198,9198
Drone_24,0.8909999999999999,297,142,2,240,9238,9238
Drone_44,0.7579999999999999,824,587,2,210,9260,9260
Drone_46,0.4999999999999998,779,528,2,147,9261,9261
Drone_21,0.745,744,138,2,102,9265,9265
Drone_71,0.439,217,537,2,132,9283,9283
Drone_12,0.6375,229,537,2,144,9295,9295
Drone_81,0.819,788,88,2,147,9303,9303
Drone_22,0.548,742,88,2,151,9307,9307
Drone_64,0.5269999999999999,874,555,2,198,9311,9311
Drone_99,0.8935,298,786,2,213,9341,9341
Drone_75,0.8459999999999999,779,535,2,154,9350,9350
Drone_27,0.3325000000000001,199,587,2,114,9373,9373
Drone_80,0.8474999999999999,239,597,2,155,9373,9373
Drone_85,0.6275000000000003,738,131,2,111,9380,9380
Drone_66,0.8915,318,170,2,210,9386,9386
Drone_55,0.8269999999999998,781,554,2,173,9390,9390
Drone_100,0.751,225,577,2,138,9408,9408
Drone_52,0.8424999999999999,744,545,2,167,9413,9413
Drone_79,0.7399999999999999,214,300,2,292,9420,9420
Drone_76,0.5640000000000001,754,124,2,113,9424,9424
Drone_32,0.7985000000000001,781,79,2,156,9428,9428
Drone_34,0.6475000000000002,796,111,2,125,9429,9429
Drone_69,0.6970000000000002,253,537,2,168,9441,9441
Drone_56,0.8124999999999999,730,106,2,137,9477,9477
Drone_33,0.6260000000000001,256,547,2,169,9480,9480
Drone_28,0.8739999999999999,213,350,2,248,9495,9495
Drone_74,0.5094999999999997,348,784,2,189,9507,9507
Drone_13,0.7889999999999998,704,583,2,215,9537,9537
Drone_84,0.665,218,567,2,131,9546,9546
Drone_16,0.6389999999999998,439,874,2,84,9574,9574
Drone_14,0.608,763,504,2,124,9579,9579
Drone_5,0.7099999999999999,478,831,2,136,9582,9582
Drone_57,0.5339999999999998,262,242,2,253,9608,9608
Drone_81,0.8250000000000001,709,98,2,153,9632,9632
Drone_44,0.7824999999999999,814,615,2,236,9633,9633
Drone_82,0.7849999999999998,302,738,2,233,9635,9635
Drone_21,0.7325,812,150,2,91,9641,9641
Drone_24,0.8805,290,292,2,230,9675,9675
Drone_30,0.6804999999999999,398,833,2,127,9679,9679
Drone_88,0.6769999999999997,825,558,2,182,9683,9683
Drone_26,0.3200000000000001,774,118,2,117,9684,9684
Drone_83,0.3360000000000002,213,597,2,130,9689,9689
Drone_80,0.8105,203,587,2,118,9695,9695
Drone_66,0.8845,311,257,2,204,9704,9704
Drone_65,0.6194999999999998,535,794,2,196,9727,9727
Drone_99,0.9009999999999999,228,858,2,221,9738,9738
Drone_100,0.7780000000000001,251,547,2,164,9740,9740
Drone_8,0.4880000000000002,752,143,2,95,9743,9743
Drone_12,0.6160000000000001,207,590,2,122,9772,9772
Drone_62,0.5294999999999997,724,564,2,191,9779,9779
Drone_73,0.43900000000000006,722,146,2,105,9781,9781
Drone_4,0.4335,243,577,2,156,9789,9789
Drone_6,0.5944999999999998,750,503,2,125,9790,9790
Drone_55,0.8209999999999998,724,539,2,167,9793,9793
Drone_28,0.8769999999999999,269,192,2,251,9829,9829
Drone_52,0.7644999999999998,784,470,2,89,9842,9842
Drone_45,0.8799999999999999,159,324,2,250,9843,9843
Drone_85,0.6490000000000001,746,106,2,132,9852,9852
Drone_56,0.7845,780,128,2,107,9857,9857
Drone_32,0.7734999999999999,822,112,2,130,9872,9872
Drone_79,0.7889999999999998,186,153,2,341,9879,9879
Drone_42,0.5374999999999998,868,544,2,185,9886,9886
Drone_75,0.7799999999999998,827,455,2,88,9889,9889
Drone_13,0.7854999999999999,840,583,2,211,9907,9907
Drone_64,0.5424999999999999,785,594,2,213,9915,9915
Drone_46,0.5954999999999999,794,623,2,242,9924,9924
Drone_71,0.49500000000000016,275,577,2,186,9931,9931
Drone_44,0.8074999999999999,762,642,2,261,9957,9957
Drone_5,0.7585,512,744,2,184,9958,9958
Drone_80,0.8785,273,557,2,186,9963,9963
Drone_21,0.7570000000000001,709,144,2,114,9991,9991
