timestep,deadDrones,chargingDrones,meanBattery,minAlert,maxAlert,aliveRate,freeChargers,eatingBirds,damage,energy
5938,53,2,0.7283617021276595,0.2031901934164873,0.693275880539986,0.47,28,6,60082,308.99999999999943
5939,53,1,0.7297978723404255,0.2031901934164873,0.693275880539986,0.47,29,7,60091,309.1999999999995
5940,53,1,0.7309468085106382,0.2031901934164873,0.693275880539986,0.47,29,13,60104,309.2999999999994
5941,53,1,0.7321063829787233,0.2031901934164873,0.693275880539986,0.47,29,11,60118,309.3999999999994
5942,53,0,0.733063829787234,0.2031901934164873,0.693275880539986,0.47,30,12,60132,309.49999999999943
5943,53,0,0.7320744680851063,0.2031901934164873,0.693275880539986,0.47,30,11,60145,309.49999999999943
5944,53,0,0.7310851063829786,0.2031901934164873,0.693275880539986,0.47,30,10,60159,309.49999999999943
5945,53,0,0.7300851063829786,0.2031901934164873,0.693275880539986,0.47,30,11,60170,309.49999999999943
5946,53,0,0.7290851063829786,0.2031901934164873,0.693275880539986,0.47,30,10,60182,309.49999999999943
5947,53,0,0.7280851063829786,0.2031901934164873,0.693275880539986,0.47,30,11,60193,309.49999999999943
5948,53,0,0.7270851063829786,0.2031901934164873,0.693275880539986,0.47,30,12,60206,309.49999999999943
5949,53,0,0.7260851063829786,0.2031901934164873,0.693275880539986,0.47,30,10,60219,309.49999999999943
5950,53,0,0.7250851063829786,0.2031901934164873,0.693275880539986,0.47,30,9,60230,309.49999999999943
5951,53,0,0.724095744680851,0.2031901934164873,0.693275880539986,0.47,30,9,60241,309.49999999999943
5952,53,0,0.723095744680851,0.2031901934164873,0.693275880539986,0.47,30,13,60254,309.49999999999943
5953,53,0,0.722095744680851,0.2031901934164873,0.693275880539986,0.47,30,14,60269,309.49999999999943
5954,53,0,0.721095744680851,0.2031901934164873,0.693275880539986,0.47,30,11,60283,309.49999999999943
5955,53,0,0.720095744680851,0.2031901934164873,0.693275880539986,0.47,30,14,60297,309.49999999999943
5956,53,0,0.719095744680851,0.2031901934164873,0.693275880539986,0.47,30,13,60313,309.49999999999943
5957,53,0,0.718095744680851,0.2031901934164873,0.693275880539986,0.47,30,10,60326,309.49999999999943
5958,53,0,0.7171063829787233,0.2031901934164873,0.693275880539986,0.47,30,8,60336,309.49999999999943
5959,53,0,0.7161170212765957,0.2031901934164873,0.693275880539986,0.47,30,8,60344,309.49999999999943
5960,53,0,0.7151382978723404,0.2031901934164873,0.693275880539986,0.47,30,6,60353,309.49999999999943
5961,53,0,0.7141489361702127,0.2031901934164873,0.693275880539986,0.47,30,7,60360,309.49999999999943
5962,53,0,0.7131595744680851,0.2031901934164873,0.693275880539986,0.47,30,8,60369,309.49999999999943
5963,53,0,0.7121595744680851,0.2031901934164873,0.693275880539986,0.47,30,8,60380,309.49999999999943
5964,53,0,0.7111914893617021,0.2031901934164873,0.693275880539986,0.47,30,9,60389,309.49999999999943
5965,53,0,0.7102021276595744,0.2031901934164873,0.693275880539986,0.47,30,11,60400,309.49999999999943
5966,53,0,0.7092021276595744,0.2031901934164873,0.693275880539986,0.47,30,9,60413,309.49999999999943
5967,53,0,0.7082127659574468,0.2031901934164873,0.693275880539986,0.47,30,11,60425,309.49999999999943
5968,53,2,0.7072553191489361,0.2031901934164873,0.693275880539986,0.47,30,12,60441,309.49999999999943
5969,53,2,0.710563829787234,0.2031901934164873,0.693275880539986,0.47,28,11,60454,309.69999999999936
5970,53,2,0.7138617021276595,0.2031901934164873,0.693275880539986,0.47,28,9,60466,309.8999999999994
5971,53,1,0.7164468085106382,0.2031901934164873,0.693275880539986,0.47,29,10,60478,310.09999999999945
5972,53,1,0.7176276595744681,0.2031901934164873,0.693275880539986,0.47,29,11,60492,310.1999999999995
5973,53,1,0.7187765957446808,0.2031901934164873,0.693275880539986,0.47,29,11,60505,310.2999999999994
5974,53,1,0.719095744680851,0.2031901934164873,0.693275880539986,0.47,30,10,60517,310.3999999999994
5975,53,1,0.7202446808510637,0.2031901934164873,0.693275880539986,0.47,29,8,60527,310.49999999999943
5976,53,1,0.7213936170212766,0.2031901934164873,0.693275880539986,0.47,29,11,60538,310.59999999999945
5977,53,1,0.7225531914893616,0.2031901934164873,0.693275880539986,0.47,29,10,60549,310.6999999999994
5978,53,2,0.7237446808510638,0.2031901934164873,0.693275880539986,0.47,29,10,60561,310.79999999999944
5979,53,3,0.7270638297872339,0.2031901934164873,0.693275880539986,0.47,28,12,60573,310.99999999999943
5980,53,3,0.7325106382978722,0.2031901934164873,0.693275880539986,0.47,27,10,60586,311.2999999999995
5981,53,3,0.7379574468085106,0.2031901934164873,0.693275880539986,0.47,27,8,60598,311.59999999999945
5982,53,2,0.7419468085106382,0.2031901934164873,0.693275880539986,0.47,28,9,60607,311.89999999999947
5983,53,1,0.7414893617021276,0.2031901934164873,0.693275880539986,0.47,29,8,60616,311.9999999999995
5984,53,1,0.7426382978723404,0.2031901934164873,0.693275880539986,0.47,29,11,60627,312.0999999999995
5985,53,0,0.7433085106382978,0.2031901934164873,0.693275880539986,0.47,30,14,60641,312.1999999999994
5986,53,0,0.7423085106382978,0.2031901934164873,0.693275880539986,0.47,30,14,60657,312.1999999999994
5987,53,1,0.7413297872340425,0.2031901934164873,0.693275880539986,0.47,30,13,60672,312.1999999999994
5988,53,1,0.7424787234042552,0.2031901934164873,0.693275880539986,0.47,29,14,60687,312.29999999999944
5989,53,1,0.743627659574468,0.2031901934164873,0.693275880539986,0.47,29,12,60701,312.39999999999947
5990,53,1,0.7447765957446808,0.2031901934164873,0.693275880539986,0.47,29,13,60714,312.4999999999995
5991,53,1,0.7459255319148935,0.2031901934164873,0.693275880539986,0.47,29,13,60727,312.5999999999995
5992,53,1,0.7470744680851064,0.2031901934164873,0.693275880539986,0.47,29,13,60742,312.6999999999994
5993,53,1,0.7482340425531914,0.2031901934164873,0.693275880539986,0.47,29,9,60755,312.79999999999944
5994,53,0,0.749095744680851,0.2031901934164873,0.693275880539986,0.47,30,10,60766,312.89999999999947
5995,53,1,0.748127659574468,0.2031901934164873,0.693275880539986,0.47,30,10,60779,312.89999999999947
5996,53,1,0.7492765957446808,0.2031901934164873,0.693275880539986,0.47,29,9,60789,312.9999999999995
5997,53,1,0.7504255319148936,0.2031901934164873,0.693275880539986,0.47,29,8,60798,313.0999999999995
5998,53,1,0.7515744680851063,0.2031901934164873,0.693275880539986,0.47,29,8,60808,313.19999999999953
5999,53,0,0.7509680851063829,0.2031901934164873,0.693275880539986,0.47,30,8,60818,313.29999999999944
6000,53,0,0.7499680851063829,0.2031901934164873,0.693275880539986,0.47,30,9,60828,313.29999999999944
6001,53,0,0.7489680851063829,0.2031901934164873,0.693275880539986,0.47,30,7,60837,313.29999999999944
6002,53,0,0.7479680851063829,0.2031901934164873,0.693275880539986,0.47,30,8,60845,313.29999999999944
6003,53,0,0.7469893617021276,0.2031901934164873,0.693275880539986,0.47,30,5,60853,313.29999999999944
6004,53,1,0.7460106382978723,0.2031901934164873,0.693275880539986,0.47,30,5,60859,313.29999999999944
6005,53,1,0.747159574468085,0.2031901934164873,0.693275880539986,0.47,29,4,60865,313.39999999999947
6006,53,1,0.7483085106382978,0.2031901934164873,0.693275880539986,0.47,29,3,60871,313.4999999999995
6007,53,0,0.7485425531914893,0.2031901934164873,0.693275880539986,0.47,30,5,60876,313.5999999999995
6008,53,0,0.7475425531914893,0.2031901934164873,0.693275880539986,0.47,30,9,60885,313.5999999999995
6009,53,0,0.7465425531914893,0.2031901934164873,0.693275880539986,0.47,30,8,60895,313.5999999999995
6010,53,0,0.7455425531914893,0.2031901934164873,0.693275880539986,0.47,30,9,60907,313.5999999999995
6011,53,0,0.7445425531914893,0.2031901934164873,0.693275880539986,0.47,30,9,60918,313.5999999999995
6012,53,0,0.7435425531914893,0.2031901934164873,0.693275880539986,0.47,30,9,60928,313.5999999999995
6013,53,0,0.7425531914893616,0.2031901934164873,0.693275880539986,0.47,30,8,60937,313.5999999999995
6014,53,0,0.741563829787234,0.2031901934164873,0.693275880539986,0.47,30,12,60950,313.5999999999995
6015,53,0,0.740563829787234,0.2031901934164873,0.693275880539986,0.47,30,11,60964,313.5999999999995
6016,53,0,0.739563829787234,0.2031901934164873,0.693275880539986,0.47,30,10,60977,313.5999999999995
6017,53,0,0.7385851063829787,0.2031901934164873,0.693275880539986,0.47,30,15,60993,313.5999999999995
6018,53,0,0.7375851063829787,0.2031901934164873,0.693275880539986,0.47,30,18,61012,313.5999999999995
6019,53,2,0.7366276595744681,0.2031901934164873,0.693275880539986,0.47,30,17,61031,313.5999999999995
6020,53,2,0.7399255319148935,0.2031901934164873,0.693275880539986,0.47,28,13,61049,313.79999999999944
6021,53,2,0.7432234042553191,0.2031901934164873,0.693275880539986,0.47,28,10,61062,313.9999999999995
6022,53,1,0.7464468085106383,0.2031901934164873,0.693275880539986,0.47,29,7,61071,314.1999999999994
6023,53,0,0.7474787234042553,0.2031901934164873,0.693275880539986,0.47,30,7,61079,314.29999999999944
6024,53,0,0.7464787234042553,0.2031901934164873,0.693275880539986,0.47,30,7,61086,314.29999999999944
6025,53,0,0.7454893617021277,0.2031901934164873,0.693275880539986,0.47,30,8,61094,314.29999999999944
6026,53,0,0.7444893617021276,0.2031901934164873,0.693275880539986,0.47,30,9,61106,314.29999999999944
6027,53,1,0.7435106382978723,0.2031901934164873,0.693275880539986,0.47,30,8,61117,314.29999999999944
6028,53,2,0.7446808510638298,0.2031901934164873,0.693275880539986,0.47,29,7,61127,314.39999999999947
6029,53,2,0.7479893617021276,0.2031901934164873,0.693275880539986,0.47,28,8,61137,314.5999999999994
6030,53,2,0.7512872340425532,0.2031901934164873,0.693275880539986,0.47,28,9,61147,314.79999999999944
6031,53,2,0.754595744680851,0.2031901934164873,0.693275880539986,0.47,28,9,61158,314.9999999999995
6032,53,1,0.7567553191489361,0.2031901934164873,0.693275880539986,0.47,29,7,61167,315.1999999999994
6033,53,0,0.7577872340425531,0.2031901934164873,0.693275880539986,0.47,30,9,61177,315.29999999999944
6034,53,0,0.7567978723404255,0.2031901934164873,0.693275880539986,0.47,30,9,61186,315.29999999999944
6035,53,0,0.7558085106382978,0.2031901934164873,0.693275880539986,0.47,30,10,61198,315.29999999999944
6036,53,0,0.7548085106382978,0.2031901934164873,0.693275880539986,0.47,30,9,61208,315.29999999999944
6037,53,0,0.7538085106382978,0.2031901934164873,0.693275880539986,0.47,30,10,61219,315.29999999999944
6038,53,0,0.7528085106382978,0.2031901934164873,0.693275880539986,0.47,30,12,61233,315.29999999999944
6039,53,0,0.7518191489361702,0.2031901934164873,0.693275880539986,0.47,30,13,61246,315.29999999999944
6040,53,0,0.7508191489361702,0.2031901934164873,0.693275880539986,0.47,30,10,61259,315.29999999999944
6041,53,0,0.7498297872340425,0.2031901934164873,0.693275880539986,0.47,30,9,61269,315.29999999999944
6042,53,1,0.7488510638297872,0.2031901934164873,0.693275880539986,0.47,30,9,61279,315.29999999999944
6043,53,1,0.7500106382978723,0.2031901934164873,0.693275880539986,0.47,29,7,61290,315.39999999999947
6044,53,1,0.7511702127659574,0.2031901934164873,0.693275880539986,0.47,29,9,61300,315.4999999999995
6045,53,1,0.7523191489361701,0.2031901934164873,0.693275880539986,0.47,29,10,61310,315.5999999999995
6046,53,1,0.7534680851063829,0.2031901934164873,0.693275880539986,0.47,29,9,61322,315.6999999999994
6047,53,1,0.7536063829787234,0.2031901934164873,0.693275880539986,0.47,30,11,61333,315.79999999999944
