timestep,protectingDrones,chargingDrones,deadDrones,allBirds,eatingBirds,allChargers,idleChargers,energyConsumed,damageRate
131,1,0,3,10,2,3,0,0.6000000000000001,21.1
132,1,0,3,10,2,3,0,0.6000000000000001,21.3
133,1,0,3,10,3,3,0,0.6000000000000001,21.6
134,1,0,3,10,3,3,0,0.6000000000000001,21.9
135,1,0,3,10,2,3,0,0.6000000000000001,22.2
136,1,0,3,10,1,3,0,0.6000000000000001,22.4
137,1,0,3,10,2,3,0,0.6000000000000001,22.6
138,1,0,3,10,2,3,0,0.6000000000000001,22.8
139,1,0,3,10,1,3,0,0.6000000000000001,23.0
140,1,0,3,10,1,3,0,0.6000000000000001,23.1
141,1,0,3,10,2,3,0,0.6000000000000001,23.3
142,1,0,3,10,2,3,0,0.6000000000000001,23.5
143,1,1,3,10,2,3,0,0.6000000000000001,23.7
144,1,1,3,10,1,3,0,0.6000000000000001,23.9
145,1,1,3,10,2,3,0,0.6000000000000001,24.1
146,1,1,3,10,2,3,1,0.4,24.3
147,1,0,3,10,3,3,0,0.6000000000000001,24.6
148,2,0,3,10,4,3,0,0.6000000000000001,25.0
149,2,0,3,10,4,3,0,0.6000000000000001,25.4
150,1,1,3,10,2,3,0,0.6000000000000001,25.8
151,1,1,3,10,3,3,0,0.6000000000000001,26.1
152,1,1,3,10,3,3,0,0.6000000000000001,26.4
153,1,1,3,10,3,3,1,0.4,26.7
154,1,0,3,10,2,3,0,0.6000000000000001,27.0
155,2,0,3,10,3,3,0,0.6000000000000001,27.3
156,2,0,3,10,4,3,0,0.6000000000000001,27.7
157,2,0,3,10,2,3,0,0.6000000000000001,28.0
158,2,0,3,10,1,3,0,0.6000000000000001,28.2
159,2,0,3,10,1,3,0,0.6000000000000001,28.3
160,2,0,3,10,1,3,0,0.6000000000000001,28.4
161,2,0,3,10,1,3,0,0.6000000000000001,28.5
162,2,0,3,10,1,3,0,0.6000000000000001,28.6
163,2,0,3,10,1,3,0,0.6000000000000001,28.7
164,2,0,3,10,0,3,0,0.6000000000000001,28.8
165,2,0,3,10,0,3,0,0.6000000000000001,28.8
166,2,0,3,10,1,3,0,0.6000000000000001,28.9
167,2,0,3,10,1,3,0,0.6000000000000001,29.0
168,2,0,3,10,1,3,0,0.6000000000000001,29.2
169,2,0,3,10,1,3,0,0.6000000000000001,29.3
170,2,0,3,10,1,3,0,0.6000000000000001,29.4
171,2,0,3,10,1,3,0,0.6000000000000001,29.5
172,2,0,3,10,1,3,0,0.6000000000000001,29.7
173,2,0,3,10,1,3,0,0.6000000000000001,29.8
174,2,0,3,10,2,3,0,0.6000000000000001,30.0
175,2,1,3,10,1,3,0,0.6000000000000001,30.2
176,2,1,3,10,0,3,0,0.6000000000000001,30.3
177,2,1,3,10,0,3,0,0.6000000000000001,30.3
178,2,1,3,10,0,3,0,0.6000000000000001,30.3
179,2,1,3,10,0,3,1,0.4,30.3
180,2,0,3,10,1,3,0,0.6000000000000001,30.4
181,3,0,3,10,1,3,0,0.6000000000000001,30.5
182,3,0,3,10,1,3,0,0.6000000000000001,30.6
183,3,0,3,10,0,3,0,0.6000000000000001,30.7
184,3,0,3,10,0,3,0,0.6000000000000001,30.7
185,3,0,3,10,0,3,0,0.6000000000000001,30.7
186,3,0,3,10,0,3,0,0.6000000000000001,30.7
187,3,0,3,10,0,3,0,0.6000000000000001,30.8
188,3,1,3,10,0,3,0,0.6000000000000001,30.8
189,3,1,3,10,0,3,0,0.6000000000000001,30.8
190,3,1,3,10,0,3,0,0.6000000000000001,30.8
191,3,1,3,10,0,3,0,0.6000000000000001,30.8
192,3,1,3,10,1,3,1,0.4,30.9
193,2,0,3,10,1,3,0,0.6000000000000001,31.0
194,3,0,3,10,1,3,0,0.6000000000000001,31.1
195,3,0,3,10,1,3,0,0.6000000000000001,31.2
196,3,0,3,10,1,3,0,0.6000000000000001,31.3
197,3,0,3,10,1,3,0,0.6000000000000001,31.4
198,3,0,3,10,2,3,0,0.6000000000000001,31.6
199,3,0,3,10,2,3,0,0.6000000000000001,31.8
200,3,0,3,10,2,3,0,0.6000000000000001,32.0
201,3,0,3,10,1,3,0,0.6000000000000001,32.2
202,3,0,3,10,1,3,0,0.6000000000000001,32.3
203,3,0,3,10,2,3,0,0.6000000000000001,32.5
204,3,0,3,10,2,3,0,0.6000000000000001,32.7
205,3,0,3,10,1,3,0,0.6000000000000001,32.9
206,3,0,3,10,2,3,0,0.6000000000000001,33.1
207,3,0,3,10,0,3,0,0.6000000000000001,33.3
208,2,0,3,10,0,3,0,0.6000000000000001,33.3
209,2,0,3,10,0,3,0,0.6000000000000001,33.3
210,2,0,3,10,1,3,0,0.6000000000000001,33.4
211,2,0,3,10,0,3,0,0.6000000000000001,33.5
212,2,0,3,10,1,3,0,0.6000000000000001,33.6
213,2,0,3,10,1,3,0,0.6000000000000001,33.7
214,2,0,3,10,1,3,0,0.6000000000000001,33.8
215,2,0,3,10,1,3,0,0.6000000000000001,33.9
216,2,1,3,10,2,3,0,0.6000000000000001,34.1
217,2,1,3,10,3,3,0,0.6000000000000001,34.4
218,2,1,3,10,4,3,0,0.6000000000000001,34.8
219,2,1,3,10,5,3,1,0.4,35.3
220,2,0,3,10,6,3,0,0.6000000000000001,35.9
221,3,0,3,10,4,3,0,0.6000000000000001,36.5
222,3,0,3,10,4,3,0,0.6000000000000001,36.9
223,3,0,3,10,3,3,0,0.6000000000000001,37.3
224,3,0,3,10,3,3,0,0.6000000000000001,37.6
225,3,0,3,10,4,3,0,0.6000000000000001,38.0
226,3,0,3,10,3,3,0,0.6000000000000001,38.4
227,2,0,3,10,2,3,0,0.6000000000000001,38.7
228,2,0,3,10,3,3,0,0.6000000000000001,39.0
229,2,0,3,10,3,3,0,0.6000000000000001,39.3
230,2,0,3,10,3,3,0,0.6000000000000001,39.6
231,2,0,3,10,3,3,0,0.6000000000000001,40.0
232,2,0,3,10,2,3,0,0.6000000000000001,40.3
233,2,0,3,10,2,3,0,0.6000000000000001,40.5
234,2,0,3,10,2,3,0,0.6000000000000001,40.7
235,2,1,3,10,2,3,0,0.6000000000000001,41.0
236,2,1,3,10,1,3,0,0.6000000000000001,41.2
237,2,1,3,10,1,3,0,0.6000000000000001,41.3
238,2,1,3,10,0,3,1,0.4,41.4
239,2,0,3,10,1,3,0,0.6000000000000001,41.5
240,3,0,3,10,1,3,0,0.6000000000000001,41.6
241,3,0,3,10,1,3,0,0.6000000000000001,41.7
242,3,0,3,10,2,3,0,0.6000000000000001,41.9
243,3,0,3,10,1,3,0,0.6000000000000001,42.1
244,3,0,3,10,1,3,0,0.6000000000000001,42.2
245,3,0,3,10,1,3,0,0.6000000000000001,42.3
246,3,0,3,10,0,3,0,0.6000000000000001,42.4
247,3,0,3,10,2,3,0,0.6000000000000001,42.6
248,3,0,3,10,1,3,0,0.6000000000000001,42.8
249,3,0,3,10,1,3,0,0.6000000000000001,42.9
250,3,0,3,10,1,3,0,0.6000000000000001,43.0
251,3,0,3,10,2,3,0,0.6000000000000001,43.2
252,3,0,3,10,2,3,0,0.6000000000000001,43.4
253,3,0,3,10,2,3,0,0.6000000000000001,43.6
254,3,0,3,10,2,3,0,0.6000000000000001,43.8
255,3,0,3,10,2,3,0,0.6000000000000001,44.0
256,3,0,3,10,2,3,0,0.6000000000000001,44.2
257,3,0,3,10,1,3,0,0.6000000000000001,44.4
258,3,0,3,10,3,3,0,0.6000000000000001,44.7
259,3,0,3,10,3,3,0,0.6000000000000001,45.0
260,3,0,3,10,4,3,0,0.6000000000000001,45.4
261,2,0,3,10,4,3,0,0.6000000000000001,45.8
262,2,0,3,10,5,3,0,0.6000000000000001,46.3
263,2,0,3,10,4,3,0,0.6000000000000001,46.8
264,2,0,3,10,3,3,0,0.6000000000000001,47.2
265,2,0,3,10,3,3,0,0.6000000000000001,47.5
266,2,0,3,10,4,3,0,0.6000000000000001,47.9
267,2,0,3,10,3,3,0,0.6000000000000001,48.3
268,2,0,3,10,1,3,0,0.6000000000000001,48.6
269,2,0,3,10,1,3,0,0.6000000000000001,48.7
270,2,0,3,10,2,3,0,0.6000000000000001,48.9
271,1,0,3,10,2,3,0,0.6000000000000001,49.2
272,1,0,3,10,1,3,0,0.6000000000000001,49.4
273,1,1,3,10,2,3,0,0.6000000000000001,49.6
274,1,1,3,10,1,3,0,0.6000000000000001,49.9
275,1,1,3,10,1,3,0,0.6000000000000001,50.0
276,1,1,3,10,1,3,0,0.6000000000000001,50.2
277,1,1,3,10,1,3,1,0.4,50.3
278,1,0,3,10,2,3,0,0.6000000000000001,50.5
279,2,0,3,10,1,3,0,0.6000000000000001,50.7
280,2,0,3,10,1,3,0,0.6000000000000001,50.9
281,2,0,3,10,1,3,0,0.6000000000000001,51.0
282,2,0,3,10,2,3,0,0.6000000000000001,51.2
283,2,0,3,10,2,3,0,0.6000000000000001,51.5
284,1,1,3,10,1,3,0,0.6000000000000001,51.7
285,1,1,3,10,1,3,0,0.6000000000000001,51.8
286,1,1,3,10,2,3,0,0.6000000000000001,52.0
287,1,1,3,10,2,3,0,0.6000000000000001,52.2
288,1,1,3,10,2,3,1,0.4,52.6
289,1,0,3,10,2,3,0,0.6000000000000001,52.8
290,2,0,3,10,3,3,0,0.6000000000000001,53.1
291,2,0,3,10,5,3,0,0.6000000000000001,53.6
292,2,0,3,10,5,3,0,0.6000000000000001,54.1
293,2,1,3,10,5,3,0,0.6000000000000001,54.7
294,2,1,3,10,5,3,0,0.6000000000000001,55.2
295,2,1,3,10,4,3,0,0.6000000000000001,55.8
296,2,1,3,10,4,3,1,0.4,56.2
297,2,0,3,10,4,3,0,0.6000000000000001,56.7
298,3,0,3,10,4,3,0,0.6000000000000001,57.1
299,3,0,3,10,3,3,0,0.6000000000000001,57.5
300,3,0,3,10,3,3,0,0.6000000000000001,57.9
301,3,0,3,10,1,3,0,0.6000000000000001,58.2
302,3,0,3,10,1,3,0,0.6000000000000001,58.3
303,3,0,3,10,2,3,0,0.6000000000000001,58.5
304,3,0,3,10,2,3,0,0.6000000000000001,58.7
305,3,1,3,10,1,3,0,0.6000000000000001,58.9
306,3,1,3,10,1,3,0,0.6000000000000001,59.0
307,3,1,3,10,2,3,0,0.6000000000000001,59.2
308,3,1,3,10,2,3,1,0.4,59.4
309,3,0,3,10,1,3,0,0.6000000000000001,59.6
310,4,0,3,10,2,3,0,0.6000000000000001,59.8
311,4,0,3,10,1,3,0,0.6000000000000001,60.0
312,4,0,3,10,1,3,0,0.6000000000000001,60.1
313,4,0,3,10,1,3,0,0.6000000000000001,60.2
314,4,0,3,10,1,3,0,0.6000000000000001,60.3
315,4,0,3,10,1,3,0,0.6000000000000001,60.4
316,4,0,3,10,1,3,0,0.6000000000000001,60.5
317,4,0,3,10,2,3,0,0.6000000000000001,60.8
318,4,0,3,10,2,3,0,0.6000000000000001,61.0
319,4,0,3,10,3,3,0,0.6000000000000001,61.3
320,4,0,3,10,3,3,0,0.6000000000000001,61.6
321,4,0,3,10,2,3,0,0.6000000000000001,62.0
322,4,0,3,10,3,3,0,0.6000000000000001,62.3
323,4,0,3,10,1,3,0,0.6000000000000001,62.6
324,4,0,3,10,0,3,0,0.6000000000000001,62.7
325,4,0,3,10,0,3,0,0.6000000000000001,62.7
326,4,0,3,10,0,3,0,0.6000000000000001,62.7
327,4,0,3,10,2,3,0,0.6000000000000001,62.9
328,3,0,3,10,2,3,0,0.6000000000000001,63.1
329,3,0,3,10,3,3,0,0.6000000000000001,63.4
330,3,0,3,10,3,3,0,0.6000000000000001,63.7
331,3,0,3,10,2,3,0,0.6000000000000001,64.0
332,3,0,3,10,3,3,0,0.6000000000000001,64.3
333,3,0,3,10,4,3,0,0.6000000000000001,64.7
334,3,0,3,10,5,3,0,0.6000000000000001,65.2
335,3,0,3,10,5,3,0,0.6000000000000001,65.7
336,3,0,3,10,3,3,0,0.6000000000000001,66.2
337,3,0,3,10,2,3,0,0.6000000000000001,66.5
338,3,0,3,10,2,3,0,0.6000000000000001,66.8
339,3,0,3,10,2,3,0,0.6000000000000001,67.0
340,3,0,3,10,2,3,0,0.6000000000000001,67.2
341,3,0,3,10,1,3,0,0.6000000000000001,67.4
342,3,0,3,10,2,3,0,0.6000000000000001,67.6
343,3,0,3,10,2,3,0,0.6000000000000001,67.8
344,3,0,3,10,2,3,0,0.6000000000000001,68.0
345,3,0,3,10,1,3,0,0.6000000000000001,68.2
346,3,0,3,10,1,3,0,0.6000000000000001,68.4
347,3,0,3,10,1,3,0,0.6000000000000001,68.5
348,3,0,3,10,1,3,0,0.6000000000000001,68.6
349,2,0,3,10,1,3,0,0.6000000000000001,68.8
350,2,0,3,10,1,3,0,0.6000000000000001,69.0
351,2,0,3,10,1,3,0,0.6000000000000001,69.1
352,1,0,3,10,0,3,0,0.6000000000000001,69.2
353,1,0,3,10,0,3,0,0.6000000000000001,69.2
354,1,0,3,10,1,3,0,0.6000000000000001,69.3
355,1,0,3,10,1,3,0,0.6000000000000001,69.4
356,1,0,3,10,1,3,0,0.6000000000000001,69.5
357,1,0,3,10,1,3,0,0.6000000000000001,69.6
358,1,0,3,10,3,3,0,0.6000000000000001,69.9
359,1,0,3,10,3,3,0,0.6000000000000001,70.2
360,1,0,3,10,2,3,0,0.6000000000000001,70.5
361,1,0,3,10,2,3,0,0.6000000000000001,70.7
362,1,0,3,10,0,3,0,0.6000000000000001,70.9
363,1,0,3,10,1,3,0,0.6000000000000001,71.0
364,1,0,3,10,1,3,0,0.6000000000000001,71.1
365,1,0,3,10,1,3,0,0.6000000000000001,71.2
366,1,0,3,10,1,3,0,0.6000000000000001,71.3
367,1,0,3,10,2,3,0,0.6000000000000001,71.5
368,1,0,3,10,1,3,0,0.6000000000000001,71.7
369,1,1,3,10,1,3,0,0.6000000000000001,71.8
370,1,1,3,10,1,3,0,0.6000000000000001,71.9
371,1,1,3,10,1,3,0,0.6000000000000001,72.0
372,0,1,3,10,2,3,0,0.6000000000000001,72.2
373,0,1,3,10,2,3,1,0.4,72.4
374,0,0,3,10,2,3,0,0.6000000000000001,72.6
375,1,0,3,10,2,3,0,0.6000000000000001,72.8
376,1,0,3,10,2,3,0,0.6000000000000001,73.0
377,1,0,3,10,3,3,0,0.6000000000000001,73.4
378,1,0,3,10,3,3,0,0.6000000000000001,73.7
379,1,1,3,10,2,3,0,0.6000000000000001,74.0
380,1,1,3,10,2,3,0,0.6000000000000001,74.2
381,1,1,3,10,2,3,0,0.6000000000000001,74.5
382,1,2,3,10,1,3,0,0.6000000000000001,74.7
383,1,2,3,10,1,3,1,0.4,74.8
384,1,1,3,10,2,3,0,0.6000000000000001,75.0
385,2,1,3,10,2,3,0,0.6000000000000001,75.2
386,2,1,3,10,3,3,1,0.4,75.5
387,2,0,3,10,4,3,0,0.6000000000000001,75.9
388,3,0,3,10,4,3,0,0.6000000000000001,76.3
389,3,0,3,10,4,3,0,0.6000000000000001,76.7
390,3,0,3,10,4,3,0,0.6000000000000001,77.2
391,3,0,3,10,4,3,0,0.6000000000000001,77.7
392,3,0,3,10,2,3,0,0.6000000000000001,78.1
393,3,0,3,10,2,3,0,0.6000000000000001,78.3
394,3,0,3,10,2,3,0,0.6000000000000001,78.5
395,3,0,3,10,2,3,0,0.6000000000000001,78.7
396,3,0,3,10,1,3,0,0.6000000000000001,78.9
397,3,0,3,10,1,3,0,0.6000000000000001,79.0
398,3,0,3,10,2,3,0,0.6000000000000001,79.2
399,3,1,3,10,1,3,0,0.6000000000000001,79.5
400,3,1,3,10,2,3,0,0.6000000000000001,79.7
401,3,1,3,10,2,3,0,0.6000000000000001,79.9
402,3,1,3,10,2,3,0,0.6000000000000001,80.1
403,3,1,3,10,1,3,1,0.4,80.3
404,3,0,3,10,1,3,0,0.6000000000000001,80.4
405,4,0,3,10,2,3,0,0.6000000000000001,80.6
406,4,0,3,10,1,3,0,0.6000000000000001,80.8
407,4,0,3,10,1,3,0,0.6000000000000001,80.9
408,4,0,3,10,1,3,0,0.6000000000000001,81.0
409,4,0,3,10,1,3,0,0.6000000000000001,81.1
410,4,0,3,10,1,3,0,0.6000000000000001,81.2
411,4,0,3,10,0,3,0,0.6000000000000001,81.3
412,4,0,3,10,0,3,0,0.6000000000000001,81.3
413,4,0,3,10,0,3,0,0.6000000000000001,81.3
414,4,0,3,10,0,3,0,0.6000000000000001,81.3
415,4,0,3,10,1,3,0,0.6000000000000001,81.4
416,4,0,3,10,0,3,0,0.6000000000000001,81.5
417,4,0,3,10,0,3,0,0.6000000000000001,81.5
418,3,0,3,10,0,3,0,0.6000000000000001,81.5
419,3,0,3,10,0,3,0,0.6000000000000001,81.5
420,3,0,3,10,0,3,0,0.6000000000000001,81.6
421,3,0,3,10,1,3,0,0.6000000000000001,81.7
422,3,0,3,10,1,3,0,0.6000000000000001,81.8
423,3,0,3,10,1,3,0,0.6000000000000001,81.9
424,3,0,3,10,2,3,0,0.6000000000000001,82.1
425,3,0,3,10,2,3,0,0.6000000000000001,82.3
426,3,0,3,10,2,3,0,0.6000000000000001,82.5
427,3,0,3,10,0,3,0,0.6000000000000001,82.7
428,3,0,3,10,0,3,0,0.6000000000000001,82.7
429,3,0,3,10,1,3,0,0.6000000000000001,82.8
430,3,0,3,10,1,3,0,0.6000000000000001,82.9
431,3,0,3,10,1,3,0,0.6000000000000001,83.0
432,3,0,3,10,1,3,0,0.6000000000000001,83.1
433,3,0,3,10,1,3,0,0.6000000000000001,83.2
434,3,0,3,10,1,3,0,0.6000000000000001,83.3
435,3,0,3,10,2,3,0,0.6000000000000001,83.5
436,3,0,3,10,2,3,0,0.6000000000000001,83.7
437,2,0,3,10,2,3,0,0.6000000000000001,83.9
438,2,0,3,10,2,3,0,0.6000000000000001,84.1
439,2,0,3,10,2,3,0,0.6000000000000001,84.3
440,2,0,3,10,1,3,0,0.6000000000000001,84.5
441,2,0,3,10,0,3,0,0.6000000000000001,84.6
442,2,0,3,10,0,3,0,0.6000000000000001,84.6
443,2,0,3,10,1,3,0,0.6000000000000001,84.7
444,2,0,3,10,2,3,0,0.6000000000000001,84.9
445,2,0,3,10,2,3,0,0.6000000000000001,85.1
446,2,0,3,10,3,3,0,0.6000000000000001,85.4
447,2,0,3,10,3,3,0,0.6000000000000001,85.7
448,2,0,3,10,5,3,0,0.6000000000000001,86.2
449,2,0,3,10,3,3,0,0.6000000000000001,86.7
450,2,0,3,10,2,3,0,0.6000000000000001,87.0
451,2,0,3,10,2,3,0,0.6000000000000001,87.2
452,2,0,3,10,2,3,0,0.6000000000000001,87.4
453,2,0,3,10,2,3,0,0.6000000000000001,87.6
454,1,0,3,10,2,3,0,0.6000000000000001,87.9
455,1,0,3,10,1,3,0,0.6000000000000001,88.1
456,1,0,3,10,1,3,0,0.6000000000000001,88.2
457,1,1,3,10,1,3,0,0.6000000000000001,88.3
458,0,1,3,10,2,3,0,0.6000000000000001,88.5
459,0,1,3,10,2,3,0,0.6000000000000001,88.7
460,0,2,3,10,3,3,1,0.4,89.0
461,0,1,3,10,2,3,0,0.6000000000000001,89.3
462,1,1,3,10,2,3,0,0.6000000000000001,89.5
463,1,1,3,10,1,3,0,0.6000000000000001,89.7
464,1,1,3,10,1,3,1,0.4,89.8
465,1,0,3,10,1,3,0,0.6000000000000001,89.9
466,2,0,3,10,1,3,0,0.6000000000000001,90.0
467,2,0,3,10,1,3,0,0.6000000000000001,90.2
468,2,0,3,10,1,3,0,0.6000000000000001,90.3
469,2,0,3,10,1,3,0,0.6000000000000001,90.4
470,2,0,3,10,1,3,0,0.6000000000000001,90.5
471,2,0,3,10,1,3,0,0.6000000000000001,90.6
472,2,1,3,10,1,3,0,0.6000000000000001,90.7
473,2,1,3,10,1,3,0,0.6000000000000001,90.8
474,2,1,3,10,0,3,0,0.6000000000000001,90.9
475,2,1,3,10,0,3,0,0.6000000000000001,90.9
476,2,1,3,10,0,3,1,0.4,90.9
477,2,0,3,10,0,3,0,0.6000000000000001,90.9
478,3,1,3,10,0,3,0,0.6000000000000001,90.9
479,3,1,3,10,0,3,0,0.6000000000000001,90.9
