id,battery,location.x,location.y,state,distanceToNearestCharger,requestTime,acceptedTime
Drone_4,0.8399999999999999,36,11,1,22,1681,1681
Drone_14,0.7599999999999998,25,19,2,16,1694,1694
Drone_12,0.8599999999999999,59,55,2,26,1700,1700
Drone_8,0.48999999999999955,36,20,2,13,1702,1702
Drone_11,0.6999999999999997,85,41,2,29,1705,1705
Drone_10,0.7299999999999998,23,73,2,22,1705,1705
Drone_13,0.48499999999999954,82,36,1,24,1713,1713
Drone_6,0.7649999999999998,85,42,2,30,1714,1714
Drone_4,0.7249999999999998,38,21,2,13,1726,1726
Drone_15,0.5449999999999996,34,68,2,14,1727,1727
Drone_9,0.46999999999999953,86,35,2,26,1729,1729
Drone_7,0.7399999999999998,30,61,2,21,1731,1731
Drone_14,0.8349999999999999,21,12,2,24,1741,1741
Drone_11,0.7049999999999997,85,42,2,30,1756,1756
Drone_12,0.8199999999999998,83,33,2,22,1756,1756
Drone_4,0.8399999999999999,36,11,2,22,1760,1760
Drone_10,0.7099999999999997,25,79,2,20,1765,1765
Drone_2,0.4199999999999995,27,76,2,18,1773,1773
Drone_8,0.5049999999999996,24,20,2,15,1775,1775
Drone_13,0.5249999999999996,88,36,1,28,1778,1778
Drone_7,0.7449999999999998,28,67,2,19,1779,1779
Drone_6,0.6099999999999997,72,33,2,15,1784,1784
Drone_14,0.7649999999999998,30,17,2,16,1794,1794
Drone_12,0.8299999999999998,82,36,2,24,1794,1794
Drone_15,0.6199999999999997,24,72,2,21,1805,1805
Drone_4,0.8449999999999999,25,11,2,23,1806,1806
Drone_9,0.46999999999999953,82,39,2,26,1807,1807
Drone_11,0.6749999999999997,84,41,2,29,1808,1808
Drone_10,0.7249999999999998,26,70,2,20,1814,1814
Drone_14,0.8249999999999998,29,11,2,22,1826,1826
Drone_7,0.7399999999999998,33,61,2,20,1831,1831
Drone_12,0.8299999999999998,82,36,2,24,1833,1833
Drone_8,0.5799999999999996,35,11,2,22,1838,1838
Drone_6,0.7249999999999998,82,39,1,26,1842,1842
Drone_13,0.5099999999999996,82,42,2,28,1848,1848
Drone_2,0.4649999999999995,25,64,2,23,1849,1849
Drone_15,0.6599999999999997,24,61,2,26,1862,1862
Drone_12,0.8299999999999998,81,36,2,23,1863,1863
Drone_4,0.7749999999999998,21,20,2,17,1865,1865
Drone_14,0.8249999999999998,36,11,2,22,1872,1872
Drone_10,0.7149999999999997,27,70,2,19,1874,1874
Drone_9,0.47999999999999954,84,40,2,28,1881,1881
Drone_6,0.7399999999999998,85,39,2,28,1882,1882
Drone_11,0.5799999999999996,75,34,2,18,1883,1883
Drone_7,0.7049999999999997,30,79,1,15,1897,1897
Drone_12,0.8299999999999998,82,36,2,24,1902,1902
Drone_4,0.7649999999999998,25,19,2,16,1907,1907
Drone_14,0.8349999999999999,40,11,2,23,1907,1907
Drone_13,0.5349999999999996,87,40,2,30,1916,1916
Drone_8,0.5699999999999996,43,11,2,23,1919,1919
Drone_10,0.7749999999999998,21,67,2,26,1924,1924
Drone_6,0.7649999999999998,85,42,1,30,1927,1927
Drone_7,0.7449999999999998,24,76,2,21,1936,1936
Drone_12,0.8299999999999998,80,36,2,22,1936,1936
Drone_15,0.5349999999999996,31,72,2,14,1937,1937
Drone_2,0.47499999999999953,21,77,2,24,1938,1938
Drone_14,0.7499999999999998,30,17,2,16,1954,1954
Drone_9,0.48999999999999955,85,39,2,28,1958,1958
Drone_6,0.7649999999999998,88,39,1,30,1966,1966
Drone_12,0.8299999999999998,82,36,2,24,1970,1970
Drone_11,0.5799999999999996,75,35,2,18,1973,1973
Drone_4,0.7199999999999998,30,23,2,10,1973,1973
Drone_10,0.7949999999999998,21,63,2,27,1980,1980
Drone_7,0.7649999999999998,23,72,2,22,1982,1982
Drone_13,0.5149999999999996,82,41,2,27,1989,1989
Drone_14,0.7899999999999998,24,17,2,18,1993,1993
Drone_8,0.5749999999999996,23,12,2,23,1999,1999
Drone_6,0.7349999999999998,82,41,2,27,2009,2009
Drone_12,0.8199999999999998,83,33,2,22,2010,2010
Drone_15,0.5399999999999996,33,71,2,13,2012,2012
Drone_4,0.8349999999999999,38,11,2,22,2012,2012
Drone_2,0.4199999999999995,27,73,1,18,2031,2031
Drone_9,0.49499999999999955,88,36,1,28,2036,2036
Drone_14,0.7999999999999998,32,14,2,19,2043,2043
Drone_7,0.6849999999999997,32,73,2,13,2048,2048
Drone_12,0.8299999999999998,82,36,2,24,2048,2048
Drone_10,0.6199999999999997,35,77,2,10,2051,2051
Drone_6,0.7649999999999998,85,42,2,30,2051,2051
Drone_11,0.6649999999999997,84,39,2,27,2053,2053
Drone_4,0.7599999999999998,32,19,2,14,2056,2056
Drone_13,0.5149999999999996,88,36,2,28,2060,2060
Drone_8,0.5599999999999996,23,14,2,21,2081,2081
Drone_14,0.8449999999999999,22,11,2,24,2082,2082
Drone_15,0.5599999999999996,33,65,2,16,2086,2086
Drone_12,0.8299999999999998,82,36,2,24,2087,2087
Drone_6,0.7249999999999998,83,39,2,26,2096,2096
Drone_7,0.7349999999999998,34,61,2,19,2103,2103
Drone_11,0.6999999999999997,84,42,2,29,2104,2104
Drone_4,0.8399999999999999,25,12,2,22,2106,2106
Drone_9,0.49499999999999955,85,39,2,28,2109,2109
Drone_10,0.7149999999999997,27,64,2,22,2118,2118
Drone_2,0.37999999999999945,33,68,2,15,2121,2121
Drone_12,0.8299999999999998,81,36,2,23,2121,2121
Drone_14,0.8349999999999999,24,11,2,23,2126,2126
Drone_6,0.7649999999999998,88,39,1,30,2143,2143
Drone_13,0.49499999999999955,83,37,2,25,2145,2145
Drone_11,0.6549999999999997,82,38,2,25,2159,2159
Drone_12,0.8299999999999998,80,36,2,22,2160,2160
Drone_4,0.7499999999999998,35,18,2,15,2163,2163
Drone_15,0.5149999999999996,39,67,2,11,2164,2164
Drone_7,0.6949999999999997,32,67,2,16,2168,2168
Drone_14,0.7899999999999998,34,14,2,19,2175,2175
Drone_10,0.7199999999999998,27,70,2,19,2176,2176
Drone_8,0.5049999999999996,44,22,2,15,2184,2184
Drone_6,0.7399999999999998,84,40,2,28,2185,2185
Drone_12,0.8299999999999998,82,34,2,22,2194,2194
Drone_4,0.8399999999999999,39,11,1,22,2196,2196
Drone_9,0.5049999999999996,85,42,2,30,2201,2201
Drone_11,0.7099999999999997,85,42,1,30,2205,2205
Drone_2,0.4249999999999995,30,65,2,19,2210,2210
Drone_13,0.5249999999999996,84,41,2,29,2215,2215
Drone_15,0.6099999999999997,28,65,2,20,2222,2222
Drone_10,0.7049999999999997,29,66,2,19,2225,2225
Drone_7,0.6799999999999997,33,68,2,15,2227,2227
Drone_14,0.7499999999999998,44,22,2,15,2228,2228
Drone_6,0.7649999999999998,85,42,2,30,2229,2229
Drone_12,0.8199999999999998,83,33,2,22,2229,2229
Drone_4,0.8349999999999999,31,11,2,22,2230,2230
Drone_8,0.5849999999999996,40,11,2,23,2243,2243
Drone_11,0.6949999999999997,86,39,2,29,2254,2254
Drone_14,0.7599999999999998,25,19,2,16,2267,2267
Drone_12,0.8299999999999998,82,35,2,23,2268,2268
Drone_7,0.8099999999999998,21,59,2,28,2269,2269
Drone_6,0.7549999999999998,86,41,2,30,2270,2270
Drone_9,0.47999999999999954,82,41,2,27,2276,2276
Drone_4,0.7799999999999998,30,16,2,17,2279,2279
Drone_13,0.5249999999999996,85,39,2,28,2288,2288
Drone_2,0.39999999999999947,33,66,2,16,2297,2297
