id,battery,location.x,location.y,state,distanceToNearestCharger,requestTime,acceptedTime
Drone_1,0.4902530436232805,17,15,2,10,33,33
Drone_1,0.48999999999999955,15,15,2,10,106,106
Drone_1,0.48999999999999955,13,15,2,10,185,185
Drone_1,0.48999999999999955,15,15,2,10,260,260
Drone_1,0.5249999999999996,17,12,2,13,334,334
Drone_1,0.5099999999999996,17,13,2,12,404,404
Drone_1,0.49999999999999956,13,13,2,12,474,474
