id,battery,location.x,location.y,state,distanceToNearestCharger,requestTime,acceptedTime
Drone_98,0.9737662854390172,897,804,2,439,0,97
Drone_13,0.9738893145995197,304,48,2,287,0,97
Drone_82,0.9751816320177439,930,799,2,444,0,97
Drone_9,0.97952421050752,487,381,2,140,0,97
Drone_73,0.9825536147586853,931,97,2,206,0,97
Drone_68,0.9727232523050615,795,111,2,125,0,97
Drone_2,0.9828089226683138,456,1,2,249,0,97
Drone_92,0.9858534156768781,868,319,2,108,0,97
Drone_73,0.0025536147586845727,735,141,2,103,98,98
Drone_68,0.002723252305060795,789,155,2,80,98,98
Drone_2,0.0028089226683130387,456,99,2,155,98,98
Drone_92,0.01085341567687738,804,155,2,84,98,98
Drone_92,0.0008534156768773803,802,155,2,83,99,99
Drone_10,0.8684999852989388,862,705,2,334,0,-
Drone_69,0.8587897700460342,237,633,2,165,0,-
Drone_16,0.6892373108576464,496,283,2,44,1,-
Drone_20,0.689715934259317,134,685,2,129,1,-
Drone_54,0.6809008432184995,89,218,2,346,1,-
Drone_59,0.6959463541135591,856,769,2,395,1,-
Drone_76,0.6877818811044725,136,562,2,49,1,-
Drone_84,0.6924585682889199,995,462,2,230,1,-
Drone_99,0.6831982526806517,30,569,2,57,1,-
Drone_29,0.6269477593972947,791,360,2,24,12,-
Drone_49,0.01971108400256439,865,594,2,229,80,-
