timestep,protectingDrones,chargingDrones,deadDrones,allBirds,eatingBirds,allChargers,idleChargers,energyConsumed,damageRate
145,5,2,0,10,1,3,0,0.6000000000000001,0.027777777777777776
146,5,2,0,10,0,3,0,0.6000000000000001,0.0
147,4,3,0,10,0,3,0,0.6000000000000001,0.0
148,4,3,0,10,0,3,0,0.6000000000000001,0.0
149,4,2,0,10,0,3,1,0.4,0.0
150,5,2,0,10,0,3,1,0.4,0.0
151,5,2,0,10,0,3,1,0.4,0.0
152,5,2,0,10,0,3,1,0.4,0.0
153,5,2,0,10,0,3,1,0.4,0.0
154,5,2,0,10,0,3,1,0.4,0.0
155,5,2,0,10,0,3,1,0.4,0.0
156,5,2,0,10,0,3,1,0.4,0.0
157,5,2,0,10,0,3,1,0.4,0.0
158,5,2,0,10,0,3,1,0.4,0.0
159,5,2,0,10,1,3,1,0.4,0.027777777777777776
160,5,2,0,10,2,3,1,0.4,0.05555555555555555
161,5,2,0,10,2,3,1,0.4,0.05555555555555555
162,5,2,0,10,2,3,1,0.4,0.05555555555555555
163,5,1,0,10,3,3,2,0.2,0.08333333333333333
164,6,1,0,10,1,3,2,0.2,0.027777777777777776
165,6,1,0,10,0,3,2,0.2,0.0
166,6,1,0,10,0,3,2,0.2,0.0
167,6,0,0,10,0,3,3,0,0.0
168,7,0,0,10,0,3,3,0,0.0
169,7,0,0,10,0,3,3,0,0.0
170,7,0,0,10,1,3,3,0,0.027777777777777776
171,7,0,0,10,3,3,3,0,0.08333333333333333
172,7,0,0,10,3,3,3,0,0.08333333333333333
173,7,0,0,10,3,3,3,0,0.08333333333333333
174,7,0,0,10,3,3,3,0,0.08333333333333333
175,7,0,0,10,2,3,3,0,0.05555555555555555
176,7,0,0,10,2,3,3,0,0.05555555555555555
177,7,0,0,10,2,3,3,0,0.05555555555555555
178,7,0,0,10,1,3,3,0,0.027777777777777776
179,7,0,0,10,2,3,3,0,0.05555555555555555
180,7,0,0,10,2,3,3,0,0.05555555555555555
181,7,0,0,10,1,3,3,0,0.027777777777777776
182,7,0,0,10,2,3,3,0,0.05555555555555555
183,7,0,0,10,2,3,3,0,0.05555555555555555
184,7,0,0,10,2,3,3,0,0.05555555555555555
185,7,0,0,10,2,3,3,0,0.05555555555555555
186,7,0,0,10,2,3,3,0,0.05555555555555555
187,7,0,0,10,3,3,3,0,0.08333333333333333
188,7,0,0,10,3,3,3,0,0.08333333333333333
189,7,0,0,10,3,3,3,0,0.08333333333333333
190,7,0,0,10,2,3,3,0,0.05555555555555555
191,7,0,0,10,1,3,3,0,0.027777777777777776
192,7,0,0,10,1,3,3,0,0.027777777777777776
193,7,0,0,10,0,3,3,0,0.0
194,7,0,0,10,1,3,3,0,0.027777777777777776
195,7,0,0,10,1,3,3,0,0.027777777777777776
196,7,0,0,10,1,3,3,0,0.027777777777777776
197,7,0,0,10,2,3,3,0,0.05555555555555555
198,7,0,0,10,3,3,3,0,0.08333333333333333
199,7,0,0,10,2,3,3,0,0.05555555555555555
200,7,0,0,10,1,3,3,0,0.027777777777777776
201,7,0,0,10,1,3,3,0,0.027777777777777776
202,7,0,0,10,2,3,3,0,0.05555555555555555
203,7,0,0,10,2,3,3,0,0.05555555555555555
204,7,0,0,10,2,3,3,0,0.05555555555555555
205,7,0,0,10,3,3,3,0,0.08333333333333333
206,7,0,0,10,3,3,3,0,0.08333333333333333
207,7,0,0,10,3,3,3,0,0.08333333333333333
208,7,0,0,10,2,3,3,0,0.05555555555555555
209,7,0,0,10,2,3,3,0,0.05555555555555555
210,7,0,0,10,1,3,3,0,0.027777777777777776
211,7,0,0,10,2,3,3,0,0.05555555555555555
212,7,0,0,10,2,3,3,0,0.05555555555555555
213,7,0,0,10,1,3,3,0,0.027777777777777776
214,7,0,0,10,1,3,3,0,0.027777777777777776
215,7,0,0,10,1,3,3,0,0.027777777777777776
216,7,0,0,10,1,3,3,0,0.027777777777777776
217,7,0,0,10,2,3,3,0,0.05555555555555555
218,7,0,0,10,2,3,3,0,0.05555555555555555
219,7,0,0,10,1,3,3,0,0.027777777777777776
220,7,0,0,10,1,3,3,0,0.027777777777777776
221,7,0,0,10,1,3,3,0,0.027777777777777776
222,7,0,0,10,1,3,3,0,0.027777777777777776
223,7,0,0,10,0,3,3,0,0.0
224,7,0,0,10,1,3,3,0,0.027777777777777776
225,7,0,0,10,1,3,3,0,0.027777777777777776
226,7,0,0,10,2,3,3,0,0.05555555555555555
227,7,0,0,10,2,3,3,0,0.05555555555555555
228,7,0,0,10,2,3,3,0,0.05555555555555555
229,7,0,0,10,2,3,3,0,0.05555555555555555
230,7,0,0,10,2,3,3,0,0.05555555555555555
231,7,0,0,10,1,3,3,0,0.027777777777777776
232,7,0,0,10,1,3,3,0,0.027777777777777776
233,7,0,0,10,1,3,3,0,0.027777777777777776
234,7,0,0,10,1,3,3,0,0.027777777777777776
235,7,0,0,10,3,3,3,0,0.08333333333333333
236,7,0,0,10,3,3,3,0,0.08333333333333333
237,7,0,0,10,2,3,3,0,0.05555555555555555
238,7,0,0,10,3,3,3,0,0.08333333333333333
239,7,0,0,10,4,3,3,0,0.1111111111111111
240,7,0,0,10,4,3,3,0,0.1111111111111111
241,7,0,0,10,3,3,3,0,0.08333333333333333
242,7,0,0,10,2,3,3,0,0.05555555555555555
243,7,0,0,10,2,3,3,0,0.05555555555555555
244,7,0,0,10,2,3,2,0.2,0.05555555555555555
245,7,0,0,10,2,3,2,0.2,0.05555555555555555
246,7,0,0,10,1,3,2,0.2,0.027777777777777776
247,7,0,0,10,1,3,2,0.2,0.027777777777777776
248,6,1,0,10,1,3,2,0.2,0.027777777777777776
249,6,1,0,10,1,3,1,0.4,0.027777777777777776
250,6,1,0,10,2,3,1,0.4,0.05555555555555555
251,6,1,0,10,1,3,1,0.4,0.027777777777777776
252,6,1,0,10,2,3,1,0.4,0.05555555555555555
253,6,1,0,10,5,3,1,0.4,0.1388888888888889
254,6,1,0,10,6,3,1,0.4,0.16666666666666666
255,6,1,0,10,7,3,1,0.4,0.19444444444444445
256,6,1,0,10,5,3,1,0.4,0.1388888888888889
257,6,1,0,10,3,3,1,0.4,0.08333333333333333
258,6,1,0,10,2,3,1,0.4,0.05555555555555555
259,6,1,0,10,2,3,1,0.4,0.05555555555555555
260,5,2,0,10,3,3,1,0.4,0.08333333333333333
261,5,2,0,10,1,3,1,0.4,0.027777777777777776
262,5,2,0,10,3,3,1,0.4,0.08333333333333333
263,5,1,0,10,4,3,2,0.2,0.1111111111111111
264,6,1,0,10,4,3,2,0.2,0.1111111111111111
265,6,1,0,10,5,3,2,0.2,0.1388888888888889
266,6,1,0,10,5,3,2,0.2,0.1388888888888889
267,6,1,0,10,5,3,2,0.2,0.1388888888888889
268,6,1,0,10,5,3,2,0.2,0.1388888888888889
269,6,1,0,10,5,3,2,0.2,0.1388888888888889
270,6,1,0,10,5,3,2,0.2,0.1388888888888889
271,6,1,0,10,4,3,2,0.2,0.1111111111111111
272,6,1,0,10,3,3,2,0.2,0.08333333333333333
273,6,1,0,10,3,3,2,0.2,0.08333333333333333
274,6,1,0,10,4,3,2,0.2,0.1111111111111111
275,6,1,0,10,4,3,2,0.2,0.1111111111111111
276,6,1,0,10,3,3,2,0.2,0.08333333333333333
277,6,1,0,10,2,3,2,0.2,0.05555555555555555
278,6,1,0,10,2,3,2,0.2,0.05555555555555555
279,6,1,0,10,3,3,2,0.2,0.08333333333333333
280,6,1,0,10,3,3,2,0.2,0.08333333333333333
281,6,0,0,10,3,3,3,0,0.08333333333333333
282,7,0,0,10,3,3,3,0,0.08333333333333333
283,7,0,0,10,3,3,3,0,0.08333333333333333
284,7,0,0,10,3,3,3,0,0.08333333333333333
285,7,0,0,10,2,3,2,0.2,0.05555555555555555
286,7,0,0,10,2,3,2,0.2,0.05555555555555555
287,7,0,0,10,2,3,1,0.4,0.05555555555555555
288,6,1,0,10,2,3,1,0.4,0.05555555555555555
289,6,1,0,10,1,3,1,0.4,0.027777777777777776
290,6,1,0,10,1,3,1,0.4,0.027777777777777776
291,6,1,0,10,1,3,1,0.4,0.027777777777777776
292,6,1,0,10,1,3,1,0.4,0.027777777777777776
293,6,1,0,10,2,3,1,0.4,0.05555555555555555
294,5,2,0,10,2,3,1,0.4,0.05555555555555555
295,5,2,0,10,2,3,1,0.4,0.05555555555555555
296,5,2,0,10,2,3,1,0.4,0.05555555555555555
297,5,2,0,10,1,3,1,0.4,0.027777777777777776
298,5,2,0,10,1,3,1,0.4,0.027777777777777776
299,5,2,0,10,2,3,1,0.4,0.05555555555555555
300,5,2,0,10,3,3,1,0.4,0.08333333333333333
301,5,2,0,10,3,3,1,0.4,0.08333333333333333
302,5,2,0,10,3,3,1,0.4,0.08333333333333333
303,5,2,0,10,3,3,1,0.4,0.08333333333333333
304,4,2,0,10,3,3,1,0.4,0.08333333333333333
305,4,2,0,10,3,3,1,0.4,0.08333333333333333
306,4,1,0,10,2,3,1,0.4,0.05555555555555555
307,5,2,0,10,2,3,1,0.4,0.05555555555555555
308,5,2,0,10,2,3,1,0.4,0.05555555555555555
309,5,2,0,10,2,3,1,0.4,0.05555555555555555
310,5,2,0,10,2,3,1,0.4,0.05555555555555555
311,5,2,0,10,1,3,1,0.4,0.027777777777777776
312,5,2,0,10,1,3,1,0.4,0.027777777777777776
313,5,2,0,10,0,3,1,0.4,0.0
314,5,2,0,10,0,3,1,0.4,0.0
315,5,2,0,10,0,3,1,0.4,0.0
316,5,2,0,10,0,3,1,0.4,0.0
317,5,2,0,10,0,3,1,0.4,0.0
318,5,2,0,10,0,3,1,0.4,0.0
319,5,2,0,10,0,3,1,0.4,0.0
320,5,2,0,10,0,3,1,0.4,0.0
321,5,2,0,10,1,3,1,0.4,0.027777777777777776
322,5,2,0,10,1,3,1,0.4,0.027777777777777776
323,5,1,0,10,1,3,1,0.4,0.027777777777777776
324,6,1,0,10,1,3,1,0.4,0.027777777777777776
325,5,2,0,10,1,3,1,0.4,0.027777777777777776
326,5,2,0,10,0,3,1,0.4,0.0
327,5,2,0,10,0,3,1,0.4,0.0
328,5,2,0,10,1,3,1,0.4,0.027777777777777776
329,5,2,0,10,2,3,1,0.4,0.05555555555555555
330,5,2,0,10,2,3,1,0.4,0.05555555555555555
331,5,2,0,10,2,3,1,0.4,0.05555555555555555
332,5,2,0,10,3,3,1,0.4,0.08333333333333333
333,5,2,0,10,3,3,1,0.4,0.08333333333333333
334,5,2,0,10,3,3,1,0.4,0.08333333333333333
335,5,2,0,10,3,3,1,0.4,0.08333333333333333
336,5,2,0,10,3,3,1,0.4,0.08333333333333333
337,5,2,0,10,3,3,1,0.4,0.08333333333333333
338,5,2,0,10,3,3,1,0.4,0.08333333333333333
339,5,2,0,10,2,3,0,0.6000000000000001,0.05555555555555555
340,5,2,0,10,2,3,0,0.6000000000000001,0.05555555555555555
341,5,1,0,10,2,3,1,0.4,0.05555555555555555
342,6,1,0,10,1,3,1,0.4,0.027777777777777776
343,6,1,0,10,3,3,1,0.4,0.08333333333333333
344,6,1,0,10,2,3,1,0.4,0.05555555555555555
345,5,2,0,10,1,3,1,0.4,0.027777777777777776
346,5,2,0,10,1,3,1,0.4,0.027777777777777776
347,5,2,0,10,3,3,1,0.4,0.08333333333333333
348,5,2,0,10,2,3,1,0.4,0.05555555555555555
349,5,2,0,10,3,3,1,0.4,0.08333333333333333
350,5,2,0,10,3,3,1,0.4,0.08333333333333333
351,5,2,0,10,3,3,1,0.4,0.08333333333333333
352,5,1,0,10,3,3,2,0.2,0.08333333333333333
353,6,1,0,10,3,3,2,0.2,0.08333333333333333
354,6,1,0,10,3,3,2,0.2,0.08333333333333333
355,6,1,0,10,3,3,2,0.2,0.08333333333333333
356,6,1,0,10,3,3,2,0.2,0.08333333333333333
357,6,1,0,10,2,3,2,0.2,0.05555555555555555
358,6,1,0,10,2,3,2,0.2,0.05555555555555555
359,6,1,0,10,1,3,2,0.2,0.027777777777777776
360,6,1,0,10,2,3,2,0.2,0.05555555555555555
361,6,1,0,10,2,3,2,0.2,0.05555555555555555
362,6,1,0,10,2,3,2,0.2,0.05555555555555555
363,6,1,0,10,2,3,2,0.2,0.05555555555555555
364,6,1,0,10,1,3,2,0.2,0.027777777777777776
365,6,1,0,10,1,3,2,0.2,0.027777777777777776
366,6,1,0,10,1,3,2,0.2,0.027777777777777776
367,6,1,0,10,1,3,2,0.2,0.027777777777777776
368,6,1,0,10,1,3,2,0.2,0.027777777777777776
369,6,1,0,10,2,3,2,0.2,0.05555555555555555
370,6,1,0,10,1,3,2,0.2,0.027777777777777776
371,6,1,0,10,1,3,2,0.2,0.027777777777777776
372,6,1,0,10,1,3,2,0.2,0.027777777777777776
373,6,1,0,10,1,3,2,0.2,0.027777777777777776
374,6,0,0,10,1,3,3,0,0.027777777777777776
375,7,0,0,10,1,3,3,0,0.027777777777777776
376,7,0,0,10,2,3,3,0,0.05555555555555555
377,7,0,0,10,2,3,3,0,0.05555555555555555
378,7,0,0,10,1,3,3,0,0.027777777777777776
379,7,0,0,10,1,3,3,0,0.027777777777777776
380,7,0,0,10,1,3,3,0,0.027777777777777776
381,7,0,0,10,2,3,3,0,0.05555555555555555
382,7,0,0,10,2,3,3,0,0.05555555555555555
383,7,0,0,10,3,3,3,0,0.08333333333333333
384,7,0,0,10,3,3,3,0,0.08333333333333333
385,7,0,0,10,2,3,3,0,0.05555555555555555
386,7,0,0,10,2,3,3,0,0.05555555555555555
387,7,0,0,10,2,3,3,0,0.05555555555555555
388,7,0,0,10,1,3,3,0,0.027777777777777776
389,7,0,0,10,1,3,3,0,0.027777777777777776
390,7,0,0,10,1,3,3,0,0.027777777777777776
391,7,0,0,10,1,3,3,0,0.027777777777777776
392,7,0,0,10,2,3,3,0,0.05555555555555555
393,7,0,0,10,3,3,3,0,0.08333333333333333
394,7,0,0,10,3,3,3,0,0.08333333333333333
395,7,0,0,10,3,3,3,0,0.08333333333333333
396,7,0,0,10,4,3,3,0,0.1111111111111111
397,7,0,0,10,4,3,3,0,0.1111111111111111
398,7,0,0,10,2,3,3,0,0.05555555555555555
399,7,0,0,10,2,3,3,0,0.05555555555555555
400,7,0,0,10,2,3,3,0,0.05555555555555555
401,7,0,0,10,3,3,3,0,0.08333333333333333
402,7,0,0,10,4,3,2,0.2,0.1111111111111111
403,6,1,0,10,3,3,2,0.2,0.08333333333333333
404,6,1,0,10,3,3,2,0.2,0.08333333333333333
405,6,1,0,10,2,3,2,0.2,0.05555555555555555
406,6,1,0,10,2,3,2,0.2,0.05555555555555555
407,6,1,0,10,2,3,2,0.2,0.05555555555555555
408,6,1,0,10,3,3,2,0.2,0.08333333333333333
409,6,1,0,10,2,3,2,0.2,0.05555555555555555
410,6,1,0,10,3,3,2,0.2,0.08333333333333333
411,6,1,0,10,4,3,2,0.2,0.1111111111111111
412,6,1,0,10,3,3,2,0.2,0.08333333333333333
413,6,1,0,10,2,3,2,0.2,0.05555555555555555
414,6,1,0,10,2,3,2,0.2,0.05555555555555555
415,6,1,0,10,1,3,2,0.2,0.027777777777777776
416,6,1,0,10,1,3,2,0.2,0.027777777777777776
417,6,1,0,10,1,3,2,0.2,0.027777777777777776
418,6,1,0,10,2,3,2,0.2,0.05555555555555555
419,6,1,0,10,2,3,2,0.2,0.05555555555555555
420,6,1,0,10,2,3,2,0.2,0.05555555555555555
421,6,1,0,10,2,3,2,0.2,0.05555555555555555
422,6,0,0,10,2,3,3,0,0.05555555555555555
423,7,0,0,10,3,3,3,0,0.08333333333333333
424,7,0,0,10,3,3,3,0,0.08333333333333333
425,7,0,0,10,3,3,3,0,0.08333333333333333
426,7,0,0,10,2,3,3,0,0.05555555555555555
427,7,0,0,10,2,3,3,0,0.05555555555555555
428,7,0,0,10,2,3,3,0,0.05555555555555555
429,7,0,0,10,3,3,3,0,0.08333333333333333
430,7,0,0,10,2,3,3,0,0.05555555555555555
431,7,0,0,10,2,3,3,0,0.05555555555555555
432,7,0,0,10,3,3,3,0,0.08333333333333333
433,7,0,0,10,3,3,3,0,0.08333333333333333
434,7,0,0,10,2,3,3,0,0.05555555555555555
435,7,0,0,10,3,3,3,0,0.08333333333333333
436,7,0,0,10,3,3,3,0,0.08333333333333333
437,7,0,0,10,3,3,3,0,0.08333333333333333
438,7,0,0,10,3,3,3,0,0.08333333333333333
439,7,0,0,10,1,3,2,0.2,0.027777777777777776
440,7,0,0,10,2,3,2,0.2,0.05555555555555555
441,7,0,0,10,2,3,2,0.2,0.05555555555555555
442,7,0,0,10,1,3,2,0.2,0.027777777777777776
443,7,0,0,10,1,3,2,0.2,0.027777777777777776
444,7,0,0,10,1,3,2,0.2,0.027777777777777776
445,7,0,0,10,0,3,2,0.2,0.0
446,7,0,0,10,0,3,2,0.2,0.0
447,7,0,0,10,0,3,1,0.4,0.0
448,7,0,0,10,1,3,1,0.4,0.027777777777777776
449,6,1,0,10,1,3,1,0.4,0.027777777777777776
450,6,1,0,10,2,3,1,0.4,0.05555555555555555
451,6,1,0,10,2,3,1,0.4,0.05555555555555555
452,5,2,0,10,2,3,1,0.4,0.05555555555555555
453,5,2,0,10,2,3,1,0.4,0.05555555555555555
454,5,2,0,10,1,3,1,0.4,0.027777777777777776
455,5,2,0,10,1,3,1,0.4,0.027777777777777776
456,5,2,0,10,1,3,1,0.4,0.027777777777777776
457,5,2,0,10,1,3,1,0.4,0.027777777777777776
458,5,2,0,10,1,3,1,0.4,0.027777777777777776
459,5,2,0,10,1,3,1,0.4,0.027777777777777776
460,5,2,0,10,1,3,1,0.4,0.027777777777777776
461,5,2,0,10,2,3,1,0.4,0.05555555555555555
462,5,2,0,10,2,3,1,0.4,0.05555555555555555
463,5,2,0,10,2,3,1,0.4,0.05555555555555555
464,5,2,0,10,2,3,1,0.4,0.05555555555555555
465,5,2,0,10,2,3,1,0.4,0.05555555555555555
466,5,2,0,10,3,3,1,0.4,0.08333333333333333
467,5,2,0,10,4,3,1,0.4,0.1111111111111111
468,5,2,0,10,4,3,1,0.4,0.1111111111111111
469,5,2,0,10,4,3,1,0.4,0.1111111111111111
470,5,2,0,10,4,3,1,0.4,0.1111111111111111
471,5,1,0,10,4,3,2,0.2,0.1111111111111111
472,6,1,0,10,3,3,2,0.2,0.08333333333333333
473,6,1,0,10,2,3,2,0.2,0.05555555555555555
474,6,0,0,10,1,3,3,0,0.027777777777777776
475,7,0,0,10,2,3,3,0,0.05555555555555555
476,7,0,0,10,2,3,3,0,0.05555555555555555
477,7,0,0,10,2,3,3,0,0.05555555555555555
478,7,0,0,10,1,3,3,0,0.027777777777777776
479,7,0,0,10,1,3,2,0.2,0.027777777777777776
480,7,0,0,10,2,3,2,0.2,0.05555555555555555
481,7,0,0,10,2,3,2,0.2,0.05555555555555555
482,6,1,0,10,1,3,2,0.2,0.027777777777777776
483,6,1,0,10,1,3,2,0.2,0.027777777777777776
484,6,1,0,10,2,3,2,0.2,0.05555555555555555
485,6,1,0,10,2,3,2,0.2,0.05555555555555555
486,6,1,0,10,3,3,2,0.2,0.08333333333333333
487,6,1,0,10,3,3,2,0.2,0.08333333333333333
488,6,1,0,10,2,3,2,0.2,0.05555555555555555
489,6,1,0,10,2,3,2,0.2,0.05555555555555555
490,6,1,0,10,1,3,2,0.2,0.027777777777777776
491,6,1,0,10,1,3,2,0.2,0.027777777777777776
492,6,1,0,10,1,3,2,0.2,0.027777777777777776
493,6,1,0,10,1,3,1,0.4,0.027777777777777776
494,6,1,0,10,1,3,1,0.4,0.027777777777777776
495,6,1,0,10,2,3,1,0.4,0.05555555555555555
496,5,2,0,10,2,3,1,0.4,0.05555555555555555
497,5,2,0,10,3,3,1,0.4,0.08333333333333333
498,5,2,0,10,3,3,1,0.4,0.08333333333333333
499,5,2,0,10,3,3,1,0.4,0.08333333333333333
