Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.0,143.8,0.6,0.15346851654215582,1.0,2.0,3.0,0.2,0.0
6.0,163.2,0.6,0.17417289220917825,1.0,3.0,3.0,0.2,0.0
6.0,136.4,0.6,0.1455709711846318,1.0,4.0,3.0,0.2,0.0
6.0,144.6,0.6,0.15432230522945573,1.0,5.0,3.0,0.2,0.0
6.0,158.0,0.6,0.16862326574172895,1.0,6.0,3.0,0.2,0.0
6.0,148.8,0.6,0.15880469583778015,1.0,7.0,3.0,0.2,0.0
6.0,132.0,0.6,0.14087513340448238,1.0,8.0,3.0,0.2,0.0
6.0,142.0,0.6,0.15154749199573106,1.0,9.0,3.0,0.2,0.0
6.0,138.6,0.6,0.14791889007470652,1.0,10.0,3.0,0.2,0.0
6.0,151.8,0.6,0.16200640341515474,1.0,11.0,3.0,0.2,0.0
