Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.2,668.8,0.6,0.7137673425827107,1.0,2.0,3.0,0.2,0.0
8.0,673.6,0.6666666666666666,0.7188900747065101,1.0,3.0,3.0,0.2,0.0
7.4,667.8,0.6166666666666667,0.7127001067235859,1.0,4.0,3.0,0.2,0.0
7.6,673.8,0.6333333333333333,0.719103521878335,1.0,5.0,3.0,0.2,0.0
7.8,671.2,0.6499999999999999,0.7163287086446105,1.0,6.0,3.0,0.2,0.0
7.4,651.0,0.6166666666666667,0.6947705442902882,1.0,7.0,3.0,0.2,0.0
7.6,683.0,0.6333333333333333,0.7289220917822841,1.0,8.0,3.0,0.2,0.0
7.2,668.6,0.6000000000000001,0.7135538954108858,1.0,9.0,3.0,0.2,0.0
7.2,679.6,0.6,0.7252934898612594,1.0,10.0,3.0,0.2,0.0
7.8,688.8,0.6499999999999999,0.7351120597652081,1.0,11.0,3.0,0.2,0.0
