Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.6,37.4,0.825,0.03991462113127001,1.0,2.0,3.0,0.2,0.0
6.8,39.4,0.85,0.04204909284951975,1.0,3.0,3.0,0.2,0.0
6.6,41.8,0.825,0.04461045891141942,1.0,4.0,3.0,0.2,0.0
7.0,41.0,0.875,0.043756670224119526,1.0,5.0,3.0,0.2,0.0
6.8,37.2,0.85,0.039701173959445044,1.0,6.0,3.0,0.2,0.0
6.6,41.0,0.825,0.043756670224119526,1.0,7.0,3.0,0.2,0.0
6.6,43.0,0.825,0.04589114194236926,1.0,8.0,3.0,0.2,0.0
6.4,34.0,0.8,0.03628601921024546,1.0,9.0,3.0,0.2,0.0
6.2,40.0,0.775,0.042689434364994665,1.0,10.0,3.0,0.2,0.0
6.8,38.4,0.85,0.040981856990394874,1.0,11.0,3.0,0.2,0.0
