Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
14,24,0.7,0.025613660618996798,2,1,1,0.2,0
14,42,0.7,0.044823906083244394,2,1,2,0.2,0
14,38,0.7,0.04055496264674493,2,1,3,0.2,0
14,39,0.7,0.0416221985058698,2,1,4,0.2,0
14,37,0.7,0.03948772678762007,2,1,5,0.2,0
14,33,0.7,0.035218783351120594,2,1,6,0.2,0
14,44,0.7,0.04695837780149413,2,1,7,0.2,0
14,24,0.7,0.025613660618996798,2,1,8,0.2,0
14,25,0.7,0.026680896478121666,2,1,9,0.2,0
14,29,0.7,0.030949839914621132,2,1,10,0.2,0
