Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.428571429,0.435714286,0.5,0.535714286,0.535714286,0.607142857
1,0.421428571,0.421428571,0.514285714,0.507142857,0.571428571,0.578571429
2,0.428571429,0.421428571,0.485714286,0.507142857,0.557142857,0.578571429
3,0.428571429,0.435714286,0.492857143,0.5,0.571428571,0.6
4,0.421428571,0.421428571,0.478571429,0.507142857,0.557142857,0.592857143
5,0.428571429,0.421428571,0.457142857,0.514285714,0.55,0.571428571
6,0.414285714,0.428571429,0.492857143,0.485714286,0.557142857,0.578571429
7,0.414285714,0.428571429,0.457142857,0.492857143,0.535714286,0.592857143
8,0.414285714,0.421428571,0.471428571,0.485714286,0.557142857,0.564285714
