Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.308333333,0.325,0.391666667,0.425,0.441666667,0.5
1,0.308333333,0.3,0.35,0.408333333,0.466666667,0.466666667
2,0.283333333,0.333333333,0.4,0.425,0.466666667,0.475
3,0.266666667,0.333333333,0.416666667,0.408333333,0.483333333,0.483333333
4,0.316666667,0.308333333,0.408333333,0.433333333,0.483333333,0.483333333
5,0.291666667,0.316666667,0.391666667,0.416666667,0.466666667,0.466666667
6,0.316666667,0.325,0.391666667,0.408333333,0.475,0.475
7,0.3,0.266666667,0.391666667,0.416666667,0.433333333,0.483333333
8,0.283333333,0.325,0.4,0.416666667,0.466666667,0.475
