Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.62,0.62,0.72,0.74,0.82,0.86
1,0.62,0.62,0.7,0.7,0.8,0.78
2,0.62,0.66,0.7,0.76,0.78,0.8
3,0.54,0.62,0.74,0.72,0.76,0.82
4,0.62,0.6,0.7,0.74,0.78,0.8
5,0.62,0.62,0.7,0.74,0.76,0.78
6,0.6,0.62,0.72,0.7,0.78,0.8
7,0.6,0.62,0.74,0.72,0.76,0.76
8,0.58,0.6,0.72,0.72,0.76,0.76
