Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.5,0.5,0.633333333,0.666666667,0.716666667,0.766666667
1,0.5,0.55,0.6,0.65,0.7,0.75
2,0.55,0.533333333,0.65,0.683333333,0.733333333,0.683333333
3,0.55,0.516666667,0.6,0.683333333,0.683333333,0.733333333
4,0.483333333,0.583333333,0.616666667,0.666666667,0.683333333,0.75
5,0.516666667,0.566666667,0.633333333,0.683333333,0.75,0.733333333
6,0.5,0.5,0.633333333,0.633333333,0.75,0.75
7,0.466666667,0.566666667,0.666666667,0.683333333,0.666666667,0.7
8,0.5,0.516666667,0.633333333,0.666666667,0.7,0.716666667
