Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
9,92,0.5625,0.09818569903948772,2,1,1,0.2,0
9,85,0.5625,0.09071504802561366,2,1,2,0.2,0
9,98,0.5625,0.10458911419423693,2,1,3,0.2,0
9,94,0.5625,0.10032017075773746,2,1,4,0.2,0
9,92,0.5625,0.09818569903948772,2,1,5,0.2,0
9,105,0.5625,0.11205976520811099,2,1,6,0.2,0
9,100,0.5625,0.10672358591248667,2,1,7,0.2,0
9,112,0.5625,0.11953041622198506,2,1,8,0.2,0
9,107,0.5625,0.11419423692636073,2,1,9,0.2,0
9,117,0.5625,0.1248665955176094,2,1,10,0.2,0
