Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.6,352.0,0.825,0.37566702241195304,1.0,2.0,3.0,0.2,0.0
6.8,320.6,0.85,0.34215581643543225,1.0,3.0,3.0,0.2,0.0
6.6,336.0,0.825,0.3585912486659552,1.0,4.0,3.0,0.2,0.0
7.0,312.8,0.875,0.3338313767342583,1.0,5.0,3.0,0.2,0.0
6.8,354.4,0.85,0.3782283884738527,1.0,6.0,3.0,0.2,0.0
6.6,335.6,0.825,0.3581643543223052,1.0,7.0,3.0,0.2,0.0
6.6,332.6,0.825,0.3549626467449306,1.0,8.0,3.0,0.2,0.0
6.4,333.2,0.8,0.35560298826040554,1.0,9.0,3.0,0.2,0.0
6.2,364.8,0.775,0.3893276414087513,1.0,10.0,3.0,0.2,0.0
6.8,331.6,0.85,0.3538954108858058,1.0,11.0,3.0,0.2,0.0
