Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
7,310,0.875,0.33084311632870866,1,1,1,0.2,0
7,288,0.875,0.3073639274279616,1,1,2,0.2,0
7,334,0.875,0.35645677694770544,1,1,3,0.2,0
7,352,0.875,0.37566702241195304,1,1,4,0.2,0
7,316,0.875,0.33724653148345785,1,1,5,0.2,0
7,302,0.875,0.3223052294557097,1,2,1,0.2,0
7,336,0.875,0.35859124866595515,1,2,2,0.2,0
6,375,0.75,0.400213447171825,1,2,3,0.2,0
7,344,0.875,0.3671291355389541,1,2,4,0.2,0
6,403,0.75,0.43009605122732125,1,2,5,0.2,0
7,313,0.875,0.33404482390608325,1,3,1,0.2,0
7,302,0.875,0.3223052294557097,1,3,2,0.2,0
7,321,0.875,0.3425827107790822,1,3,3,0.2,0
6,365,0.75,0.3895410885805763,1,3,4,0.2,0
7,302,0.875,0.3223052294557097,1,3,5,0.2,0
6,370,0.75,0.39487726787620064,1,4,1,0.2,0
7,305,0.875,0.3255069370330843,1,4,2,0.2,0
7,293,0.875,0.3127001067235859,1,4,3,0.2,0
7,326,0.875,0.3479188900747065,1,4,4,0.2,0
6,386,0.75,0.4119530416221985,1,4,5,0.2,0
7,307,0.875,0.327641408751334,1,5,1,0.2,0
7,316,0.875,0.33724653148345785,1,5,2,0.2,0
7,309,0.875,0.3297758804695838,1,5,3,0.2,0
7,306,0.875,0.3265741728922092,1,5,4,0.2,0
7,326,0.875,0.3479188900747065,1,5,5,0.2,0
7,323,0.875,0.3447171824973319,1,6,1,0.2,0
6,472,0.75,0.503735325506937,1,6,2,0.2,0
7,350,0.875,0.37353255069370334,1,6,3,0.2,0
7,312,0.875,0.3329775880469584,1,6,4,0.2,0
7,315,0.875,0.33617929562433296,1,6,5,0.2,0
6,385,0.75,0.41088580576307365,1,7,1,0.2,0
7,306,0.875,0.3265741728922092,1,7,2,0.2,0
6,390,0.75,0.41622198505869795,1,7,3,0.2,0
7,284,0.875,0.3030949839914621,1,7,4,0.2,0
7,313,0.875,0.33404482390608325,1,7,5,0.2,0
7,359,0.875,0.3831376734258271,1,8,1,0.2,0
6,340,0.75,0.3628601921024546,1,8,2,0.2,0
6,345,0.75,0.368196371398079,1,8,3,0.2,0
7,292,0.875,0.31163287086446106,1,8,4,0.2,0
7,327,0.875,0.3489861259338314,1,8,5,0.2,0
6,349,0.75,0.37246531483457845,1,9,1,0.2,0
7,279,0.875,0.29775880469583776,1,9,2,0.2,0
7,318,0.875,0.33938100320170755,1,9,3,0.2,0
6,340,0.75,0.3628601921024546,1,9,4,0.2,0
6,380,0.75,0.4055496264674493,1,9,5,0.2,0
6,356,0.75,0.3799359658484525,1,10,1,0.2,0
6,362,0.75,0.3863393810032017,1,10,2,0.2,0
6,398,0.75,0.4247598719316969,1,10,3,0.2,0
7,332,0.875,0.35432230522945574,1,10,4,0.2,0
6,376,0.75,0.4012806830309498,1,10,5,0.2,0
6,373,0.75,0.39807897545357523,1,11,1,0.2,0
7,310,0.875,0.33084311632870866,1,11,2,0.2,0
7,326,0.875,0.3479188900747065,1,11,3,0.2,0
7,322,0.875,0.343649946638207,1,11,4,0.2,0
7,327,0.875,0.3489861259338314,1,11,5,0.2,0
