Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.2,600.4,0.6,0.64076840981857,1.0,2.0,3.0,0.2,0.0
8.0,603.4,0.6666666666666666,0.6439701173959446,1.0,3.0,3.0,0.2,0.0
7.4,612.4,0.6166666666666667,0.6535752401280683,1.0,4.0,3.0,0.2,0.0
7.6,591.0,0.6333333333333333,0.6307363927427961,1.0,5.0,3.0,0.2,0.0
7.8,607.2,0.6499999999999999,0.6480256136606191,1.0,6.0,3.0,0.2,0.0
7.4,609.4,0.6166666666666667,0.6503735325506936,1.0,7.0,3.0,0.2,0.0
7.6,606.4,0.6333333333333333,0.647171824973319,1.0,8.0,3.0,0.2,0.0
7.2,593.6,0.6000000000000001,0.6335112059765208,1.0,9.0,3.0,0.2,0.0
7.2,617.4,0.6,0.6589114194236927,1.0,10.0,3.0,0.2,0.0
7.8,599.6,0.6499999999999999,0.6399146211312701,1.0,11.0,3.0,0.2,0.0
