Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.2,248.4,0.6,0.2651013874066169,1.0,2.0,3.0,0.2,0.0
8.0,268.4,0.6666666666666666,0.2864461045891142,1.0,3.0,3.0,0.2,0.0
7.4,260.2,0.6166666666666667,0.2776947705442903,1.0,4.0,3.0,0.2,0.0
7.6,245.2,0.6333333333333333,0.2616862326574173,1.0,5.0,3.0,0.2,0.0
7.8,251.8,0.6499999999999999,0.26872998932764147,1.0,6.0,3.0,0.2,0.0
7.4,252.6,0.6166666666666667,0.26958377801494127,1.0,7.0,3.0,0.2,0.0
7.6,257.0,0.6333333333333333,0.2742796157950907,1.0,8.0,3.0,0.2,0.0
7.2,260.0,0.6000000000000001,0.2774813233724653,1.0,9.0,3.0,0.2,0.0
7.2,271.6,0.6,0.28986125933831375,1.0,10.0,3.0,0.2,0.0
7.8,258.8,0.6499999999999999,0.2762006403415155,1.0,11.0,3.0,0.2,0.0
