Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,732,0.8,0.7812166488794023,1,1,1,0.2,0
8,709,0.8,0.7566702241195304,1,1,2,0.2,0
8,718,0.8,0.7662753468516542,1,1,3,0.2,0
8,719,0.8,0.767342582710779,1,1,4,0.2,0
8,720,0.8,0.768409818569904,1,1,5,0.2,0
8,717,0.8,0.7652081109925294,1,2,1,0.2,0
8,735,0.8,0.7844183564567769,1,2,2,0.2,0
7,738,0.7,0.7876200640341515,1,2,3,0.2,0
8,692,0.8,0.7385272145144077,1,2,4,0.2,0
7,774,0.7,0.8260405549626467,1,2,5,0.2,0
8,731,0.8,0.7801494130202775,1,3,1,0.2,0
8,721,0.8,0.7694770544290288,1,3,2,0.2,0
8,680,0.8,0.7257203842049093,1,3,3,0.2,0
7,787,0.7,0.83991462113127,1,3,4,0.2,0
8,713,0.8,0.7609391675560299,1,3,5,0.2,0
7,752,0.7,0.8025613660618997,1,4,1,0.2,0
8,705,0.8,0.7524012806830309,1,4,2,0.2,0
8,707,0.8,0.7545357524012807,1,4,3,0.2,0
8,691,0.8,0.7374599786552828,1,4,4,0.2,0
7,781,0.7,0.8335112059765208,1,4,5,0.2,0
8,718,0.8,0.7662753468516542,1,5,1,0.2,0
8,721,0.8,0.7694770544290288,1,5,2,0.2,0
8,711,0.8,0.7588046958377801,1,5,3,0.2,0
8,715,0.8,0.7630736392742796,1,5,4,0.2,0
8,702,0.8,0.7491995731056563,1,5,5,0.2,0
8,701,0.8,0.7481323372465315,1,6,1,0.2,0
7,764,0.7,0.8153681963713981,1,6,2,0.2,0
8,712,0.8,0.759871931696905,1,6,3,0.2,0
8,707,0.8,0.7545357524012807,1,6,4,0.2,0
8,687,0.8,0.7331910352187834,1,6,5,0.2,0
7,751,0.7,0.8014941302027748,1,7,1,0.2,0
8,736,0.8,0.7854855923159018,1,7,2,0.2,0
7,737,0.7,0.7865528281750267,1,7,3,0.2,0
8,701,0.8,0.7481323372465315,1,7,4,0.2,0
8,738,0.8,0.7876200640341515,1,7,5,0.2,0
8,730,0.8,0.7790821771611526,1,8,1,0.2,0
7,733,0.7,0.7822838847385272,1,8,2,0.2,0
7,757,0.7,0.807897545357524,1,8,3,0.2,0
8,702,0.8,0.7491995731056563,1,8,4,0.2,0
8,705,0.8,0.7524012806830309,1,8,5,0.2,0
7,733,0.7,0.7822838847385272,1,9,1,0.2,0
8,709,0.8,0.7566702241195304,1,9,2,0.2,0
8,726,0.8,0.7748132337246532,1,9,3,0.2,0
7,806,0.7,0.8601921024546425,1,9,4,0.2,0
7,718,0.7,0.7662753468516542,1,9,5,0.2,0
7,771,0.7,0.8228388473852721,1,10,1,0.2,0
7,700,0.7,0.7470651013874067,1,10,2,0.2,0
7,764,0.7,0.8153681963713981,1,10,3,0.2,0
8,696,0.8,0.7427961579509071,1,10,4,0.2,0
7,802,0.7,0.855923159018143,1,10,5,0.2,0
7,711,0.7,0.7588046958377801,1,11,1,0.2,0
8,727,0.8,0.775880469583778,1,11,2,0.2,0
8,718,0.8,0.7662753468516542,1,11,3,0.2,0
8,730,0.8,0.7790821771611526,1,11,4,0.2,0
8,712,0.8,0.759871931696905,1,11,5,0.2,0
