Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,104,0.5,0.11099252934898612,2,1,1,0.2,0
8,120,0.5,0.128068303094984,2,1,2,0.2,0
8,103,0.5,0.10992529348986126,2,1,3,0.2,0
8,114,0.5,0.12166488794023479,2,1,4,0.2,0
8,110,0.5,0.11739594450373532,2,1,5,0.2,0
8,88,0.5,0.09391675560298826,2,1,6,0.2,0
8,109,0.5,0.11632870864461047,2,1,7,0.2,0
8,109,0.5,0.11632870864461047,2,1,8,0.2,0
8,114,0.5,0.12166488794023479,2,1,9,0.2,0
8,115,0.5,0.12273212379935966,2,1,10,0.2,0
