current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
103,Drone_239,0.4649999999999995,1.2221315,0.25495097567963926,25.526695606991108,Charger_35,6,1,0,0
105,Drone_227,0.4199999999999995,1.2177001,0.2109502310972899,21.12666111897288,Charger_35,5,1,1,0
105,Drone_221,0.39499999999999946,1.2708709,0.18439088914585774,18.470664550151607,Charger_36,7,2,0,0
105,Drone_233,0.4299999999999995,1.2630937,0.2202271554554524,22.054324631763457,Charger_36,7,2,0,0
118,Drone_231,0.36499999999999944,1.2732238,0.15652475842498528,15.684136832835527,Charger_34,7,1,0,0
122,Drone_222,0.3249999999999994,1.2525868,0.11401754250991379,11.433314952691775,Charger_34,6,1,1,0
125,Drone_232,0.3299999999999994,1.3196806,0.12041594578792296,12.073211216623813,Charger_36,5,4,1,1
128,Drone_226,0.2999999999999994,1.2743477,0.11401754250991379,11.434314952691775,Charger_35,4,3,1,1
130,Drone_236,0.3199999999999994,1.3545421,0.19235384061671343,19.270278215296013,Charger_36,4,4,1,2
135,Drone_238,0.3049999999999994,1.2520866,0.15652475842498528,15.686536832835529,Charger_35,3,3,1,2
141,Drone_234,0.26499999999999935,1.3881482,0.1414213562373095,14.177192477980443,Charger_34,5,5,0,2
141,Drone_240,0.27999999999999936,1.3789742,0.14317821063276354,14.352348191701664,Charger_34,5,5,0,2
154,Drone_224,0.16499999999999926,1.350958,0.15,15.0394,Charger_36,5,3,0,2
157,Drone_235,0.18499999999999928,1.2821943,0.15,15.0386,Charger_35,4,2,0,2
161,Drone_229,0.14999999999999925,1.2367383,0.1264911064067352,12.688170284929788,Charger_36,3,2,1,2
166,Drone_223,0.10999999999999921,1.3264948,0.0806225774829855,8.101082651397869,Charger_35,5,1,1,2
167,Drone_237,0.13999999999999924,1.2358133,0.12041594578792296,12.080811216623813,Charger_34,3,3,0,2
234,Drone_239,0.4649999999999995,1.2251902,0.25495097567963926,25.526695606991108,Charger_35,6,1,0,0
243,Drone_231,0.4299999999999995,1.1824613,0.2202271554554524,22.054324631763457,Charger_36,5,1,0,0
244,Drone_227,0.4199999999999995,1.2044218,0.2109502310972899,21.12666111897288,Charger_35,5,1,1,0
249,Drone_221,0.39499999999999946,1.1590798,0.18439088914585774,18.470664550151607,Charger_36,4,1,1,0
261,Drone_233,0.3249999999999994,1.1939332,0.11401754250991379,11.433314952691775,Charger_34,5,1,0,0
267,Drone_222,0.3249999999999994,1.2167326,0.15,15.033,Charger_36,3,1,1,1
276,Drone_236,0.39999999999999947,1.1748923,0.19235384061671343,19.267078215296014,Charger_36,2,1,1,2
288,Drone_238,0.3299999999999994,1.1758456,0.12041594578792296,12.073211216623813,Charger_34,4,1,0,1
290,Drone_234,0.36499999999999944,1.226471,0.15652475842498528,15.684136832835527,Charger_35,6,1,0,0
295,Drone_240,0.3499999999999994,1.1410486,0.14317821063276354,14.349548191701665,Charger_34,3,1,1,0
296,Drone_226,0.3249999999999994,1.202374,0.11401754250991379,11.433314952691775,Charger_35,5,1,1,0
307,Drone_232,0.25999999999999934,1.3121282,0.0806225774829855,8.095082651397869,Charger_35,6,1,1,1
313,Drone_229,0.2999999999999994,1.2320985,0.09486832980505139,9.51862771369734,Charger_34,3,1,0,2
314,Drone_237,0.3349999999999994,1.1376947,0.1264911064067352,12.680770284929787,Charger_36,3,1,0,1
322,Drone_235,0.2999999999999994,1.1534927,0.09219544457292887,9.251232275075804,Charger_34,2,1,1,2
344,Drone_223,0.24999999999999933,1.2228004,0.0806225774829855,8.095482651397868,Charger_35,5,1,0,1
364,Drone_239,0.4649999999999995,1.2157778,0.25495097567963926,25.526695606991108,Charger_35,5,1,0,1
380,Drone_231,0.4299999999999995,1.1851614,0.2202271554554524,22.054324631763457,Charger_36,5,1,0,0
381,Drone_233,0.4299999999999995,1.2187206,0.2202271554554524,22.054324631763457,Charger_36,5,2,1,0
384,Drone_227,0.4199999999999995,1.1959137,0.2109502310972899,21.12666111897288,Charger_35,5,1,1,0
401,Drone_221,0.3249999999999994,1.1943347,0.11401754250991379,11.433314952691775,Charger_34,5,1,0,0
430,Drone_236,0.3049999999999994,1.1747756,0.09486832980505139,9.51842771369734,Charger_34,4,1,0,1
431,Drone_240,0.39499999999999946,1.2239906,0.18439088914585774,18.470664550151607,Charger_36,6,1,0,0
438,Drone_222,0.3149999999999994,1.2108009,0.10770329614269007,10.802037746114715,Charger_36,5,1,1,0
440,Drone_234,0.36499999999999944,1.1451035,0.15652475842498528,15.684136832835527,Charger_35,4,1,0,0
449,Drone_238,0.3099999999999994,1.2359246,0.12041594578792296,12.074011216623813,Charger_34,5,1,0,1
454,Drone_226,0.2999999999999994,1.2207478,0.09219544457292887,9.251232275075804,Charger_34,4,1,1,1
466,Drone_232,0.3299999999999994,1.2151657,0.12041594578792296,12.073211216623813,Charger_36,4,1,0,2
469,Drone_237,0.3249999999999994,1.1408323,0.11401754250991379,11.433314952691775,Charger_35,3,1,0,1
473,Drone_229,0.28999999999999937,1.125345,0.0806225774829855,8.093882651397868,Charger_35,2,1,1,1
486,Drone_235,0.2999999999999994,1.1713063,0.09219544457292887,9.251232275075804,Charger_34,4,1,0,1
486,Drone_223,0.35999999999999943,1.1874107,0.15,15.0316,Charger_36,4,1,0,1
494,Drone_239,0.4649999999999995,1.212902,0.25495097567963926,25.526695606991108,Charger_35,4,1,0,2
