Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
12,69,0.6,0.0736392742796158,2,1,1,0.2,0
12,62,0.6,0.06616862326574173,2,1,2,0.2,0
12,61,0.6,0.06510138740661686,2,1,3,0.2,0
12,64,0.6,0.06830309498399147,2,1,4,0.2,0
12,66,0.6,0.07043756670224119,2,1,5,0.2,0
12,68,0.6,0.07257203842049093,2,1,6,0.2,0
12,59,0.6,0.06296691568836713,2,1,7,0.2,0
12,58,0.6,0.061899679829242264,2,1,8,0.2,0
12,66,0.6,0.07043756670224119,2,1,9,0.2,0
12,72,0.6,0.0768409818569904,2,1,10,0.2,0
