Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.0,164.6,0.875,0.17566702241195303,1.0,2.0,3.0,0.2,0.0
7.0,160.4,0.875,0.1711846318036286,1.0,3.0,3.0,0.2,0.0
7.0,161.2,0.875,0.1720384204909285,1.0,4.0,3.0,0.2,0.0
7.0,177.6,0.875,0.1895410885805763,1.0,5.0,3.0,0.2,0.0
7.0,173.2,0.875,0.18484525080042688,1.0,6.0,3.0,0.2,0.0
7.0,163.4,0.875,0.17438633938100317,1.0,7.0,3.0,0.2,0.0
7.0,167.4,0.875,0.17865528281750268,1.0,8.0,3.0,0.2,0.0
7.0,167.4,0.875,0.17865528281750268,1.0,9.0,3.0,0.2,0.0
7.0,168.0,0.875,0.17929562433297758,1.0,10.0,3.0,0.2,0.0
7.0,166.2,0.875,0.17737459978655282,1.0,11.0,3.0,0.2,0.0
